Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Senior Data Scientistnew;Brighthouse Financial;USA;Charlotte, NC 28277 (Piper Glen Estates area);None;None;Brighthouse Financial is on a mission to help people achieve financial security. As one of the largest providers of annuities and life insurance in the U.S., we specialize in products designed to help people protect what they’ve earned and ensure it lasts. We are built on a foundation of experience and knowledge, which allows us to keep our promises and provide the value they deserve.  At Brighthouse Financial, we’re fostering a culture where diverse backgrounds and experiences are celebrated, and different ideas are heard and respected. We believe that by creating an inclusive workplace, we’re better able to attract and retain our talent, provide valuable solutions that meet the needs of our advisors and their clients, and deliver on our mission of helping more people achieve financial security. We’re se eking passionate, high-performing team member to join us. Sound like you? Read on.  How This Role Contributes to Brighthouse Financial: Data Scientists in Brighthouse Financial’s Data Science organization work closely with cross-functional teams in marketing, distribution, actuarial, product and other functions, leveraging Brighthouse Financial’s rich datasets to develop and deliver propensity models and data-driven insights, and ultimately drive Brighthouse Financial’s top line growth. A successful candidate will be passionate about finding insights in data and using quantitative analysis to answer complex questions, with a collaborative and resourceful style.  Key Responsibilities: Conduct data analytics with the relevant programming / statistical package (such as R or Python) for large-scale problem solving Work independently and possesses exceptional technical ability. Understand complex business challenges, develop hypotheses, convert into the right analytical hypothesis, and communicate the results back to the partner teams with limited or no analytical background to drive the business strategy Analyze internal / external, online / offline, and structured / unstructured data such as speech analytics, digital footprints, financial information, proprietary market research and secondary sources to identify insights Create innovative solutions to business problems. Partner with other operational areas to identify opportunities for new projects. Build strong working relationships and improve workflow and organizational issues. Build complex advanced-level machine learning and advanced analytics models. Handle and resolve questions and issues referred by junior staff members. May propose, evaluate and implement process improvements to increase efficiency and effectiveness. Perform other duties as required or assigned.  Essential Business Experience and Technical Skills: Doctoral degree in a technical field and two plus years of related work experience, or a Master’s degree in a technical field and at least 3-4 years of related work experience, or a Bachelor’s degree in a technical field and at least 6-8 years of related work experience. Significant professional experience required applying quantitative analysis and modeling to solving real-world business problems including experience in model validation, testing and deployment Demonstrated proficiency in Python/PySpark required Demonstrated ability to perform high quality work independently Excellent oral and written communication skills, including the ability to explain complicated quantitative concepts to non-technical stakeholders using effective story telling techniques and visualization Ability to translate business requirements into detailed analysis plans. Ability to prioritize requests to meet the most important and urgent business needs Working knowledge of insurance industry is a plus Prior exposure to financial services or insurance industry preferred  Travel: Less than 5%
Data Scientist;Sensor Tower;USA;San Francisco, CA;None;None;"Who We Are  Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile market economy and are looking to increase app downloads through app store optimization.  We serve independent and Fortune 500 customers alike, spanning the mobile games, travel & hospitality, music, finance, and broadcast entertainment markets. Our suite of products consist of free, “SMB”, and Enterprise-tiered solutions including Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence.  We are a privately held company headquartered in San Francisco and was a member of AngelPad’s startup incubator program in 2013. Our insights are cited by the world’s leading news and finance publications, including the Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters.  Role Summary  We are looking for a hands-on thinker to help harvest new insights from our constantly growing foundation of quantitative information.  As a Data Scientist at Sensor Tower, you will be responsible for developing and maintaining statistical models that allow us to analyze, mine and ultimately turn that data into insights that will help app developers and Fortune 500 enterprises grow their user base and revenue. Requirements Master's degree or above in mathematics, statistics, or computer science 2+ years applied experience in business intelligence, data mining, analytics, or statistical modeling in technology or mobile industries A passion for data analysis and presentation of data insights Ability to communicate effectively with technical developers and non-technical marketing business partners Programming experience (R, Python, Ruby) Experience implementing machine learning algorithms Good working knowledge of MongoDB or similar DB technologies Knowledge of statistical analysis toolsets (SAS, R, MATLAB) and techniques Strong proficiency with one or more statistical visualization or graphing toolkits (MS Excel, a Javascript framework like Highcharts or Tableau) Extra Credit! Enjoy working in small, fast-paced teams where you can take initiative and accountability, and generate results every day Detail-oriented, organized, and focused on delighting customers Understand / willingness to learn mobile app economy dynamics. Own a smartphone, download apps, and actively participate in the new mobile economy Comfortable with basic mobile industry metrics Familiarity with web application development and Git  Why Join Sensor Tower? We were named one of the 50 Tech Companies to Know in 2020 by BuiltIn We have a birds-eye view of the entire mobile app ecosystem, and we keep our teams constantly abreast of the latest mobile app trends, news, and best practices. You align with our Core Values: Customer-Focused, Innovative, Continuously Learning, Action-Oriented, Respectful, Data & Metrics-Driven. We grant options to all of our employees because we recognize that everybody plays an integral role in our success; thus all employees should be invested in Sensor Tower (both figuratively and literally). We offer catered lunch and dinner everyday, unlimited PTO, opportunities to join corporate sports leagues, flexible work hours, 401K, Boba Fridays, Project Juice First Fridays, team trips (white water rafting, Hawaii, and weekend Tahoe mansion trips to name a few), and more For more information about our Engineering team and what it is like working with them please visit our team page here.  Sensor Tower is proud to be an equal opportunity workplace.  We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.  Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.  If you have a disability or special need that requires accommodation, please let us know."
Distinguished Data Scientistnew;eBay Inc.;USA;San Jose, CA;None;None;The vision for eBay is to become the trusted, ubiquitous platform for global commerce, built by the best technology team in the industry, powering compelling multi-screen experiences, core marketplace capabilities, big insights, and the next generation commerce ecosystem. We are in a search for an innovative Distinguished Data Leader who to lead the vision of building a scalable, secure Data Analytics and Insights platform for usage by eBay’s Search, Payments, Risk teams and eBay Business. The person should be able to lead the thought process, designs as well as the implementation of various aspects of eBay’s Big Data ecosystems, creating the future of Data Analytics and Insights. eBay’s analytics data ecosystem is one of the largest in the world. It houses transactional, behavioral, and financial transactions for eBay’s marketplaces globally. The environment includes technologies such as -data warehousing based on open source solutions and an extract-transform-load (ETL) platform, data machine learning platforms and tools, online experimentation platform, as well as multiple Hadoop clusters, specialized variants of Hadoop such as Presto and Spark, and new eBay-developed technologies such as the Kylin analytical engine. Extensions of these solutions are also deployed using real-time solutions based on streaming technologies, such as Kafka, Storm, Flink, while other parts of the solution are service based, utilizing mainstay service patterns, leveraging graph technologies underlying the service layer. The ideal candidate should have industrial expertise in distributed systems, data analytics, large scale data processing systems, including batch processing and stream processing, machine learning systems, OLAP systems, and strong software engineering and design background. Key Responsibilities: Evolve eBay’s analytical data ecosystems to enable world-class data capabilities, including big data analysis, machine learning, and online experimentations Lead the thought process and architectural design of various data analytics platforms Drive various levels of technical decisions from systems, services, algorithms to operations and processes Work closely with multiple engineering teams on detailed designs and implementations to deliver end products Collaborate with open source communities to drive eBay’s influence and contributions on various open source big data and data analytics projects Communicate effectively with client teams inside eBay to collect requirements and drive adoption of new technologies Represent eBay on strategic technical partnerships within the data and analytics domain Drive operational and engineering excellence into all facets of data engineering Requirements: 10+ years relevant experience in quantitative research and analysis, with a focus on web analytics, design of experimentation, A/B testing, and multivariate experimentation Experience implementing data analytics systems, such as Hadoop, MPP, streaming and graph solutions Deep understanding of relational databases and extract-transform-load (ETL/ELT/ETLT) patterns Experience with high-availability operations Familiarity with privacy and security controls in analytics environments Experience in leading experimentation operations and developing operating models and/or governance programs Proven ability to design and lead time-sensitive strategic research projects involving methodology development, analysis, strategic recommendations, and presentation of findings to eBay leaders Deep background in statistics and working with large scale A/B testing platforms Expert in translating between practical problems and technical formulations and solutions Experience working closely with engineering teams to build platform capabilities spanning multiple channels (PC, mobile, tablets) a plus MS/PhD in Statistics, Mathematics, Computer Science or related studies with statistics focus preferred Experienced in R, SAS, MatLab, SQL This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies View our privacy policy View our accessibility info eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible. For more information see: EEO is the Law Poster EEO is the Law Poster Supplement
Data Scientist (Remote);kraken;USA;Chicago, IL;None;None;"About Kraken  Our mission is to accelerate the adoption of cryptocurrency so that you and the rest of the world can achieve financial freedom and inclusion. Founded in 2011 and with over 4 million clients, Kraken is one of the world's largest, most successful bitcoin exchanges and we're growing faster than ever. Our range of successful products are playing an important role in the mainstream adoption of crypto assets. We attract people who constantly push themselves to think differently and chart exciting new paths in a rapidly growing industry. Kraken is a diverse group of dreamers and doers who see value in being radically transparent. Let's change the way the world thinks about money! Join the revolution!  About the role:  We are looking for a data scientist who is innovative, highly-motivated, and proactive. For this role, you will be part of a team that builds cutting-edge trading products in the cryptocurrency industry. You will be responsible for transforming data and generating actionable insights into our customer behavior and measuring the performance of our trading engine. You will collaborate and lead projects with product management, engineering, marketing, and growth teams. You will transform data from complex systems, generate performance metrics, and share the results with stakeholders at all levels of the company. Great benefits, amazing perks, remote work and travel opportunities, stock incentives, beautiful HQ office, and a flexible PTO policy make Kraken a great place to work. If you value having a seat at the table and want to make a big impact on guiding the direction of marketing and growth at one of the top crypto exchanges in the world, this role is for you. Requirements A degree in Statistics, Computer Science, Physical Sciences, Economics, Math or a related technical field. 5+ years industry experience in data science or analytics A consistent track record of performing data analysis using Python, R, and/or SQL Experience using statistics and predictive analytics to solve complex business problems. The versatility and willingness to learn new technologies on the job. The ability to clearly communicate complex results to technical and non-technical audiences. Familiarity with other data tools such as Hive, Vertica, Tableau & Ruby is a plus Responsibilities Partner with Kraken’s engineering, marketing, product, and finance teams to identify, prioritize, and answer the most important questions where analytics and modeling will have a material impact. Drive cross functional analytic projects from beginning to end: build relationships with partner teams, frame and structure questions, collect and analyze data, summarize and present key insights in support of decision making. Work with engineers to evangelize data best practices and implement analytics solutions. Collaborate with business leaders, subject matter experts, and decision makers to develop success criteria and optimize new products, features, policies, and models. Communicate key results with self-serve tools (dashboards, analytics tools) for leadership and product management. Develop anomaly detection, and data modelling tools to monitor key performance indicators to improve the efficiency of the products. Design experiments for product teams to test hypothesis and help with idea generation and refinement. Build key datasets and data pipelines using Python/ETL frameworks. We’re powered by people from around the world with their own unique backgrounds and experiences. We value all Krakenites and their talents, contributions, and perspectives.  Check out all our open roles at https://jobs.lever.co/kraken. We’re excited to see what you’re made of.  Learn more about us: Watch ""Working at Kraken"" Follow us on Twitter Catch up on our blog Follow us on LinkedIn"
Data Scientist;BlueConic;USA;Boston, MA;None;None;"Full-time, Boston, MA Hurry up! We’ve got a dream to build! BlueConic is a fast-growing SaaS startup in search of that unique individual who blends a customer service attitude with technical problem solving. If the idea of leading BlueConic’s data science practice based on our cutting-edge technology, you’re going to be a great fit for this role. The team you will join is changing digital marketing every single day – and we’ve got the data to prove it! After introducing the market-leading AI Workbench as part of the BlueConic customer data platform, customer demand for data science is exploding and we need an experienced, hands-on, solutions-focused person to help build the burgeoning data science practice. About BlueConic BlueConic is the market-leading customer data platform, which gives marketers the power to liberate their data and use it to improve marketing outcomes. Our clients use BlueConic to unify individual-level data and then use that single view across channels. Our SaaS platform is the solution for challenges marketers haven’t been able to solve for years. We’re headquartered in Boston and our development team works in the Netherlands. With nearly 300 brands using the platform, our work is experienced by millions. About the Job BlueConic’s machine learning feature set – primarily the Jupyter-based AI Workbench, as well as the Apache Spark-based recommendations engine – is waiting for skilled and creative data scientists to join the BlueCrew in order to help our customers better unify and activate their first-party customer data. A versatile, curious person, you will have a dual function that allows you to both build additional ML capabilities for the platform, while also delivering specific customer models as needed. In short, your work will be essential in differentiating BlueConic’s solution today – and driving us toward further leadership in the CDP category. In this role you will: Provide customer engagements and technical sales support as needed and collaborate with Solutions Architects on customer data integrations, customer specific models, and complex implementations. Partner with Customer Success Managers to inspire customers to use machine learning to get more from their data, including building and optimizing models, as well as using Workbench to transform, analyze, and visualize data. Work closely with the Product Engineering teams as well as our Solutions Teams to actively develop and provide strategic direction for the data science capabilities in the platform. Scope, design, and implement machine-learning models to support the customers’ numerous initiatives and programs with data science, including vertical-specific and marketing-specific models that reinforce BlueConic’s differentiation as a leader in the CDP space. Build predictive models with advanced machine learning algorithms. Innovate relentlessly by building new models; improving techniques to boost model performance; and maintaining and refining the processes and procedures for building high-end analytic modeling solutions. You have: A Master's degree in a Quantitative Field (e.g. Physics, Math, Statistics, Operations Research, Engineering, Computer Science, etc.); applied knowledge/experience in the application of statistics preferred. Fluency in Python and its associated data science ecosystem (numpy, pandas, scikit-learn, etc.) At least 5 years’ experience applying relevant machine learning and data modelling techniques to provide customer/consumer insights, ideally in B2C industries including retail, finance, media, etc. (SAS, R, and other statistical languages ideal but not required.) An exceptional ability to interpret business requirements, translate into data science problems, and deliver high value outputs. A knack for communication that enables you to work well with people with various technical backgrounds, think analytically, write and edit technical material, and relate statistical concepts and applications to statistical and non-statistical SAS users. You will be a great fit if you: You would be a great fit if you are enthusiastic about one or more of the following: Online / out-of-core algorithms Uplift modelling Bayesian statistics Have worked in both technology and end-user client environments during your career. Intimately understand the business challenges that our technology is suited to solve. Are friendly and ready to work with others, both technical and non-technical. We don’t work in isolation and regularly interact with each other and members of other teams. Reasons to join us: Help build the best marketing technology product ever, period. Be part of a small but fast-growing team in downtown Boston. Take advantage of enormous opportunities for career advancement. Work with big name brands to achieve their marketing goals. Enjoy competitive salary and benefits, including the office stroopwafel supply (google it)."
Data Scientist;Valsatechcorp Template;USA;United States;None;None;Requirements: Experience translating high-level project requirements into technical tasks. Data manipulation and data engineering experience involving structured and unstructured data. Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading. Experience with big data and cloud platforms and toolset. Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies. Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting. Experience in interpreting results from statistical and mathematical models. Experience in advance data visualizations and interpretation. Skills/Software Data Modeling, NLP and Machine Learning experience Required: SQL Server (preferable in distributed environment, e.g. Greenplum, Apache Hawq). Required: Experience in R, Python, or SAS for complex data manipulation, statistical analysis, and machine learning. Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana). Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib. Experience using peer-collaboration tools, e.g., Confluence. Experience using GIT or other version control systems. Email your resume to HR@valsatechcorp.com
Federal - Data Scientist ++++++++++++++;Accenture;USA;Washington, DC 20006 (Downtown area);None;None;Organization: Accenture Federal Services Locations: Washington, DC  We are:  Accenture Federal Services bring together commercial innovation with the latest technology to unleash the potential for our federal clients. Operating in the nation’s Capital, we stay ahead of what is coming next. Drawing from the power of Accenture, we deliver integrated, mobile and interactive experiences that exceed our people’s expectations. Join us where ideas are freely exchanged, and concepts evolve into practical solutions.  You are:  An inventor and a problem-solver. Curious and future-focused, you are always looking to dive deep into new technologies and meaningfully apply them. You are ready to work with engineers and stakeholders to create intelligent solutions for clients.  The work:  Work with clients to create questions and define technology opportunities Drive the exploration of data sources and analytic techniques to create new modeling approaches Work with large data sets to solve complex problems Apply statistical methods to develop analytic models Lead and oversee teams to solve clients’ solutions  Here's what you need: Experience with Python and/or R Programming Language Experience with SQL or similar database language Experience with analytics, statistical modeling, optimization, machine learning, and/or artificial intelligence Experience in consulting or similar field requiring client collaboration, presentation, and delivery Experience extracting, aggregating, and structuring data along different dimensions Experience leading technical teams  Bonus Points: You have experience with visualization (e.g. Power BI, Tableau, MicroStrategy, d3.js) You have experience with machine learning frameworks (e.g. TensorFlow, Scikit-Learn, Spark) You have experience with RDBMS (MariaDB, PostgreSQL, Oracle) You have experience with Agile Methodology  Important information This role requires US Citizenship with no dual Citizenship accepted.  An active security clearance or the ability to obtain one may be required for this role.  Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.  Applicants for employment in the U.S. must possess work authorization which does not require now or in the future sponsorship by the employer for a visa.  Accenture is a federal contractor, an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.  Equal Employment Opportunity All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.  Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.  Accenture is committed to providing veteran employment opportunities to our service men and women.
Sr. Data Scientist, Human Evaluation, Apple Media Products;Apple;USA;Santa Clara Valley, CA 95014;None;None;"Summary Posted: May 21, 2020 Role Number:200133136 The Apple Media Products Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a substantial scale, meeting Apple’s high expectations with high performance to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. These engineers build secure, end-to-end solutions. They develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the APIs for many Apple services. Thanks to Apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, forward-thinking, and multi-functional, offering greater exposure to the array of opportunities here. Are you passionate about analyzing data patterns for large scale search engines? As part of AMP, you will be a product specialist and analyze of a diverse portfolio of Apple Media Product human evaluations tasks. The team represents the user’s perspective as they vet new features being introduced to AMP. Your day-to-day responsibilities will include analyzing and creating innovative ideas to help improve AMP search and recommendations features, and reporting systematic issues to leadership, engineering, and product teams. Key Qualifications At least 5 years industry experience Deep understanding of the software development for machine-learned products and services, and how analytics and human evaluation data can help improve those products Self-sufficient in analyzing and drawing conclusions about the quality and product opportunity from raw and refined product data Good product sense, with the ability to translate between product goals, business goals and technical requirements for data analytics Self-motivated and proactive, with demonstrated creative and critical thinking capabilities Outstanding communication and presentation skills, written and verbal, to all levels of an organization Innate capability to, directly and indirectly, influence large teams for success Excellent applied statistics skills, such as hypothesis testing, experimental design, sample size determination and non-parametric statistics Experience with big data systems and distributed computing, such as Hadoop Experience with common data science toolkits, such as R, pandas, dplyr, NumPy, etc Experience with data visualization tools, such as GGplot, etc Proficiency in using query languages such as SQL, Hive and SparkSQL Experience with programming languages such as Scala, Spark or Python Description Lead the product vision and project execution for all data infrastructure, analytics, and offline evaluation for an AMP product line (App Store, Music, Books, etc.) Champion an industry-leading privacy-focused strategy for product measurement, human evaluation, and analytics. Own and evangelize best practices for product analysis, measurement, and instrumentation. Lead human evaluation design and management exercises. Evaluate and improve the quality of KPIs for key products by analyzing customer pain points. Empower others to understand and leverage data for decision making. Ensure the measurement of new features are designed and instrumented in every release cycle. Productize dashboards that help product teams to improve Search & Recommendations every day. Work with leadership to build a strategy that allows us to leverage our data to create automatic feedback loops that improve the AMP products. Keep teams focused on the right priorities to meet aggressive deadlines; clearly, communicate project progress to leads and executive team. Education & Experience Master’s Degree in Computer Science, Statistics, Applied Math or related discipline. PhD preferred."
Data Scientist;Texas Farm Bureau Casualty Insurance Company;USA;Waco, TX;None;None;Job Responsibilities:   The Data Scientist is responsible for performing complex analyses, applying advanced predictive analytics and machine learning techniques, arranging data in an optimal format, and running simulation and optimization techniques to generate growth and profitability insights for the Texas Farm Bureau Insurance Companies at the direction of the Director of Pricing. MAJOR RESPONSIBILITIES AND AUTHORITY  Perform advanced analytics using predictive modeling, machine learning, and other advanced techniques.  Identifies, recommends, and pursue projects, analyses, and other items to further advance corporate initiatives.  Builds large and complex information sets using both unstructured and structured data.  Provides detailed insights to management on issues.  Use data driven insights to recommend opportunities for growth, competitiveness, and profitability.  Effectively communicate results of advanced analytics to both technical and non- technical audiences.  Recommend and develop new metrics to advance decision making.  Provide after-hours support, if necessary. Comply with the Certified Fleet Operation requirements of the Company Driving and Safety policy.  Other duties as assigned.   Job Qualifications:   MINIMUM POSITION QUALIFICATIONS  Master’s Degree in Computer Science, Applied Mathematics, Quantitative Economics, Statistics, or related field.  Ability to lead multiple projects while providing effective input and briefing senior leaders.  Strong problem-solving abilities.  Ability and willingness to learn and extend skills and mentor others. Strong oral and written communication skills. Experience in stochastic modeling, machine learning, and other advanced mathematical techniques.  Experience building structured and unstructured data sets together.  Experience with SQL and Python, or other high-level programming language.  Proficient in use of Microsoft Office software.  Willing to travel as required.  Valid Texas driver’s license and driving record at the time of hire which would not place the employee on probation or disqualify the employee from Certified Fleet Operator status under the Company Driving and Safety Policy.   Other Job Information (if applicable):   PHYSICAL REQUIREMENTS  Use of PC, telephone, copy machine, fax, and other office equipment over six (6) hours per day. Extended periods of sitting and concentration.  WORKING CONDITIONS  Occasional long, irregular hours.  Work to be conducted in office environment owned/leased by company.  Occasional travel by auto or other public transportation.  REVISED May 2020
Data Scientist;Waymo;USA;Mountain View, CA;None;None;"At Waymo, we’re focused on bringing self-driving technology to the world. Our mission is to make it safe and easy for people and things to move around. Today, our driverless cars are serving our first customers with no drivers behind the wheel. To experience our self-driving technology, see this 360-degree video. In this data science role, you will: Safety evaluation is of fundamental importance to Waymo, and measuring it is subtle. This role works with a wide variety of teams across the company (onboard software engineering, product, safety, systems engineering) to evaluate the driving and safety performance of Waymo's self driving car. This is based on a wide variety of data from real and simulated driving from Waymo’s self-driving system as well as from external data sources. The Planner Team is responsible for ""motion planning"" for the self driving car. This includes gracefully handling many complex situations involving social interactions (merging, negotiating narrow roads, etc), while dealing with a noisy and uncertain environment. Evaluation of this onboard decision-making system is a complex, open-ended problem with tremendous potential impact. The quality of the road maneuvers we execute is subjective, contextual, and geometrically subtle, and evaluation needs apply to a wide variety of conditions with an extremely long tail. Additionally: Analysis and improvement of existing data sources and metrics Development of novel approaches to measuring and improving Self-driving performance (either generally, or for motion planning specifically) Collaborate with engineers and other data scientists to evaluate and improve core Waymo technologies, with a focus on bringing statistical depth, general analytical rigor, and accurate causal interpretation of data. We'd like you to have: PhD in statistics, math, or other quantitative area Progressive statistics background either in academia or industry Data science and system evaluation experience Willingness to understand a complex system and its various components Experience with tools for manipulating big data Experience with R/Python and statistical libraries It's preferred if you have experience in: Experience with C++ Familiarity with Spark/MapReduce Training or interest in geometry or classical physics"
Research Associate/Data Scientist;Medisked;USA;Rochester, NY 14607 (Atlantic-University area);None;None;MediSked, LLC is a growing software firm, headquartered in Rochester, NY. MediSked is the leading brand in holistic solutions that improve lives, drive efficiencies and generate innovations for human service organizations that support our community. Because our customers are in the selfless business of making the lives of those they serve as fulfilling as possible, our company is comprised of passionate and proactive people looking to make a difference. We are searching for smart, motivated individuals to join our team that can thrive in a tech business setting but also have a compassionate side that connects to our customers and culture. MediSked, LLC is seeking a recent PhD graduate with experience in the social sciences or human services who is interested in joining the emerging analytics practice at a growing software company whose mission is focused on the unique needs of human services organizations supporting our community. The Research Associate/Data Scientist will work within MediSked and with our clients and partners to derive real insights from nearly two decades worth of human services data assets, including writing whitepapers and presenting on behalf of MediSked at industry conferences.  Primary Responsibilities: Working with internal and external stakeholders, identify interesting and relevant questions and hypotheses to investigate using the human-services data assets of MediSked, LLC and its clients to help improve care, improve outcomes, and reduce overall costs for home and community-based services. Work with reporting, integration, product management, and software engineers to collect, extract, and de-identify data from MediSked systems in pursuit of answers to these questions. Mine and analyze data from MediSked, LLC databases to drive improved outcomes and cost efficacy for clients of MediSked, LLC. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling and/or data analytics tools to increase and optimize the experiences of MediSked’s clients and of the individuals that they support. Develop processes and tools to monitor and analyze model performance and data accuracy. Using strong written and verbal communication skills, tell the story of the data, creating whitepapers and presentations for consumption by other industry leaders in the human services and home and community-based services space. Be a dynamic presenter of these stories to audiences both large and small, both in person and virtually. Perform other related duties as requested. Qualifications: PhD in Special Education, Social Work, Psychology, or other disability related field required Knowledge of the I/DD, behavioral health and/or aging populations, prior experience in these domains preferred. Passion for understanding data to derive meaningful data insights and create ‘data stories’ to help clients improve outcomes. Demonstrated experience with research theory, design and methods. Demonstrated experience with advanced quantitative reasoning and analysis. Knowledge of research ethics, human-subject research, experience working with institutional review boards. Experience using and knowledge of data analysis tools like R, Python, SAS, Stata etc., experience with cloud-based data analytic tools is a plus. Experience in data pulling, data cleaning and analysis. Demonstrated excellence in written and verbal communications, oral presentation skills. Ability to leverage prior research and domain expertise to identify relevant data insights for MediSked clientele and to work effectively with technical resources to bring these data insights to fruition in MediSked’s products and solutions. Experience writing research papers, whitepapers and presenting at conferences in the relevant domains. Hunger/passion to be part of a growing company in a new role.
Senior Data Scientist;Penn Interactive Ventures - Philadelphia;USA;Philadelphia, PA 19107 (Center City area);None;None;Overview: Penn Interactive Ventures (PIV) is a real-money interactive gaming company headquartered in Philadelphia. As the digital arm to Penn National Gaming (NASDAQ: PENN), the largest regional casino operator in the U.S., we are poised for fast-paced growth in the sports betting and online casino space and are looking for a Senior Data Scientist to join our expanding Sportsbook team! The Senior Data Scientist to work in the data science team as we build a best-in-class online/mobile sportsbook. The data science team is a relatively small team and you will have been a huge part in helping lead the charge towards having a data-driven engineering team. You should be excited by the possibility of utilizing the data we collect from our 42-retail casino and racetrack locations and be able to develop some hypotheses to test to improve our business. We need someone who will walk through the door on day one with a clear idea of the theories they want to test, some thoughts on the potential models already in mind, and the self-motivation to jump in and get started building them. This role will be responsible for improving the data products already built but will also be responsible for spearheading new models and measurements. Your daily responsibilities include: Identify and specify data needs and quality requirements to support modeling Research, design and implement descriptive, predictive, and inferential models using statistical and machine learning techniques. Apply modern machine learning techniques to optimization and quality problems in gaming processes Prototype and implement data products to create unique experiences for our users Evaluate, document, and communicate research processes, analyses, and results to peers, and leadership To be successful in this position it will require the following skill set: Curiosity and ability to convert complex problems into concrete requirements and build innovative solutions University degree in Data Science, Mathematics, Statistics, Engineering, Computer Science, or similar field Experience working in a software engineering team 4+ years professional experience as a Data Scientist Proficiency in Python and preferably also R Proficiency in SQL Experience in deploying data products in an enterprise environment Ability to communicate clearly and efficiently with technical and non-technical stakeholders BONUS POINTS You have a PhD in Data Science, Statistics, or a statistics-heavy discipline Experience in building recommender systems Experience in sequence-to-sequence modeling, especially as applied to time-series data or Natural Language Understanding applications Experience with, or knowledge in, Bayesian methods You bring a passion for sports or betting You have experience with mobile/web games, entertainment apps and/or the gaming industry Something to leave you with: Penn Interactive is committed to helping our team members live their best, healthy life. We offer unique and competitive benefits that help our employees, through a private exchange which allows our team members the ability to choose from several coverage levels and insurance carriers (both local and national carriers). Along with medical, prescription, dental, and vision coverage, there are also voluntary plans available to employees. PIV also offers our employees office perks such as free catered lunches, snacks, and beverages in the office.
