Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Java Developer;Java;USA;Washington, DC;Attain, LLC;;;Who We Seek: Passion Seekers. You genuinely care about the work that you do and its impact on society. Self-Starters. You’re a go-getter who isn’t afraid to step up and disrupt the status quo. Entrepreneurs. You bring fresh ideas to the table, work hard, develop business and consistently seek new challenges. Collaborators. You’re a great contributor to a high performing team that accomplishes great feats for our clients.  What You Will Do: Designs, codes, and tests software modifications for assigned applications to address changes or fixes as necessary for problem resolution Collaborates with the Production Support team to assist with ticket investigation and resolution Interacts with clients, subcontractors, and users as required during daily activities Independently prepares estimates of effort to develop and execute approved application changes in primary applications, prioritizes work assignments, and facilitates peer review of work products Coordinates and participates in system, integration, performance and acceptance testing Maintains shared responsibility for documentation updates to configuration records and the related configuration management tool to track application changes Work as part of a team throughout the software development lifecycle Collaborate with designers and analysts to implement enhancements or new applications Develop code to meet user story acceptance criteria Reviews, analyzes, and modifies programming systems, including encoding, testing, debugging and installing for a large-scale system. Extensive object-oriented software development and domain design. Solid communication skills to interact with the business team and technology team Required Skills: 4+ years' experience in application development using Java/JEE and related technologies (Weblogic, JBoss, Spring Framework) 4+ years' experience in HTML, CSS, Javascript, and jQuery 4+ years' experience developing REST, SOAP, and JSON/XML Years of Experience: 4 Minimum Education Required: Bachelor’s Degree  About Us: Attain is a place for great ideas and the people who have them. As a management, technology, and strategy consulting firm, our professionals provide innovative solutions to revolutionize government, education, health, and nonprofit organizations and positively impact those they serve. We are business analysts, technologists, digital strategists, managers of change, and forward thinkers, with the entrepreneurial drive to shape the future. Our team is present in 40 states and the District of Columbia. Visit www.attain.com/careers to explore your path forward with Attain.  Attain is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. For more Information on Equal Employment Opportunity visit EEO and EEO Poster Supplement. 1 day ago report job
Summer Intern;Java;USA;Jacksonville, FL 32256;Emtec Global Services;;;"Company Overview: Emtec is a Global consulting company that provides technology-empowered business solutions for world class organizations. Our Global Workforce of over 800 consultants provide best in class services to our clients to realize their digital transformation journey. Our clients span the emerging, mid-market and enterprise space. With multiple offices worldwide, we are uniquely positioned to deliver digital solutions to our clients leveraging Oracle, Salesforce, Microsoft, Java and Open Source technologies with a focus on Mobility, Cloud, Security, Analytics, Data Engineering and Intelligent Automation. Emtec’s singular mission is to create “Clients for Life” - long-term relationships that deliver rapid, meaningful, and lasting business value.  At Emtec, we have a unique blend of Corporate and Entrepreneurial cultures. This is where you would have an opportunity to drive business value for clients while you innovate, continue to grow and have fun while doing it. You would work with team members who are vibrant, smart and passionate and they bring their passion to all that they do – whether it’s learning, giving back to our communities or always going the extra mile for our client. Position Description: The Summer Intern will work on a team and conduct cleaning or updating of Windows on desktop computers and laptops. No experience is required; however, punctuality, commitment and a willingness to learn is imperative.  Preferred Skills:  Experience with installing and configuring Windows Operating Systems High School Diploma Professional Skills:  Enthusiasm and desire to learn Punctuality Emtec is an Equal Opportunity Employer  US citizens and those authorized to work in the US are encouraged to apply 12 days ago report job"
Software Developer Intern - Summer 2021;Java;USA;Chicago, IL 60661 (Near West Side area);DRW Trading Group;;;Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern, you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will make an impact… Design, develop test, and deploy proprietary software development solutions across the firm. Examples include creating: Decoders to receive raw pack data from various exchanges and translate it into a more accessible form. Normalizers which take decoded data and build a book for each instrument traded on that exchange Applications to facilitate communication around executed trades to our compliance team Identify innovative solutions to complex problems and advocate for their implementation to your team by communicating your ideas in a clear and concise manner Conduct robust research using a data driven approach to employ statistical analytics on large data sets Collaborate with other software developers, quantitative traders and researchers as well as business analysts in cross-functional team environments What you bring to the team… Are pursuing a bachelor’s, master’s, or PhD in computer science, electrical engineering, computer engineering, physics, mathematics or any related science discipline and have an expected graduation date between December 2021 and June 2023 Have exposure to network programming (TCP/IP), multi‐threaded applications, computational intelligence, algorithms, real‐time programming or GUI programming Have strong understanding of object oriented design, data structures, and algorithms Exhibit excellent software development skills in C++, Python, Java, C#, or C and a deep curiosity to learn and absorb new technologies quickly What to expect during the internship… Meaningful projects: You’ll receive a challenging project to complete during your time here. Each project, advised by a software engineer, promotes a comprehensive learning experience and provides you with meaningful work experience. Community: Throughout the summer, we host a variety of educational, social and team-building activities to foster friendship and camaraderie. Housing: DRW provides fully furnished apartments located close to the office –making your morning commute as easy as possible. Mentorship: You’ll build a professional relationship with an experienced mentor in your field. Mentors and mentees meet to discuss goals, challenges and professional development and explore the city together at our mentor outings. Education: As technology continues to drive the trading industry forward, both in terms of new products and transaction methods, the future will present us with unique opportunities and challenges. To prepare you for how technology will continue to impact trading’s future landscape, you will complete an options course framed from a developer’s standpoint to help you visualize how your technology solutions will be used in real time. As the trading industry continually evolves, both in terms of new products and transaction methods, the future will present us with unique opportunities and challenges. DRW is a technology-driven, diversified principal trading firm. We trade our own capital at our own risk, across a broad range of asset classes, instruments and strategies, in financial markets around the world. As the markets have evolved over the past 25 years, so has DRW – maximizing opportunities to include real estate, cryptoassets and venture capital. With over 1,000 employees at our Chicago headquarters and offices around the world, we work together to solve complex problems, challenge consensus and deliver meaningful results. It’s a place of high expectations, deep curiosity and thoughtful collaboration. For more information about DRW's processing activities and our use of job applicants' data, please view our Privacy Notice at https://drw.com/privacy-notice. California residents, please review the California Privacy Notice for information about certain legal rights at https://drw.com/california-privacy-notice. 13 days ago report job
Java Developer;Java;USA;Missoula, MT 59808 (Westside area);Education Logistics;;;"Education Logistics, Inc. | 3000 Palmer Street | Missoula, MT 59808 Smarter Transportation. | www.edulog.com  Java developer at Education Logistics, Inc. (EDULOG) EDULOG is a world leader in Student Transportation Systems and we are growing! We have a passion for technology, customer commitment, and innovation. We are currently seeking software developers to join our team to develop a new product line. The ideal candidate is experienced with developing software engineering programs, delivering within schedule, and delivering above quality expectations. This is an exciting opportunity to join a mission-critical enterprise-wide development project from the ground up in a collaborative and creative atmosphere where innovative ideas are encouraged and appreciated.  Required Education and Work Experience:  Experience writing production-quality Java code; experience with Spring and PostgreSQL strongly preferred.  Other relevant areas experience are: Hibernate(ORM), REST, JavaScript, JSON, HTML, CSS, Maven, Continuous Integration  Ability to complete application development by coordinating requirements, schedules, and activities.  Ability to troubleshoot development and production problems across multiple environments and operating platforms.  Excellent technical skills and knowledge, with the ability to work well with others.  Critical thinking and advanced problem-solving skills.  Excellent verbal and written communication skill.  Well-developed organizational and analytical skills.  Ability to thrive in a fast-paced working environment.  Bachelor degree in Computer Science strongly preferred. Roles and Responsibilities  Gather functional and non-functional requirements for components by identifying and analyzing dependencies and use cases.  Produce design documents for components.  Implement and build backend components according to approved design documents.  Write clean, testable, readable, and maintainable backend code that scales and performs.  Work to improve ease and automation of deployment.  Support users and other team members by producing detailed documentation. Education Logistics, Inc. is an equal opportunity employer.  Education Logistics, Inc. | 3000 Palmer Street | Missoula, MT 59808 Smarter Transportation. | www.edulog.com   Update job knowledge by researching new technologies and software products and identifying new trends in the industry. TO APPLY: Please visit our website at https://www.edulog.com/employment/ to complete an application and attach your resume/cover letter. Education Logistics, Inc. is an equal opportunity employer. 30+ days ago report job"
PEGA Developer, Jr.;Java;USA;Remote;GovernmentCIO;;;Overview: GovernmentCIO is currently looking for a PEGA Developer to join our team supporting IRS Enterprise Case Management effort. Responsibilities: Analyze, design, code, test and implement application enhancements and provide product support by meeting defined scope, timelines and budgets. Participate and utilize in the full SDLC per current company standards. Collaborate with Customers, Business Analysts, Partners and IT Team Members to understand business requirements and design quality technical solutions. Provide innovative solutions to business needs. Provide required technical support, including release implementations. Communicate project status with stakeholders and conduct/assist technical walkthroughs. Qualifications: Candidate must be knowledgeable with agile software development process/concepts. Candidate should be proficient at design, documentation, and troubleshooting of complex technical problems  Knowledge Desired: Working experience at the Internal Revenue Service (IRS), Healthcare or Financial systems design experience (Commercial and/or Federal), Pega Systems, Microsoft .Net, SOA Oracle 11g and 12, IBM FileNet, and experience with cloud vendor infrastructure hosting environments with other enterprise management systems  Additional: 1-2 years of development experience with Java, J2EE or Pega Exposure to web services (SOAP, RESTful, XML, JSON, etc.) Understanding of PRPC flows, decisions and rules Knowledge of IT standards, methodologies, system development life cycle and project management frameworks Ability to communicate effectively with all levels of an organization Demonstrated leadership abilities Strong analytical and problem solving skills and technical skills Ability to work independently as well as part of a team  Education: Bachelor’s or Master’s degree or equivalent in Information Technology or Computer Science. Today report job
Associate Java Developer;Java;USA;Ann Arbor, MI;InfoReady Corporation;;;"Description: InfoReady Inc. has an immediate opening for an Associate Java Developer to play a key role in the development of our SaaS product. The individual selected for this role will be responsible for assisting in driving development direction, and will have a direct impact on product features – a role key to the success of the company. Key Duties and Responsibilities: Develop software solutions based on internal and client requirements. Participate in requirements-gathering sessions and interviews with clients and/or stakeholders. Participate in requirements prioritization with client and project team. Work with project stakeholders to define project scope and set goals for project phases. Identify strengths and weaknesses of products and suggest areas of improvement. Required Qualifications: Familiarity with OOPS Programming in Java/J2EE and web technologies. Familiarity with SaaS architectures a plus. Familiarity with Agile software development techniques a plus. Familiarity with software development tools/technologies, such as Backbone JS library, Eclipse, Java, HTML, XML, JSP, Java Script, EJB, Web Services, Hibernate, indexing engine Familiarity with MySQL Must have a high-level of personal initiative (high level of motivation/self-starter; ability work independently as well as collaborate in teams and with people from all business areas). Excellent inter-personnel skills and ability to communicate ideas effectively 30+ days ago report job"
SOFTWARE ANALYST I;Java;USA;White Sands Missile Range, NM;Ignite Fueling Innovation;;;Ignite is currently recruiting for a Software Analyst I to support our efforts at White Sands Missile Range, NM. The Software Analyst I position includes:  Planning and the development of leading edge US Army combat simulation modeling programs  Improving the performance of the system as it processes complex behaviors of simulated soldiers and their interactions with the environment  Creating a user interface that is intuitive, user friendly, and has a consistent look-and-feel  Guaranteeing high quality in all aspects of documentation and coding  Collaborating directly with other engineers and management and customers. Preparing detailed specifications and requirements for software development.  Writing, testing, debugging, documenting, and maintaining code using project specific development environments, debuggers, and revision control software.  Working closely with end-users to identify project or software shortfalls, problems or improvements in a timely manner.  Applying knowledge of current and applicable emerging technologies to assigned duties.  Working on both Windows and Linux systems.  Company Description: Ignite strives to create a professional, challenging environment for our workforce. As an emerging company, with a winning track record, Ignite understands that our workforce is the foundation by which we succeed as a company. Currently operating in 15 states, Ignite offers people greater exposure to meaningful opportunities and the ability to directly contribute to current projects in a concrete way.  Benefits: Ignite offers a total compensation package. In addition to competitive salaries, Ignite offers medical, dental, vision, disability insurance, life insurance, paid time off, holidays, and a 401K plan.  Ignite is an EEO/M/F/Veteran/Disabled Employer: We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.  To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The qualifications listed above are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  Programming skills, Java highly recommended  Presentation skills  Works well on a team and individually  Ability to use Windows and Linux OS  Knowledge of working software methodologies, such as Agile.  Recommended Skills: Junit, Python  Desired Skills:  Responding to ticket requests – using Jira  Familiar with Netbeans or other IDEs  Familiar with version control systems such as Subversion  Familiar with software testing methodology and procedures  Strong written and verbal communication skills  Adaptable to changes in overall project direction and project workflow.  Java experience in software development (a combination of academic and or co-op/intern experience may be taken under consideration)  Proficient user of MS Office 2013 Products 5 days ago report job
STEM Summer Internship: Java and Python;Java;USA;Atlanta, GA;Hitachi Vantara;;;The Company Hitachi Vantara, a wholly owned subsidiary of Hitachi, Ltd., helps data-driven leaders use the value in their data to innovate intelligently and reach outcomes that matter for business and society – what we call a double bottom line. Only Hitachi Vantara combines 100+ years of experience in operational technology (OT) and 60+ years in IT to unlock the power of data from your business, your people and your machines. We help enterprises store, enrich, activate and monetize data for better customer experiences, new revenue streams and lower business costs. Job Description  Our internship programme is designed to give you the skills for starting a successful career in Data Engineering, Data Science, and the Internet of Things fields. You’ll work with a global team gaining real-world experience building IOT applications, applying time series/events forecasting techniques (including deep learning), and you’ll gain exposure to the commercial/financial side of the software business. There will be an opportunity to apply to full-time positions at the end of the 3-month programme. Responsibilities & Scope of Work  Build data processing pipelines Apply data analysis and machine learning techniques to solve business problems Document and present your work to business stakeholders Proactive participation in providing innovative ideas and solutions Required Skills Python, R or Java Data Analysis and Statistics SQL Excellent oral and written communication skills English language proficiency required Bachelors, Masters, or Ph.D. degree in STEM fields Additional Skills Data science / machine learning Big Data technologies (i.e. Hadoop, Spark, NoSQL) AWS, Azure, Google Cloud We are an equal opportunity employer. All applicants will be considered for employment without attention to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.  #LI-MG1 16 days ago report job
Java Application Developer Part-Time Intern - Undergrad;Java;USA;Sunnyvale, CA 94085;Proofpoint;;;It's fun to work in a company where people truly BELIEVE in what they're doing!  We're committed to bringing passion and customer focus to the business.  Become a Superhero-In-Training PPS CloudAdmin team is responsible for rebuilding a new multi-tenant Administrative User interface Cloud Service. We are in charge of both the UI sever as well as an API Gateway service to support enterprise Protection customers. As a part of the CloudAdmin UI project, we are looking to build a GUI Caching and Session service layer using AWS ElasticCache with Redis. You will be working together with a Senior Java Developer to build a REST API service to maintain and manage all user sessions in the CloudAdmin application in multiple environments. Your Current Super-Skills Proficient in Java (Java 8 preferred) Experience in Linux/Unix and any scripting language (Ruby/Perl/Python) Great Communication skills and willing to learn new technologies Experience in AWS ElasticCache/Redis is a plus Mobile Development experience is also a plus  Your Superhero Profile You have the ability and interest in working part- time (3 0 hours/week maximum) onsite in our Sunnyvale office . You are currently pursuing an undergraduate degree and are successfully maintaining an above average GPA, preferably 3.0 or higher. This internship is scheduled to start immediately and run through August 20 20. Launch your #LifeAtPFPT As a customer focused and driven-to-win organization with leading edge products, there are many exciting reasons to join the Proofpoint team. We believe in hiring the best the brightest and cultivating a culture of collaboration and appreciation. Our interns are highly valued, and we strive to ensure all interns are provided with a meaningful work experience, as well as projects that are relevant to our interns’ interests. As we continue to grow and expand globally, we understand that hiring the right people and treating them well is key to our success! We are a multi-national company with locations in 10 countries, with each location contributing to Proofpoint’s amazing culture! If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! 30+ days ago report job
Intern Software Application Developer Programmer;Java;USA;Dahlgren, VA 22448;AMERICAN SYSTEMS;;;"WANTED: An Intern Software Application Developer Programmer with interest in software developmental test and evaluation techniques. The work will support the Code A Strategic Systems and Computing Department at Naval Surface Warfare Center Dahlgren Division. As the Intern Software Application Developer Programmer you will: Support various program offices and projects including NAVSEA, NAVAIR, MARCORSYSCOM, Strategic Systems Programs, Air Force Life Cycle Management Command (AFLCMC), Joint Cyber Command and Control (JCC2). Work with a team of driven, supportive and highly skilled professionals. Enjoy flexibility managing your work hours, college courses, and personal needs. A week in the life of an Intern Software Application Developer Programmer: Attend and participate in meetings, conferences, panels, boards, and working groups to report programmatic and technical status and report contractor activities and issues, meetings, panels, and boards such as technical review boards (i.e.; preliminary design, critical design, and formulation review boards), Change Control Board (CCB), formal reviews and inspections, Developer Test Review (DTR), Test Readiness Reviews, In-Process Reviews, Load Baseline Readiness Reviews, Test Baseline Readiness Reviews, Software Deployment Readiness Reviews, Release Testing Review (RTR), Pre-Release Testing Review (PRTR) and Release Readiness Review (RRR) in addition to Sprint Reviews. Perform the technical data table design, development, production, modification, maintenance, monitoring, metrics-collection, and day-to-day technical management of underlying database structures and input/output mechanisms for those business software applications it develops and have been developed for NSWCDD corporate business applications. Founded in 1975, AMERICAN SYSTEMS is one of the largest employee-owned companies in the United States. We are a government services contractor focused on delivering Strategic Solutions to complex national priority programs with 100+ locations worldwide. Our employee-owners are encouraged to make a difference, implement new ideas in a collaborative environment, and focus on mission critical success. Through our focus on quality, strong cultural beliefs and innovation we deliver excellence every day. AWARDED BEST OF THE BEST by U.S. Veterans Job Requirements Completed at least two years of an under-graduate from an accredited college or university and with studies and classes that focused on data structuring, application development, and database design, and at least one programming language; preferably Java or HTML Experience with Sharepoint and enterprise business workflow software applications a plus EOE M/F/Disability/Veterans 30+ days ago report job"
Coding & Developer Internship;Java;USA;Chicago, IL 60654 (River North area);Terra Engineering Ltd;;;TERRA Engineering seeks a graduate/undergraduate part-time student intern to help develop a web-based platform for an innovative sustainability modeling program. The outputs from this program are intended to facilitate conversations between stakeholders (including clients) and design engineers to ensure that green infrastructure alternatives have a place on the table alongside more traditional grey infrastructure alternatives. The coding intern will help to develop the GUI interface that will help to make the program more user-friendly for clients. The ideal candidate for the job will be a flexible problem-solver, organized, and eager to learn. Prior coding experience is essential. Experience with R, R-Shiny, R-Markdown, Java, or HTML is a plus. A minimum GPA of 3.0 is required. Responsibilities will include: Developing proto-type GUI platform for user interface Working with supervisor to integrate existing code into GUI platform Documenting updates to code using standard industry best-practices or an alternative approach agreed on with supervisor 30+ days ago report job
Developer Interns;Java;USA;Buffalo, NY 14203 (Central Business District area);StudioLabs;;;"StudioLabs is a full-service creative technology and digital production shop that operates without limits. No idea is too small to love, and no project is too big to be handled with detail-oriented care. For over 16 years, StudioLabs has served direct clients and agencies, as well as funded startups and software shops. We understand the digital landscape; navigate it; and collaboratively release thoughtful, stellar work into the real world. While they represent only the tip of the iceberg, StudioLabs’ clients include direct relationships like Estee Lauder, Crunch Fitness, and M&T Bank, as well as agencies like Momentum Worldwide, 360i, and Young & Rubicam, and SaaS companies like Zype and Synacor. At StudioLabs, we love our Developer Interns and it shows. As an intern on the development team, you’ll get hands-on experience working alongside a highly-skilled development team utilizing current web technologies on real client projects. This is an awesome opportunity for a student in computer science to gain great career experience working alongside a talented team of developers. Your responsibilities would include translating Photoshop design files and Sketch files to pixel perfect HTML/CSS/JS, tag-teaming the QA/testing process for various client projects, documenting your code, taking part in team brainstorms and other team meetings, and other tasks/responsibilities based on your individual skill set. This position is open to candidates in our Buffalo, NY and our NYC locations. Requirements: HTML5/CSS3 experience (All coding must be done in a text editor or IDE, no WYSIWYG editors) Experience with JavaScript and JavaScript frameworks Command line experience Examples of class work or freelance/side projects Experience working with Photoshop files or Sketch files Good organization skills–must be self-motivated and able to organize your daily and weekly tasks Ability to hit deadlines Strong Attention to detail Good communication skills and the ability to work closely in a team environment   Extras: Experience with GIT Experience with WordPress or Drupal Experience with PHP and PHP frameworks Experience with C#, C++, Java or other web development languages Experience with ObjectiveC, Java, React Native, or other mobile development languages/frameworks Understanding of OOP 30+ days ago report job"
Internship - Software Engineering, Database - Summer 2020;Java;USA;Charlotte, NC;LendingTree;;;"**Note: Unfortunately, Summer Internships at LendingTree are not open to students who will require sponsorship now or at any point in the future. Thank you.** THE POSITION Our former Summer Interns will tell you, LendingTree’s Internship Program is selective, challenging and structured to push the limits of what they thought they could do - and they wouldn’t have wanted it any other way. Are there easier ways to spend your summer? Absolutely. But a LendingTree Internship will help you grow professionally and also get you closer to landing a phenomenal job once you graduate – maybe even with LendingTree. Here’s what you can expect: Real work. The only person you’ll be getting coffee for at LendingTree is yourself. You’ll be doing professional level work that will have a real impact on the business Training. Sure you’ll learn a ton of industry skills as you contribute to your team every day, but you’ll also go through specific training on: creating a great resume and LinkedIn profile, getting interviews and how to handle them, how to give a great presentation and more You’re not alone. In addition to the support from your team you’ll be assigned a Mentor outside of your department who will guide you and mentor you throughout the summer End of summer presentation. At the end of the summer every Intern will give a PPT presentation to Executives which will include a summary of what you accomplished, what you learned and 2 ideas that will either make the company money or save the company money RESPONSIBILITIES Develop efficient algorithms to solve business needs (e.g. how to match a customer to the best possible partner given the strict criteria of both) Working with project teams and business partners to develop efficient, highly-scalable database solutions to support multiple lines of business Writing interfaces (RESTful APIs, stored procedures, Kafka producers/consumers) to persist and retrieve data from various types of databases Utilizing different database technologies (i.e., relational, NoSQL, NewSQL) to support transactional and analytical needs Troubleshooting and debugging complex stored procedure and code. QUALIFICATIONS Very bright (3.7+ GPA required) undergrad or grad student who will be graduating in December 2020 or May 2021 (GPA must be listed on your resume to be considered) Preferred major: Computer Science or closely related field Ability to write code using dotnet/C# or Java Strong knowledge of object-oriented programming concepts Knowledge of algorithms and standard Design Patterns Motivated self-starter, with a high capacity for rapid learning and meticulous attention to detail Willingness to roll up sleeves and GET STUFF DONE! WHY LENDINGTREE? We’re making a real difference in the financial lives of consumers. The work you’ll do here matters Chance to work with top professionals who previously worked for other leading technology companies like Google, Apple, Microsoft and LinkedIn Unique entrepreneurial environment filled with flip-flops, t-shirts and people that take their job seriously. LendingTree is a start-up company in publicly traded suit. Read: we have a lot of fun and can afford the latest toys! COMPANY LendingTree is the nation’s largest online lending marketplace. That means we connect customers with multiple lenders so they find the best deals on loans, credit cards, savings accounts and insurance. Our goal is to help people save money, and we believe the best way to do that is by giving them a way to shop for loans and compare lenders so they make their best financial choices. Our CEO Doug Lebda founded the company in 1996 after a frustrating house-hunting experience. In those days, we mostly helped people find good mortgage deals. Now, we help consumers find their best in personal loans, auto loans, business loans, student loans, credit cards, savings accounts, home equity loans and more. What else you should know: We’re a publicly-traded company (TREE). We’ve welcomed several other companies into the LendingTree family to augment our efforts at helping borrowers make their most sensible financial choices. We’ve built the LendingTree app and My LendingTree dashboard to give consumers tools to manage and monitor their financial health. We still make funny commercials. CULTURE We’re a fast-paced company with an entrepreneurial bend. We work hard and test our products often. We’re collaborative, ambitious, candid and high-energy. Our teammates are some of the brightest, most talented people you’ll ever work with. We care more about your smarts than we do about the kinds of clothes you wear (but please, do wear clothes to work!), and we’re pretty good about rewarding innovation, creativity and the knack for just getting stuff done (we even have an award for employees called the GSD, “Get Stuff Done”). Come work with us! LendingTree is the kind of company that not only promotes diversity and inclusion; we thrive because of these values. We do not discriminate based on race, color, religion (or creed), gender, gender expression, age, national origin, disability, marital status, sexual orientation or military status. 30+ days ago report job"
C#.NET Intern;Java;USA;Fort Lauderdale, FL 33316 (Harbordale area);PREASK;;;Small consultancy looking for a software intern who is familiar with C# (or Java) and is looking to increase their experience with C#. Ethereum Solidity. You will be responsible for designing and implementing solutions as described by the consultants on the team. If interested, you will have the opportunity to also learn about Project Management and Organizational Change Management. Develop enhancements for software application developed in house. Have IT competency in the following: Object Oriented Analysis & Development. Possess skills in analyzing, formulating, and trouble-shooting. 30+ days ago report job
Software Engineer Summer Intern;Java;USA;Mountain View, CA;Bytedance;;;Responsibilities - Execute full software development life cycle (SDLC). - Develop flowcharts, layouts and documentation to identify requirements and solutions.- Write well-designed, testable code.- Produce specifications and determine operational feasibility.- Integrate software components into a fully functional software system.- Develop software verification plans and quality assurance procedures.- Document and maintain software functionality.- Troubleshoot, debug and upgrade existing systems.- Deploy programs and evaluate user feedback.- Comply with project plans and industry standards.- Ensure software is updated with latest features. Qualifications - Proven work experience as a Software Engineer or Software Developer. - Experience designing interactive applications.- Ability to develop software in Java, GO, Python, C++ or other programming languages.- Excellent knowledge of relational databases, SQL and ORM technologies (JPA2, Hibernate).- Experience developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC).- Experience with test-driven development.- Proficiency in software engineering tools.- Ability to document requirements and specifications.- Experience in OpenDaylight is a plus. 30+ days ago report job
Software Developer Intern;Java;USA;Iselin, NJ;Extendime;;;Description: Interns are hired into a technical role within specific account and/or project teams. Candidates should have a demonstrated interest in technology and business, strong problem-solving abilities, and excellent interpersonal skills. Qualifications:  Academic background in computer science, computer engineering or a similar major with extensive computer-based or technical content Knowledge and/or practical experience with at least one current programming language, such as C, C++, C#, Visual Basic, MySQL, MS SQL server, ASP.Net, HTML5, CSS, Java, JavaScript, Perl, PHP, Ruby, CGI, Python, PEGA, Xojo or Drupal Working towards obtaining bachelors degree A great attitude and hunger for learning Excellent analytical, written and oral communication skills Flexibility and ability to deal with ambiguity Ability to work within a team environment  Job Responsibility:  Collaborate with team members to create a software application from start to finish Gain real world experience in all phases of the software development lifecycle, including requirements, design, software development, quality assurance, and project management Train in new technologies, learn from current employees, and get feedback along the way  Benefits: Involvement in a team oriented atmosphere Involvement in the technical components of a client project Exposure to business issues and challenges Opportunity to leverage your computer knowledge and analytical skills 30+ days ago report job
Paid Intern;Java;USA;Lehi, UT;The Church of Jesus Christ of Latter-day Saints;;;Posting Dates: 06/03/2020 - 06/04/2020 Job Family: Human Resources Department: Family History Department PURPOSES Job Summary: This is a 40 hour per week internship that is expected to last approximately 4 months. Normal office hours are between 6:30am-5:30pm, Monday through Friday. Get experience supporting systems and delivering services to users at Church headquarters and millions of users throughout the world. This internship position represents an unusual and exciting opportunity to work for one of the largest information technology centers in the Wasatch front. This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel. This position will be located in Lehi, UT. RESPONSIBILITIES We are looking for an energetic and dedicated individual who loves to learn new technologies and is capable of working independently or in a group setting. You will develop and maintain test documentation, build and perform test cases and collect basic quality metrics. You will also log, track and close defects using an issue tracking system. The successful intern may work on test script automation using a variety of software programming languages including, but not limited to Python, Selenium, Java, .NET languages, SQL and XQuery as the job requires. A skilled and seasoned mentor will be provided to guide the intern during the internship. This is an excellent opportunity for somebody wishing to develop their software testing and engineering skills in an extraordinary development environment. QUALIFICATIONS You should be currently enrolled in an accredited college or university Internship is for current temple worthy members of the Church of Jesus Christ of Latter-day Saints. Technology background is highly preferred. Highly computer literate and familiar with various operating system and internet browser environments and cloud technology. Excellent communication skills for interacting with and providing information to management levels will be needed. Project management experience is desired. Exposure to software testing Familiarity with programming languages (Python, Selenium, Java/J2EE, Visual Basic, C++, Javascript, XML) Familiarity with applications such as Microsoft Dynamics, Azure, Git Familiarity with databases Time management skills Ability to interact well in a team environment Self motivated Strong attention to detail Scripting or coding may be required in interview Benefits: We work with state-of-the art tools to help develop enterprise solutions Mentor with highly experienced IT professionals We hasten the Lord's work in an important way Great pay Be a member of a creative, spiritual, and highly motivated team and culture You will gain practical experience WORTHINESS QUALIFICATION Must be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy. POSTING NOTICE/MORE INFO. Please Note: All positions are subject to close without notice. Today report job
STEM Summer Internship: Java & Python;Java;USA;Atlanta, GA;Hitachi Vantara;;;The Company Hitachi Vantara, a wholly owned subsidiary of Hitachi, Ltd., helps data-driven leaders use the value in their data to innovate intelligently and reach outcomes that matter for business and society – what we call a double bottom line. Only Hitachi Vantara combines 100+ years of experience in operational technology (OT) and 60+ years in IT to unlock the power of data from your business, your people and your machines. We help enterprises store, enrich, activate and monetize data for better customer experiences, new revenue streams and lower business costs. Job Description Our internship programme is designed to give you the skills for starting a successful career in Data Engineering, Data Science, and the Internet of Things fields. You’ll work with a global team gaining real-world experience building IOT applications, applying time series/events forecasting techniques (including deep learning), and you’ll gain exposure to the commercial/financial side of the software business. There will be an opportunity to apply to full-time positions at the end of the 3-month programme. Responsibilities & Scope of Work Build data processing pipelines Apply data analysis and machine learning techniques to solve business problems Document and present your work to business stakeholders Proactive participation in providing innovative ideas and solutions Required Skills Python, R or Java Data Analysis and Statistics SQL Excellent oral and written communication skills English language proficiency required Bachelors, Masters, or Ph.D. degree in STEM fields Additional Skills Data science / machine learning Big Data technologies (i.e. Hadoop, Spark, NoSQL) AWS, Azure, Google Cloud We are an equal opportunity employer. All applicants will be considered for employment without attention to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.  #LI-MG1 16 days ago report job
