Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Data Scientist;CICONIX, LLC;USA;Wright-Patterson AFB, OH;None;None;"Job Description: Provide Subject Matter Expertise support to include working with client staff at WPAFB for requirements and data gathering/preparation, exploratory analysis, and the generation of new data visualization dashboards and sustainment/expansion of existing dashboards. Standardizing the client’s data analytics, with the objectives of of saving time in gathering and merging data from multiple sources; enabling all levels of management to see the portfolio; and providing a common site picture to all stakeholders through data-driven dashboards. Required Skills and Experience: Three to six years of professional data mapping, analytics, and visualization experience. Experience in all the following skills and concepts: SQL (joins, unions, string & math functions, operators etc) Understanding of databases in general Geospatial (mapping) software product experience Ability to use predictive tools/routines Experience using Tableau Prep Builder to aggregate and cleanse data from multiple data sources Experience using Tableau to build data visualization dashboards Experience using programming languages such as Python or R Experience or understanding of FMS processes, data, and FMS systems such as DSAMS, SAMIS, CMCS  US Citizens and those authorized to work in the US are encouraged to apply. NACI Clearable - Public Trust: NACI (T1)  CICONIX is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class."
Data Engineer;Facebook;USA;Los Angeles, CA;None;None;How would Facebook scale to the next billion users? The Infrastructure Strategy group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization.  We are looking for a Data Engineer to not only build data pipelines but also extend the next generation of our data tools. As a Data Engineer, you will develop a clear sense of connection with our organization and leadership - as Data Engineering is the eyes through which they see the product.  This is a partnership-heavy role. As a member of Infrastructure Strategy Data Engineering, you will belong to a centralized Data Science/Data Engineering team who partners closely with teams in Facebook’s Infrastructure organization. Through the consulting-nature of our team, you will contribute to a variety of projects and technologies, depending on partner needs. Projects include analytics, ML modeling, tooling, services, and more. The broad range of partners equates to a broad range of projects and deliverables: ML Models, datasets, measurements, services, tools and process. Data Engineer Responsibilities Partner with leadership, engineers, program managers and data scientists to understand data needs. Design, build and launch extremely efficient and reliable data pipelines to move data across a number of platforms including Data Warehouse, online caches and real-time systems. Communicate, at scale, through multiple mediums: Presentations, dashboards, company-wide datasets, bots and more. Educate your partners: Use your data and analytics experience to ‘see what’s missing’, identifying and addressing gaps in their existing logging and processes. Leverage data and business principles to solve large scale web, mobile and data infrastructure problems. Build data expertise and own data quality for your areas. Minimum Qualifications 5+ years of Python development experience. 5+ years of SQL experience. 3+ years of experience with workflow management engines (i.e. Airflow, Luigi, Prefect, Dagster, digdag.io, Google Cloud Composer, AWS Step Functions, Azure Data Factory, UC4, Control-M). 3+ years experience with Data Modeling. Experience analyzing data to discover opportunities and address gaps. 5+ years experience in custom ETL design, implementation and maintenance. Experience working with cloud or on-prem Big Data/MPP analytics platform(i.e. Netezza, Teradata, AWS Redshift, Google BigQuery, Azure Data Warehouse, or similar). Preferred Qualifications Experience with more than one coding language. Experience with designing and implementing real-time pipelines. Experience with data quality and validation. Experience with SQL performance tuning and E2E process optimization. Experience with anomaly/outlier detection. Experience with notebook-based Data Science workflow. Experience with Airflow. Experience querying massive datasets using Spark, Presto, Hive, Impala, etc. Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.
Senior Analyst;Bank of America;USA;Charlotte, NC;None;None;The Funding team within Corporate Treasury Finance supports the Corporate Treasury Global Funding function. The team is comprised of 7 associates located in Charlotte, North Carolina. The primary focus of the team is to provide various financial, accounting, and challenge functions in support of the Corporate Treasury group. The team's business partners include the Corporate Treasury/Investments Execution Desks, Product Control, Balance Sheet Management, Capital, Liquidity, and broader CT Finance Team. Specific responsibilities include finance support for the Global Funding Desk, ownership of forecasting/CCAR routines, and management reporting including understanding of core drivers resulting in balance sheet and income statement changes. Required Skills and Experience: 5+ years' experience in a financial analyst type role 2+ years' experience with debt securities and / or derivative products including risk P&L attribution Strong analytical skills Advanced Excel and PowerPoint skills Data manipulation Comfort working with complex financial products Candidate must be able to work both independently and as team member. Can work across many different stakeholders and communicate effectively Self-starter, takes initiative Desired Skills and Experience: SAP/eLedger SQL, Python, R Proven track record driving results and improvements to processes Forecast/CCAR experience Working knowledge of both bonds and interest rate derivatives Control focused, analytical team player Shift: 1st shift (United States of America) Hours Per Week: 40
Data Engineer;Warner Bros. Entertainment Group;USA;Burbank, CA;None;None;Company Overview WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Now, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others.  Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law. Business Unit Overview WB Technology combines Warner Bros.’ industry-leading technologists and disciplines to ensure global alignment with business strategy and accelerated delivery of innovative technology solutions studio- and industry-wide. From pre-production through archiving, the WBT organization will provide critical business and technology intelligence and services to all Studio business units. WBT manages the Studio’s enterprise systems and solutions, emerging platforms, information security, consumer intelligence, content mastering and delivery, and more. Opportunity Overview The Job  Warner Bros. has been entertaining audiences for more than 90 years through the world’s most-loved characters and franchises. Warner Bros. employs people all over the world in a wide variety of disciplines. We're always on the lookout for energetic, creative people to join our team.  WB Technology combines Warner Bros.’ industry-leading technologists and disciplines to ensure global alignment with business strategy and accelerated delivery of innovative technology solutions studio- and industry-wide. From pre-production through archiving, the WBT organization will provide critical business and technology intelligence and services to all Studio business units. WBT manages the Studio’s enterprise systems and solutions, emerging platforms, information security, consumer intelligence, content mastering and delivery, and more.  The WBT Data Intelligence group is seeking an enthusiastic Data Engineer to join our growing team. As a Data Engineer at WB, you will be responsible for the creating data engineering components using Snowflake in an AWS ecosystem. The Engineer will also be responsible for hands on development of high-quality scalable enterprise data solutions and data services, managing product launches and maintenance from inception to launch and through continuous delivery.  The ideal candidate must collaboratively partner across the organization to understand Warner Bros. business functions and data requirements. The engineer will translate those into data products, software features and services to allow Warner Bros. to continue to innovate. The candidate must be able to implement seamless data services across cross-functional teams and continually improve upon key performance indicators. You must also be an experienced problem-solver and be comfortable navigating ambiguity and influencing. You will work closely with product managers, project managers, data architects and data engineers to implement and maintain data pipelines leveraging emerging and established data technologies. You will need to be able to work in a constantly changing, fast-paced environment and must be able to adapt to new technologies and new ideas. You must be detail oriented, with a strong affinity for data and analytics to support business decisions.  The Daily Work closely with the business and technical project manager to understand the business requirement and translate into technical specs. Provide analysis reports and estimations. Design, develop, install, test and maintain data integrations from a variety of formats including files, database extracts and external APIs into data stores (including Snowflake, Elastic, S3, etc) using ETL tools, techniques and programming languages like Python, Spark, SQL, etc. Build high-performance data engineering algorithms and prototypes. Create flexible data models, tune queries and ETL components. Manage job orchestration using tools like Airflow. Research possible customization for tuning, cost optimization, performance enhancements, data reliability and quality. Ensure that all solutions meet the business/company requirements for solution data reliability, quality and disaster recovery. Own the application/data end-to-end from requirements to post production working closely with other teams. Provide engineering leadership by actively advocating best practices and standards for software engineering. Collaborate with other team members such as data architects, data scientists etc. Consistently contribute into the project management practices using Agile method. Present the prototype to the stakeholders and leadership.  The Essentials Bachelor’s degree in Computer Science or related field. Minimum of 5 years of data analytics/data engineering, complex ETL/ELT experience in database systems like Snowflake, Teradata, etc. using Python. Minimum 5 years of experience in using SQL/NoSQL, JSON and XML data structures. Minimum 5 years of big data technologies including Hadoop, Apache Spark, Snowflake and AWS Suite of technologies (S3, EMR, Lambda). Minimum 3 years of Experience using Restful APIs for ETL purposes. Expert problem solver with strong analytical skills. Expert in SQL (Snowflake, Teradata) and Python. Expert in ETL/ELT tools and techniques. Experience using big data tools (Hadoop, Map-reduce, Elastic search, Kinesis, Kafka, Solr). Experience using AWS technologies (EMR, S3, Kinesis, Lambda). Experience using Restful APIs for ETL purposes. Experience using Git or SVN and Jira. Experience using Spark (Scala/Java), Spark SQL and Spark Streaming is a plus. Experience in Segments, MParticle, Adobe Site Catalyst or any other similar digital analytics product products is a plus. Experience in Tableau is a plus. Strong communication skills and proficient in Excel, Word, PowerPoint, MS Project and MS Visio Snowflake. Ability to work independently or collaboratively. Detail oriented with strong organization and prioritization skills. Entertainment and/or Social Media experience a plus Demonstrated ability to work well under time constraints. Must be able to work flexible hours, including possible overtime, when necessary. Must be able to maintain confidentiality. Management has the right to add or change duties and job requirements at any time.
Senior Data Scientist;Humana;USA;Louisville, KY;None;None;The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors. Responsibilities Humana’s Clinical Trend and Analytics Team is seeking a Senior Data Scientist.  The Clinical Trend and Analytics team uses advanced scientific techniques, forecasting, and machine learning to predict financial and clinical outcomes in order to guide investments that improve health outcomes and reduce costs. In this exciting start-up environment, you'll have the opportunity to develop data science processes from the ground up and work directly with decision-making executives to shape the future of Humana's most important strategic initiatives.  We think big and relentlessly innovate to redefine the future of healthcare with data science.  The Senior Data Scientist uses mathematics, statistics, machine learning, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientists’ work assignments involve moderately complex to complex issues where the analysis of situations and data requires an in-depth evaluation of variable factors. The Senior Data Scientist uses machine learning and artificial intelligence to develop sophisticated models based on large structured and unstructured data set, exercises considerable latitude in determining objectives and approaches to assignments.  Responsibilities As a Senior Data Scientist, you will: Use techniques from supervised and unsupervised machine learning, statistical analysis, or predictive modeling to deliver business insights and analytics solutions Work directly with aligned business partners in requirements definition, project scoping, timeline management, results documentation, and maintain effective and professional working relationship Create reusable implementations of statistical tests and machine learning models using the available technologies in the ecosystem Build ‘smart’ systems that learn from health intervention outcomes over time Generate new product requirements for the engineering group to enhance the analytics capabilities of the database Use machine learning techniques to assess outcomes of interventions and clinical programs Collaborate with multiple cross-functional teams to identify operational barriers and issues, and facilitate their resolution  Required Qualifications Master’s Degree + 3 years’ experience OR Bachelor’s Degree + 5 years’ experience in Computer Science, Data Analytics or related quantitative field Experience working with and analyzing various types of data using Python, R or similar software Experience in using mathematics, statistics, modeling, experimental study design, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions Experience using machine learning techniques such as neural networks, random forest, deep learning etc. History of solving problems, creating solutions and driving change within a team Naturally curious and comfortable with ambiguity Demonstrated strategic and analytical thinking Clear and concise oral and written communication skills, with a proven ability to translate complex methodologies and analytical results to higher-level business insights and key takeaways Strong interpersonal and consulting skills Ability to make decisions on moderately complex to complex issues regarding technical approach for project components Flexible, dynamic personality who is able to work independently in a start-up environment  Preferred Qualifications PhD Degree in Computer Science, Data Analytics or related quantitative field 5+ years’ technical experience Experience in Big Data environment specifically PySpark, Scala, or Microsoft Azure Industrial experience in building and implementing end-to-end data science solutions Work experience in a health care and/or Insurance setting Experience with clinical claims Episode Treatment Groupers  Additional Information Healthcare is rapidly changing, and our members are living longer, often with more chronic conditions. Consumers expect more personalized and holistic experiences from their health partners. Humana’s Enterprise Clinical Operating Model (ECOM), is a multi-year strategy with the goal of improving member experiences and health outcomes through better integrating Humana's processes, technology and clinical capabilities. The person occupying this role will be instrumental in executing on the vision of ECOM in partnership with leaders and teams across Humana. Ideally, this position would be located in Louisville, KY. However, we will consider another Humana location or telecommute for the right candidate. Scheduled Weekly Hours 40
Senior Data Quality Engineer;Chipotle;USA;Newport Beach, CA;None;None;"Senior Data Quality Engineer (20008511) Description  THE OPPORTUNITY We are looking for the Sr. Data Quality Engineers who will help make our next decade just as revolutionary as our past. If you're one of the super-talented who thrive on change, aren't afraid to take risks, love to make a difference, want to cultivate the better world, you're the right fit. Come grow with us. The Senior Data Quality Engineer for Enterprise Data Management at Chipotle will be assisting in building the innovative enterprise data solution leveraging both cloud and on-prem technology. You will be responsible for validating the Chipotle data engineering solution and processes to enable analytics, business intelligence, MDM and mobility. This role will be responsible for ensuring data quality and integrity in new data pipelines to leverage data at scale. WHAT YOU LL DO Chipotle is seeking highly motivated, results oriented individual with strong data quality skills for Enterprise Data and Business Intelligence function. This role will be responsible for the data quality at enterprise level and will influence the future processes. This is a critical role to ensure data used for analytics and business intelligence are at highest level of quality. You will be part of the exciting journey at Chipotle. The responsibilities include: Develop data quality and testing plans to validate data pipelines Take ownership of end to end data quality and rules implementation Develop data quality and testing plans to validate KPIs & quality trends for the data across multiple systems Design, develop and implement automation testing, data quality processes and requirements Execute and automate test cases, and track data issues Actively engage in data validation technology discovery and implementation for on-prem and cloud Develop scripts in SQL/Python/etc. to achieve data quality objectives Incorporate data quality standards and best practices into data pipelines Manage code versions in source control and coordinate changes across team Participate in architecture design and discussions Be part of the Agile team to collaborate and to help shape requirements Solve complex data issues around data integration, unusable data elements, unstructured data sets, and other data processing incidents Supports the development and design of the internal data integration framework Works with system owners to resolve source data issues and refine transformation rules Partner with enterprise teams, data scientist, architects to define requirements and solution WHAT YOU LL BRING TO THE TABLE Have a B.A./B.S. and 5 to 8 years of relevant work experience; or an equivalent in education and experience 5 to 8 years of experience in highly technical data organization supporting Business Intelligence projects Hands on experience with programming languages such as SQL, Python, etc. Experience with Microsoft Stack - SQL, SSIS, etc. Possess strong analytical skills with the ability to analyze, profile and validate data to identify potential data quality issues Experience with the Agile development process preferred Hands on data validation experience on AWS or Azure cloud technologies and no-sql databases Experience with big data environment and validation Proven track-record of excellence and consistently delivered tasks in hand successfully Experience with XML, JASON, CSV, etc. file format Have excellent interpersonal and written/verbal communication skills Manage financial information in a confidential and professional manner Be highly motivated and flexible Effectively handle multiple projects simultaneously and pay close attention to detail Have experience in a multi-dimensional data environment ABOUT CHIPOTLE Chipotle Mexican Grill, Inc. (NYSE: CMG) is cultivating a better world by serving responsibly sourced, classically-cooked, real food with wholesome ingredients without artificial colors, flavors or preservatives. Chipotle had over 2,600 restaurants as of December 30, 2019, in the United States, Canada, the United Kingdom, France and Germany and is the only restaurant company of its size that owns and operates all its restaurants. With more than 83,000 employees passionate about providing a great guest experience, Chipotle is a longtime leader and innovator in the food industry. Chipotle is committed to making its food more accessible to everyone while continuing to be a brand with a demonstrated purpose as it leads the way in digital, technology and sustainable business practices. Steve Ells, founder and executive chairman, first opened Chipotle with a single restaurant in Denver, Colorado in 1993. For more information or to place an order online, visit WWW.CHIPOTLE.COM. CULTIVATING A BETTER WORLD Food served fast doesn t have to be a typical fast food experience. Chipotle has always done things differently, both in and out of our restaurants. We're changing the face of fast food, starting conversations, and directly supporting efforts to shift the future of farming and food. We hope you'll join us as we continue to learn, evolve, and shape what comes next on our mission to make better food accessible to everyone."
Data Science Engineer;CRUTCHFIELD CORPORATION;USA;Charlottesville, VA 22911;None;None;Crutchfield is seeking a hands-on Data Science Engineer with the skills and drive to hit the ground running on projects that will include a variety of Machine Learning techniques. An ideal candidate will be prepared to use Artificial Intelligence and Machine Learning to create unique e-commerce solutions that will provide customers with many of the same benefits as rich human interactions. Strong data preparation, analysis, modeling and data development skills are needed to succeed. As a member of the Crutchfield team, you will contribute to the emotionally-enriching shopping experiences that we provide to internet shoppers nationwide. Crutchfield is a national internet retailer of consumer electronics - we're family-owned and community-oriented, and have been for over 40 years.  Basic Qualifications BS in Computer Science, Statistics, Systems Engineering, Data Science, Economics, Computer Engineering or a related field that has prepared you with the analytical and quantitative foundation for a data analytics/science role 2-5 years hands-on experience in a Data Science position working with algorithms from analysis of the problem, through model-building and optimization, to implementation of the model in a production environment Experience with Machine Learning tools, solutions, and frameworks Experience with Natural Language Processing Experience with data-mining, statistics, or graph algorithms in a professional or equivalent academic setting Experience with using various statistical, analytical, and visualization tools such as Python, R, SAS, or SPSS Proven skill with appropriate development languages including Python, R, C#, or Java Knowledge of SQL  The position reports to Crutchfield’s Sr. Manager IT/Enterprise Database Architect. It is a salaried position with a performance-based bonus plan and a competitive benefits package that includes health insurance, a wellness program, and a laid-back, dog-friendly work environment with access to wooded walking trails and free parking.  Additional COVID-19 considerations: We're committed to keeping our employees and community safe — and taking good care of our customers. As a result, this will be a work-from-home position (including training) until further notice.  Eventually, this position will be onsite at Crutchfield’s campus located in Charlottesville. As a result, we’d prefer you reside within 60 miles or so of our Headquarters, but you must reside in the Commonwealth of Virginia to be considered. Want to know more about us? Check out our website, social media channels, or just ask around!
Data Engineer;Aeronautical Systems, Inc.;USA;Sterling, VA 20166;None;None;General responsibilities for the Data Engineer: Develop and/or guide developers to produce data mining products to extract, transform and load (ETL) data to production systems Design and maintain database schemas related to the ETL mining processes Plan and develop processes and procedures to keep the ETL operations running Document the work done to ensure an effective memory has been generated Required Skills: Microsoft Azure working experience Knowledge working with Git repositories Knowledge of statistics Knowledge and understanding of big data technologies Strong quantitative, creative and problem-solving mindset 4 years + experience working with SQL and Python 3 years + experience working with ETL related technologies Location Sterling, Virginia Education Bachelors degree in IT Experience Job ID DA_April2020    We invite you to submit your resume by e-mail. Aeronautical Systems, Incorporated E-mail: resumes@aeronautical.com
Senior Data Engineer;Zurich North America;USA;Schaumburg, IL;None;None;"Zurich is currently looking for a Senior Data Engineer to work out of our North American Headquarters in Schaumburg, IL.  This position will be part of an Enterprise Data Management Team that will be responsible for leveraging the value of the data assets throughout the organization and will facilitate the development/implementation of the desired end-state data environment. The Enterprise Data Team will also be responsible for improving the organization's decision-making capabilities by providing high quality, transparent data.  The talented Senior Data Engineer will have experience working with very large data sets and knowledge of building programs/mappings that leverage Hadoop and Cloud technology platform(s) and Data warehouses (MPP) platforms. The Engineer will also have significant knowledge of Big Data technologies and tools with the ability to share ideas among a collaborative team. In this role, the Engineer will participate on core teams identifying and validating data scenarios within the Enterprise. The candidate will need to demonstrate the ability to develop actionable plans, recognize opportunities and be able to report out on on-going progress. This role will require technical documentation abilities and team coordination skills.  Client Internally Focused - The job’s core deliverables rely on delivering service to internal clients, usually at the line manager or employee level. May involve sharing subject matter expertise to others in the organization or supporting others in their efforts to deliver on our promise.  Basic Qualifications: Bachelors Degree in Computer Science or Mathematics/Statistics and 6 or more years of experience in the Data Engineering area OR High School Diploma or Equivalent and 8 or more years of experience in the Data Engineering area OR Zurich Certified Insurance Apprentice including an Associate Degree in Computer Science or Mathematics/Statistics and 6 or more years of experience in the Data Engineering area AND 5 or more of experience in Enterprise Data Engineering Experience in scripting languages Experience with data transformation and aggregation tools Experience in data analysis, data interrogation or data profiling Preferred Qualifications: 5 or more years of experience in Data Lake echo systems hosted s in Azure, AWS, or Google Cloud platforms Advanced programming experience in Python, R, Scala or Java Experience with replication tools like Attunity and DB2 replication Good understanding of the data modelling concepts and data catalog tools such IBM Information Glossary, Alation or Informatica Data Catalog Experience in building curated data assets by sourcing operational/transactional data from various upstream/downstream systems Experience with Big Data tools including Storm, Hive, Spark, Map Reduce, Kafka, Flume, Tex, Pig, Oozi Experience with ETL technologies like Informatica, DataStage or Talend; strong SQL and stored procedure development skills Experience with Dev/Ops process (exposure to GitHub, Jenkins or other CICD tools) Strong verbal and written communication skills Ability to work independently and interact effectively as part of a team Insurance industry experience Imagine working for a company that truly cares about their employees, customers, stakeholders, and communities they serve.  Imagine working for a values-driven organization that has the ambition and desire to be the best global insurance provider in the world. Zurich is that place where 55,000 employees across 200 countries and territories are all focused on helping people and helping companies protect what is truly most important to them. We are a values-driven organization that takes pride in the work that we do every day and we have the ambition to be the best global insurer in the world. EOE Disability / Veterans  Zurich does not accept unsolicited resumes from search firms or employment agencies. Any unsolicited resume will become the property of Zurich American Insurance. If you are a preferred vendor, please use our Recruiting Agency Portal for resume submission.  Primary Location United States-Illinois-Schaumburg Schedule Full-time Travel No Relocation Available No Job Posting 05/22/20"
Senior Data and Reporting Professional;Humana;USA;Green Bay, WI 54344;None;None;The Senior Data and Reporting Professional generates ad hoc reports and regular datasets or report information for end-users using system tools and database or data warehouse queries and scripts. The Senior Data and Reporting Professional work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors. Responsibilities The Senior Data and Reporting Professional integrates data from multiple sources to produce requested or required data elements. Programs and maintains report forms and formats, information dashboards, data generators, canned reports and other end-user information portals or resources. May create specifications for reports based on business requests. Begins to influence department’s strategy. Makes decisions on moderately complex to complex issues regarding technical approach for project components, and work is performed without direction. Exercises considerable latitude in determining objectives and approaches to assignments. Humana is seeking a Senior Data and Reporting Professional for the Employer Group Medical segment. Employer Group Medical has overall ownership of a number of key pricing monitoring tools, particularly a new business monitoring dashboard and renewal monitoring programs. In this role you will automating, designing and enhancing the new business dashboard. You will also develop an understanding of the data, identifying issues in order to drive new business growth strategy. The incumbent will also be expected to drive improvements in our methodologies, tools, and processes. Key Responsibilities Delivering insights into how the business is emerging Deep dive analysis into specific requests from leadership Analyses of assumption actuals vs expected Ensuring emerging experience is designed to hit segment financial targets Direct ownership of New Business monitoring dashboard Opportunities to present in leadership meetings monthly, lead an intern, and collaborate with several other areas  Required Qualifications Bachelor's degree 5 or more years of technical experience in data reporting and analysis Proficiency in SQL, SAS, Python, Access, R and/or other data systems Advanced Microsoft Excel skills including ability to link pivots to external data sources, creating pivot tables and summarizing data into reports and dashboards Proficiency in verbal and written communication to senior and executive leadership Strong organizational skills and ability to manage multiple or competing priorities Strong analytical and problem solving skills Must be passionate about contributing to an organization focused on continuously improving consumer experiences Preferred Qualifications Advanced Degree Knowledge of data manipulation techniques which include the ability to link to external data sources, pass-through queries, data structure and relationship design. Experience working with big and complex data sets within large organizations and/or the analysis of healthcare data Experience with tools such as Tableau, Power BI and Qlik for creating data visualizations Scheduled Weekly Hours 40
Sr Data Engineer;Caserta;USA;United States;None;None;Caserta is a best-in-class Data Analytics consulting and implementation firm known for its bold solutions to the toughest data challenges. Leading organizations including world-class Financial Services, Healthcare, Media, Ad-tech and Universities, turn to Caserta for the right answer to effect change and realize business goals. We specialize in transformative strategic consulting in the areas of business intelligence, data intelligence and artificial intelligence. Renowned for our advanced technical implementation of data architecture, data engineering and data science, Caserta provides meticulous customer service and is dedicated to solving our clients’ toughest data challenges with the right answers.  Description: As a Sr. Data Engineer at Caserta, you will work in teams to deliver innovative solutions on Amazon Web Services, Azure, and Google Cloud using core cloud data warehouse tools like Spark, Event Stream platforms, and other Big Data related technologies. In addition to building the next generation of data platforms, you will be working with some of the most forward-thinking organizations in data and analytics.  Responsibilities: Lead a team to develop Cloud enabled Data and Analytics solutions Drive the development of cloud-based and hybrid data warehouses & business intelligence platforms Build Data Pipelines to ingest structured and Unstructured Data. Gain hands-on experience with new data platforms and programming languages Qualifications: 10+ years of experience working in Data Engineering or Data Warehousing Hands-on experience with leading commercial Cloud platforms, including AWS, Azure, or Google Experience leading data warehousing, data ingestion, and data profiling activities Advanced SQL & Python skills Strong aptitude for learning new technologies and analytics techniques Highly self-motivated and able to work independently as well as in a team environment Understanding of agile project approaches and methodologies Experience working with Business Stakeholders to elicit business requirements Experience building and migrating complex ETL pipelines Familiarity with or strong desire to learn quantitative analysis techniques (e.g., predictive modeling, machine learning, segmentation, optimization, clustering, regression) Bachelor’s degree in Business Analytics, Computer Science or a closely related field required
Associate Director, Data Science (Irving, TX, Louisville, KY...;Humana;USA;Irving, TX 75063 (Freeport/Hackberry area);None;None;"The Associate Director, Data Science uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Associate Director, Data Science requires a solid understanding of how organization capabilities interrelate across department(s). Responsibilities The Associate Director, Data Science is a key leadership role in the AI Integration team, and is responsible to help bring the power of AI and Machine Learning to various parts of Humana. The individual has keen desire to understand the business, and in designing and delivering solutions to complex, high-impact business problems. The person develops, maintains, and collects structured and unstructured data sets for analysis and reporting, creates reports, projections, models, and presentations to support business strategy and tactics. Decisions are typically related to identifying and resolving complex technical and operational problems within department(s), and could lead multiple managers or highly specialized professional associates. The Associate Director, Data Science: Acts with a true sense of urgency; prioritizes efficiently and leads a talented team of Senior Data Scientists towards well-defined outcomes; Owns key initiatives & deliverables especially in Deep Learning applications, remote monitoring device applications, Machine Learning as a Service platform implementations, Data Science application development & deployment in cloud-based environments; Maintains strong talent pipeline and hires right talent into the team in line with our hiring framework; coaches existing talent to elevate them to the best of their capacity; Influences key stakeholders and business partners through strong relationships; advises leadership on opportunities. Come join us if you would like to… 0) have absolute fun with the rest of us, 1) develop right analytical solutions from a diverse repertoire of analytical techniques, 2) be the disrupter, not the disrupted, 3) mentor junior talent and be proud of seeing their growth, 4) challenge & be challenged by the team and leadership  Required Qualifications Master degree in a quantitative field (Statistics, Business Analytics, Mathematics, Operations Research, Engineering, Data Science) and 6+ year relevant experience. 2+ years leading teams of Data Scientists or other leading edge analytics focus Possesses a solid understanding of how organizational capabilities interrelate across departments and the ability to lead across large and matrixed environments Experience in developing, maintaining and collecting structured and unstructured data sets for analysis and reporting Experience creating advanced analytics to support business strategy Experience identifying and resolving complex technical and operations problems Working knowledge and experience in statistical analysis packages such as Python or R Experience in building machine learning models(Regression, Decision Tree, Random Forest, Neural Networks, etc) Experience in cutting edge data science capabilities such as Deep Learning, NLP on edge ML solutions 6+ years’ experience in data mining, statistics, analytical methods and tools, techniques and algorithms Preferred Qualifications Experience in Consumer Marketing or Finance or Consulting Expertise in forecasting or people analytics is a plus. PhD in a quantitative field (Statistics, Business Analytics, Mathematics, Operations Research, Engineering, Data Science) Experience in programming language (Hadoop, Hive, Java, Scala etc.) Working knowledge/ Experience in Big Data tools is a plus Experience in data visualization such as Power BI Additional Information This position is located in either Dallas, TX, Louisville, KY or Boston, MA #HumanaStudioH Scheduled Weekly Hours 40"
Alibaba ChipPowerArchitect;Alibaba;USA;Sunnyvale, CA;None;None;"• Use cases definition. Benchmark and scope the workload of different use cases. • Work closely with cross functional teams such as design, performance, product, firmware, etc.; Provide solution and tradeoff to converge on key design decisions. • Power estimation of future silicon designs. Ability to create a power model from scratch based on high level feature descriptions and to modify/calibrate the pre & post-silicon power model of an existing design. • Design Mixed-Signal Cross-Domain Closed-Loop Controllers for Accelerated Computing Power Management Systems. • Integrate common implementation across features such as DVFS Management. • Help define requirements and specifications to vendors to design required ICs/components • PHD/MS degree in Computer Engineering or Computer Science. • 7+ years of relevant power architecting experience. • Knowledgeable in power management techniques such as voltage/frequency scaling, leakage reduction, and power throttling. • Experience in end-to-end ASIC design methodology such as silicon process, RTL design and verification, synthesis, floorplanning, timing closure, packaging, etc. Prior participation in a successful IP or SoC projects is highly preferred. • Familiar with board level design features such as power tree, voltage regulation, thermal solution, etc. • Working Knowledge of SMPS, LDO, digital controller. • Modelling with Spice/Python or equivalent, and proficient with Verilog and C/C++ • General Understanding of ASIC Productization: ATE, Binning, Voltage-Margining, etc."
Python Developer;Indus Group;USA;United States;None;None;Minimum years of experience: 5+ Must Have Skills Python Networking Ansible Nice to have skills (Top 2 only) Nagios Graphite Detailed Job Description: 4 years of extensive scripting experience preferably with python and shell. Good experience in network domain. Experience working in Ansible. Extensive experience with Unix and windows system administration. Should be able to design and implement automation and alerting for any SNMP enabled components. Experience with software configuration management using chef preferred. Foundational knowledge of database and storage Experience working with Nagios monitoring platform would be a good addition . Working knowledge of graphite would be a good to have. Proven strong teamwork, communication, collaboration and ownership skills. Ability to work well across different infrastructure teams for monitoring requirements. Skills & Job Duties Top 3 responsibilities you would expect the Subcon to shoulder and execute*: Extensive experience with Unix and windows system administration Should be able to understand and work in network domain Desig and solve issues with extensive scripting experience preferably with python and shell
