Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Développeur JavaScript BackEnd Embarqué (F/H);Javascript;France;Issy-les-Moulineaux (92);Triskell Consulting;;40 000 € - 50 000 € par an;Développeur JavaScript BackEnd Embarqué (F/H) Triskell Consulting - Issy-les-Moulineaux (92) 40 000 € - 50 000 € par an - CDI Continuer pour postuler Nous recrutons un Développeur JavaScript pour intégrer l’équipe de notre client qui conçoit, développe et maintient une Webapp, véritable logiciel applicatif embarqué pour des décodeurs, des FAI ou des Industriels du multimédia. Pour son nouveau projet, cette Webapp va être entièrement ré-écrite sur la base du Framework ReactJS et Reactive Programming (RXJS). Vous aurez pour mission de : Développer essentiellement les nouvelles fonctionnalités (Back-End), Développer les tests unitaires / fonctionnels, Rédiger et maintenir la documentation technique, Participer à la formation des développeurs juniors, Participer à la préparation et à l’estimation des demandes, Participer aux cérémonies « Agiles » : Backlogs Revues, Sprints Planning Meetings, Daily Meetings.   Profil : Plus qu’un nombre d’années d’expérience, nous recrutons un consultant possédant un très bon niveau de développement en Javascript et pouvant justifier d’une expérience avérée sur les Frameworks ReactJS et reactive programming (rxjs ou bacon.js).  Rémunération 40 à 50 K€ Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Senior NodeJS Backend engineer;Javascript;France;Paris (75);Alsid;;;Senior NodeJS Backend engineer Alsid - Paris (75) Temps plein, CDD, CDI Continuer pour postuler Créée en 2016 par Emmanuel Gras et Luc Delsalle, deux anciens de l’Agence Nationale de la Sécurité des Systèmes d’Information (ANSSI), Alsid propose une approche révolutionnaire de la sécurité d’Active Directory. Armée d’une plateforme SaaS capable d’identifier les vulnérabilités et les attaques en temps réel, Alsid capitalise sur une avance technologique importante et une capacité à déployer sa solution à grande échelle. Alsid réalise en 2018 une croissance de plus de 500%, double son portefeuille clients et obtient la confiance de comptes prestigieux tels que, Lagardère, Groupe Accor, Sanofi, Sodexo, Unibail-Rodamco, VINCI Energies ou encore HKBN à Hong Kong. En à peine 3 ans, Alsid peut se prévaloir : De protéger plus de 3 millions d’utilisateurs dans 6 pays (English-speaking folks welcome !) D’une reconnaissance par ses pairs : prix de l’innovation décerné par « Les Assises de la Sécurité » en 2017 (distinction obtenue parmi 237 projets internationaux) et Prix du Jury obtenu au Forum International de la Cybersécurité (FIC) D’une incroyable équipe de 55 Alsidians De levées de fonds seed et série A parmi les plus prometteuses (13 millions d’Euros en avril 2019) DISCOVER ALSID Job description To support the development of its game-changing technology, Alsid is looking for a talented Node.js backend engineer specialized in JavaScript frameworks, and a passionate advocate of TypeScript. Reporting directly to the Chief Technical Officer, you will quickly be in charge of implementing every new backend feature empowering Alsid product. In particular, you will contribute to the design and the technical conception of every key component of the web platform. For this job position, we are looking for production-oriented individuals thriving to write robust code. Someone who cares particularly about reliability, sustainability and solid software design. By joining us, you will have the opportunity to bring security application to the next level in a fast-paced, agile and exciting environment. Preferred experience Experience: 3+ years in Node.js or JavaScript backend development Required skills: Top level knowledge of Node.js (8.0+) and JavaScript Strong knowledge of SQL and NoSQL databases Great knowledge about Computer Science fundamentals Embrace micro-service architecture industrial design patterns Valuable skills: Good knowledge of our tech stack: Node.js, TypeScript, Hapi, RabbitMQ, Sequelize Good knowledge of other industry standard JavaScript frameworks, as well as ES6 unit-tests Experience with a graph-oriented database such as Neo4j Good knowledge of development tools: Git, Grunt, Docker Willing to contribute to a high potential and ambitious startup Fluent in English and French Bonus skills: Proficiency with Microsoft development environment: Visual Studio Teams, Azure Love working with full-stack team including frontend engineers and devops Worked for a startup or a small company Recruitment process HR interview + meeting with the tech team! Meet the Alsid team ALSID Node.js Back-end Developer Permanent contract Starting date: May 31, 2020 Paris Occasional remote authorized > 2 years Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Intégrateur.trice web développeur.euse front-end;Javascript;France;Paris (75);IONIS Education Group;;;Intégrateur.trice web développeur.euse front-end IONIS Education Group4 avis - Paris (75) Continuer pour postuler Le Groupe IONIS recrute un.e intégrateur.trice web / développeur.euse front-end confirmé.e pour rejoindre son équipe web basée à Paris (3e arrondissement). L’entreprise : Créé en 1980, IONIS Education Group est le premier groupe de l’enseignement supérieur privé en France. 25 écoles et entités parmi lesquels l’EPITA, Epitech, l’ISG, l’ISEG ou encore SUP’biotech et l’ESME Sudria, rassemblent dans 18 villes en France et à l'international près de 28 500 étudiants en commerce, marketing et communication, gestion, finance, informatique, numérique, aéronautique, énergie, transport, biotechnologie et création... En 2017, le Groupe IONIS a élargi ses frontières avec la création de campus urbains interdisciplinaires dans des métropoles étrangères (Barcelone, Berlin, Bruxelles, Genève et bientôt New York). Son réseau d’Anciens rassemble 75 000 membres.  Le poste : Rattaché-e au département Marketing et Communication, vous rejoindrez l’équipe web composée d’une vingtaine de personnes et recouvrant tous les champs d’expertise d’une agence web internalisée : UX, UI, webdesign, intégration web, développements front et back, social media, rédactionnel, SEO, SEA, data analytics, emailing et vidéo. Travaillant en étroite collaboration avec les chefs de projets, les webdesigners et les développeurs, vous devrez participer à la création et mise en ligne de nouveaux sites web, ainsi qu’à la maintenance et mise à jour des sites existants.  Missions : Création, mise à jour et refonte de blogs sur WordPress Découpes responsives HTML5 / CSS3 de fichiers PSD créés par les webdesigners en respect des normes W3C. Créations de sites à partir de templates existants type Bootstrap, Themeforest, etc. Intégration et mise en page de contenus texte, photo et vidéo, en respect des normes W3C et des best practices SEO. Création d’animations interactives et d’effets visuels en JavaScript. Intégration de scripts serveurs sur la partie front en collaboration avec les développeurs. Mise en page responsive des sites favorisant l’UX et l’UI sur mobile.   Logiciels et langages à maitriser : HTML5 / CSS 3 JavaScript / JQuery et autres frameworks Adobe Photoshop Git / Grunt / Visual Studio Les compétences back-end sont un plus (PHP, ASPX, C#, Node.js)   Profil : Issu-e d’une formation Bac +2 (minimum), vous justifiez d’une expérience significative de 2 ans en agence, freelance ou dans le service web d’une entreprise. Vous avez une connaissance basique des méthodes Agiles, de la programmation modulaire et de MVC. Vous êtes autonome, respectueux des normes du Web, vous aimez le code propre et travailler en équipe. Vous attachez une attention toute particulière à l’expérience utilisateur et vous avez une très bonne maîtrise de l’orthographe.   Conditions : CDD de 6 mois basé à Paris (quartier marais - 3e arrondissement) Disponibilité : immédiate Salaire : selon profil et expérience Avantages : tickets restaurant, mutuelle d’entreprise   Contact : Si ce poste vous intéresse, vous pouvez envoyer votre CV et lettre de motivation à recrutement@ionis-group.com il y a 7 jours - Continuer pour postuler Signaler un abus
Développeur Fullstack (Javascript, NodeJS) – Editeur | CDI –...;Javascript;France;Paris;In-Team;;45 000 € - 55 000 € par an;Développeur Fullstack (Javascript, NodeJS) – Editeur | CDI – Paris In-Team - Paris 45 000 € - 55 000 € par an Continuer pour postuler Vous souhaitez apprendre au sein d’une équipe à taille humaine et vous investir dans la durée? Vous cherchez une structure où le bon esprit règne et dans laquelle vous vous pourrez vous projeter dans la durée ? Vous voulez que votre travail ai un impact concret sur le quotidien des utilisateurs ?  Au sein de cette structure d’une dizaine de personnes, éditrice d’une solution de gestion comptable adressée aux établissements publics, vous aurez l’opportunité de changer le quotidien de nombreux utilisateurs. Ce projet vous permettra d’évoluer sur un éventail très large de technologies et de problématiques: accès concurrentiels, déploiement et mise à jour de solution en offre SAAS,… Soutenu par un grand nom de l’IT, vous retrouverez dans cette structure un état d’esprit startup avec les moyens et la solidité d’un grand groupe.  #STACK TECHNIQUE Javascript en front et NodeJS en back HTML et CSS Backbone / Marionette Postgres SQL  #RESPONSABILITÉS Techniques : Participer au développement de la version web du logiciel Participer activement à la migration vers du fullstack JS sur tous les sujets de la structure Savoir d’adapter à l’existant et être force de proposition pour améliorer la solution Possibilité de participer aux projets de mobilité  #PROFIL Au minimum 2 ans d’expérience sur une stack similaire Une expérience réussie sur un projet en Javascript/NodeJS Un bon niveau d’anglais technique est également souhaité Sensibilité à des problématiques d’optimisation et d’automatisation Une vraie capacité à proposer des solutions  #RÉMUNÉRATION 45-55 K€ fixe  #OPPORTUNITÉS Participer à la croissance d’une structure déjà solide et avec de beaux projets Avoir un réel impact sur l’évolution du produit Intégrer une structure avec un état d’esprit startup mais avec une réelle solidité financière et structurelle  Vous avez lu jusque-là ? Alors n’attendez pas pour postuler à cette opportunité de Développeur Fullstack (Javascript, NodeJS). Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Intégrateur Web;Javascript;France;Paris (75);Silamir;;;Intégrateur Web Silamir - Paris (75) Continuer pour postuler Poste basé à Paris centre (Opéra) ou à Rennes (sud-est)   Le dynamisme, l’innovation, et le potentiel de croissance d’une start-up alliés à l’excellence opérationnelle et à l’impact des grands groupes : bienvenue chez Silamir ! Le groupe Silamir révolutionne les pratiques digitales des grands groupes, grâce à des applis web innovantes qui allient l’ergo-design à la sophistication technologique. Vous êtes impliqué.e dans la conception et le développement d’outils SI à forte valeur ajoutée technologique, tournés vers l’excellence opérationnelle et l’optimisation de l’expérience utilisateur. Description du poste  Au sein d’une équipe de conception-développement, vous êtes encadré.e par un Directeur technique. Vous fonctionnez en mode projet et développez des applications selon des méthodes de travail agiles et itératives. Vous êtes passionné.e par l’intégration Web avec une forte envie de progresser. Vous disposez d’une sensibilité naturelle pour l’ergonomie des applications et les chartes visuelles.  Profil Vous êtes en veille permanente sur les nouvelles technologies. Vous avez un esprit entrepreneurial, et souhaitez voir vos compétences et votre niveau de responsabilité grandir en même temps que votre entreprise. Vous avez le goût du travail en équipe, au sein de laquelle vous êtes force de proposition.  Les prérequis du poste incluent : Formation Bac+2 à 3 ans : école d’informatique Une première expérience en tant qu’intégrateur Web  Compétences requises : HTML5 / CSS3 / JavaScript La connaissance de PHP et/ou J2E est un plus Rejoignez-nous vite et découvrez : un groupe jeune en très forte croissance une équipe pluridisciplinaire de haut niveau pour progresser et apprendre en permanence des challenges techniques variés et de taille des locaux agréables o au cœur de Paris (Opéra) proches de tous transports et commodités o ou à Rennes (sud-est), accès proche Rocade et arrêt de bus au pied de l'immeuble. Le poste offre : une rémunération selon profil / télétravail / bonus / intéressement / titres-restaurant Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur node.js;Javascript;France;Paris 2e (75);ELPEV - POP FACTORY;;;Développeur node.js ELPEV - POP FACTORY - Paris 2e (75) Temps plein, CDI Postuler Rattaché(e) au CTO, l'objectif principal sera le développement de toute la logique côté serveur, la définition et la maintenance de la base de données centrale, et la garantie d'une haute performance et d'une grande réactivité aux demandes du front-end React via GraphQL. Vous serez également responsable de l'intégration des éléments du front-end construits par vos collaborateurs dans l'application. Par conséquent, une compréhension de base de React est également nécessaire. Vous travaillerez directement avec le directeur de la technologie et une petite équipe de développeurs sur le produit, à partir de zéro, en utilisant un stack technologique moderne. Conception et mise en œuvre de serveurs Apollo à faible latence, haute disponibilité et performants. Mise en œuvre de la sécurité et de la protection des données avec Auth0 Intégration de solutions de stockage de données utilisant MongoDB Intégration d'éléments orientés utilisateur développés par des développeurs front-end avec la logique côté serveur GraphQL Rédaction de code réutilisable, testable et efficace *PROFILS : Connaissance de MongoDB, Node.js et des frameworks dont ils disposent, notamment Apollo Excellente maîtrise de JavaScript et TypeScript Comprendre la nature de la programmation asynchrone, ses particularités et ses solutions de substitution. Compréhension de base des technologies front-end, telles que HTML5, et CSS3 et surtout React Authentification et autorisation des utilisateurs entre plusieurs systèmes, serveurs et environnements Intégration de plusieurs sources de données et bases de données dans un seul système Comprendre les principes fondamentaux de conception d'une application évolutive Comprendre les différences entre plusieurs plateformes de livraison, telles que les plateformes mobiles et les plateformes de bureau, et optimiser les résultats en fonction de la plateforme spécifique. Compréhension approfondie des outils de création de versions de code, tels que Git Expérience de l'optimisation des performances et de la mémoire à l'aide d'outils Familiarité avec les API de messages dans le Cloud et les notifications push Expérience du benchmarking et de l'optimisation Familiarité avec l'intégration et le développement continus Une bonne maîtrise de la langue anglaise est un plus Avantages : Participation au transport Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Expérience: développeur node.js ou similaire: 3 ans (Requis) Il y a plus de 30 jours Signaler un abus
INTEGRATEUR HTML H/F;Javascript;France;Paris (75);JACADI;;;INTEGRATEUR HTML H/F JACADI57 avis - Paris (75) Temps plein, CDD Continuer pour postuler Rattaché(e) au service Digital, vous interviendrez pour la marque JACADI autour des problématiques suivantes : Intégration responsive des newsletters et de tous les contenus qui nécessitent de l'ajout de code html (HomePage, pages liste) Intégration de landing pages éditoriales ou commerciales avec animations, et création / intégration des pages sur le CMS Optimisation des pages HTML, recommandations et documentation des guidelines (poids de chargement, contraintes SEO, optimisations mobile...) Contrôle des briefs SEO et des normes d'accessibilité pour l'intégration et l'accompagnement des équipes commerce Pilotage, suivi et vérification des éléments d'intégration fournis par notre prestataire au Maroc  Vous serez également chargé(e) : De retouches et modification d'images et photos Du découpage et de l'optimisation des maquettes De l'intégration responsive des éléments de contenu du site via le back-office (SAP Commerce / Hybris) en html5, CSS3 D'animations et fonctionnalités en JavaScript (JQuery) ou CSS3 Du paramétrage d'AB test avec notre outil (AB Tasty) De la veille et de formulation de recommandations pour tester de nouveaux dispositifs Profil De formation Web, vous bénéficiez d'une expérience de minimum 3 ans à un poste similaire et avez géré l'intégration de newsletters responsives et de pages responsives de sites pour plusieurs marques et sites e-commerce.  Vous êtes sensible aux problématiques d'ergonomie web et adoptez une approche orientée client dans une logique test&learn.Vous connaissez les contraintes spécifiques du web en terme de performances, d'utilisabilité, de référencement naturel et d'accessibilité et celles-ci sont un souci quotidien pour le bon accomplissement de votre mission.  Dynamique et volontaire, vous aimez l'univers de la marque Jacadi et êtes sensible aux marques de Luxe et Premium. Vous maitrisez les logiciels Illustrator, Photoshop, Notepad++ et avez de bonne notions en jQuery, Javascript, HTML5 et CSS3. Vous savez également répondre aux problématiques cross browser et multi-device auxquelles sont confrontés les sites de e-commerce. Localisation du poste Localisation du poste France, Ile-de-France, PARIS (75) Ville Paris IDKIDS - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur PHP React JS - Grand Groupe;Javascript;France;Paris (75);Easy Partner;;42 000 € par an;Développeur PHP React JS - Grand Groupe Easy Partner - Paris (75) 42 000 € par an Continuer pour postuler Contexte du Poste : Vous rejoindrez la belle aventure d’un des plus grands acteurs des télécoms en France dans un service stratégique de la société. Celui-ci recherche un développeur Fullstack PHP / React JS.  Missions : Au sein d’une équipe à taille humaine (5 personnes) qui développe divers outils à usage interne proche de l’organisation métier tels qu’un outil logistique, outil de gestion de stocks, outil de gestion de flux ou encore des outils d’aide à la production.  Vos missions seront les suivantes : Développement de nouvelles fonctionnalités et maintenance des outils existants Refonte fromscratch de certains outils Vous jonglerez entre différentes technologies (Node, Android, Python) Résolution des bugs / anomalies Veille technologique Vous serez garant de la qualité de votre code  Stack Technique : PHP7, React JS, Framework maison, Linux, MySQL, Javascript, HTML5/CSS3, Node JS, Android, Python, Méthodologie Agile  Profil : Vous bénéficiez d’une première expérience significative en développement PHP et front JS Vous avez déjà travaillé en environnement LAMP Vous êtes dynamique et ambitieux ! Vous avez envie de monter en compétences sur de nouveaux outils ou les renforcer  Avantages : Perspectives d’évolutions interne vers un poste de Lead Supers locaux (salle de jeux, cantine) 10 RTT Mutuelle & CE Primes d’intéressement et de participation  Pourquoi les rejoindre ?  Capacité de formuler une offre malgré le contexte de coronavirus (Covid 19) ! Grande flexibilité en interne, vous pourrez être force de proposition. Les processus en interne sont très rapides Projets très longs termes dont certains sont entièrement fromscratch ! Avantages d’un grand groupe Très bien situé, proche de la gare Saint Lazare Montée en puissance sur un environnement riche et varié carriere-info - il y a 9 jours - Continuer pour postuler Signaler un abus
Chef de Projet Technique H/F;Javascript;France;Lyon (69);Egis;;;Chef de Projet Technique H/F Egis243 avis - Lyon (69) CDI Continuer pour postuler En tant que Chef de Projet, vous participez pleinement à l’activité d’EAMS, à travers votre rôle de management d'équipe et de gestion de projets. Management opérationnel d’équipe projet : Animation d’équipe projet : maximiser la motivation et l’implication de chaque membre, organiser des réunions d’équipe projet régulières, assurer des conditions de travail optimales en fonction des contraintes de chacun.  Encadrement de projets (maîtrise d’œuvre) : Rédaction et gestion de la documentation projet (scope fonctionnel détaillé, spécifications fonctionnelles détaillées, tenue du Wiki, cahier de recettage…) Définition des estimations en collaboration avec le Leader Technique Réalisation des plannings projets Coordination des différents intervenants projets (clients, collaborateurs, expertises externes…) Gestion et animation des réunions clients (rédaction des ordres du jour et des comptes-rendus) Reporting de l’activité de l’équipe Assurer la cohérence entre les développements, les besoins du client et les spécifications fonctionnelles et techniques Coordination de la recette  De formation Bac+ 5, vous justifiez d’une expérience d'au moins 5 ans en gestion de projet, de préférence en environnement web et/ou e-commerce. Une expérience significative dans un poste similaire dans le domaine des infrastructures serait appréciée Vous êtes sensible aux problématiques techniques Un bon niveau de communication en anglais et en français est obligatoire, afin de mener à bien des projets internationaux et interagir avec vos interlocuteurs anglophones Vous êtes reconnu(e) pour votre excellent relationnel et êtes à l’écoute de vos clients et de vos équipes Vous êtes passionné(e), rigoureux(se) et dynamique. Votre capacité à travailler en autonomie vous permettra de vous intégrer au sein de notre équipe où l’occasion vous sera donnée d’évoluer et d’exprimer tout votre talent La connaissance de JavaScript et/ou PHP (framework Symfony) est un plus Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur JAVA H/F;Javascript;France;Bordeaux (33);Betclic Group;;;Développeur JAVA H/F Betclic Group - Bordeaux (33) Temps plein, CDI Postuler Vous avez forcément entendu parler de Betclic, la plateforme de jeux en ligne leader en Europe ! La société a été créée en 2005 à Londres pour permettre à tous les amateurs de sports de prolonger leur passion à travers des paris sportifs, de jouer au poker, à des jeux de casino et des paris hippiques. Betclic, leader en France et au Portugal, est un des acteurs majeurs du jeu en ligne en Europe avec plus de 9 millions de joueurs. Betclic c’est avant tout une entreprise multiculturelle, ouverte et internationale qui compte plus de 30 nationalités parmi ses salariés. Leurs bureaux sont répartis entre le siège social à Bordeaux, à Malte, en Italie, Suède, Pologne et au Portugal. Betclic c’est également, des conditions de travail et des locaux hors du commun. Vous aimez les défis ? Souhaitez relever des challenges ? Participez à l’effort collectif, rejoignez Betclic ! POSTE L’équipe ROX a pour mission d’améliorer l’expérience utilisateur en développant des outils internes d’Analytics, d’A/B Test et de Gamification. L’équipe ROX est moteur de l’innovation technique et produit de Betclic Group. Dans ce cadre, vous participez à la conception et au développement des différentes briques. MISSIONS Dans ce contexte vos missions sont les suivantes : Participer à la conception technique et à la performance des outils développés Assurer un suivi de la mise en production et du bon fonctionnement de la plateforme S’assurer de la qualité des développements Contribuer à l'amélioration de la qualité du code des applications Accompagner les développeurs juniors dans leur montée en compétence technique Participer à des conférences, internes et externes. Participer aux recrutements de l’équipe Nous portons une attention particulière à la qualité de notre code et aux bonnes pratiques de programmation (tests unitaires, revue de code, pair programming…). ENVIRONNEMENT TECHNIQUE GIT IDE : IntelliJ Langages : Kotlin – Java 1.8, JavaScript AWS: EC2, Lambda, EB, ELB, Kinesis, S3, SNS, SQS Unit Testing CI : Teamcity + Octopus CloudFormation / Terraform En plus : Angular, Bash, Docker PROFIL 5 ans minimum d'expérience dans un environnement Java/Cloud Solides connaissances en Java et une volonté de développer vos compétences en Kotlin Expérience avec AWS Maîtrise de l'automatisation de la build chain Force de proposition libs / technos / veille technique Expérience en architecture d’applications (Clean archi, … ) et compréhension des enjeux Maîtrise des techniques de debug /suivis de production Maîtrise de bash, linux Maîtrise des tests unitaires, TDD et autres best practices de développement Bon niveau d’anglais Sensibilité à la performance et bonne connaissance des problématiques réseau Capacité à former les débutants motivés Tous nos postes sont ouverts aux personnes en situation de handicap. Avantages : Participation au transport Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Expérience: développeur java h/f ou similaire: 5 ans (Requis) Télétravail: Non Il y a plus de 30 jours Signaler un abus
Ingénieur développeur PHP F/H;Javascript;France;Sophia Antipolis (06);Proelan;;40 000 € - 50 000 € par an;Ingénieur développeur PHP F/H Proelan - Sophia Antipolis (06) 40 000 € - 50 000 € par an Continuer pour postuler Idéalement titulaire d’un diplôme d’ingénieur, mais possible à partir d’un niveau licence (bac+3) Etre passionné par la technique et le développement Vous avez déjà une première expérience autour du PHP et d’un framework majeur type Symfony 2/3 Le modèle MVC est quelque chose de connu et utilisé La qualité du code a de l’importance pour vous et vous êtes sensible à la notion de dette technique Côté Front, vous connaissez les bases du Javascript natif, Jquery, HTML5, CSS3 et soit un gros framework comme Angular (à partir de la v2), soit des frameworks plus agiles type Vue, Meteor ou Knockout.  Les plus : Des notions autour des BDD NoSQL (Elastic Search, MongoDB), de l’intégration continue (Jenkins) ou autour du TDD carriere-info - il y a 1 jour - Continuer pour postuler Signaler un abus
Développeur Node JS confirmé - Start Up;Javascript;France;Paris (75);Pearson Frank;;60 000 € par an;Développeur Node JS confirmé - Start Up Pearson Frank - Paris (75) 60 000 € par an Continuer pour postuler Descriptif du posteAu sein d'une start-up de la cybersécurité, vous serez en charge de concevoir et de développer tous les composants clés du back-end de la plateforme. Vous aurez l'opportunité : De rejoindre une start-up en hypercroissance ayant réalisée une levée de fond très importante.De faire partie d'une équipe de très haut niveau technique qui donnera un coup d'accélération à votre carrièreApporter votre savoir-faire et votre créativité pour développer les composants back-end.Evoluer dans un environnement international et stimulant intellectuellement. L'environnement technique est globalement composé de: - Node.js (with Express 4)- SailsJS, Waterline, Blueprintjs, Redis, MongoDB- ES6 unit-test - Neo4j - Git, Grunt, Docker Vous n'aurez pas : De déplacement Un salaire qui stagne Une absence de flexibilité par rapport à vos impératifs personnels Profil recherchéVous avez une excellente connaissance de Node JS (3 ans d'expérience minimum) et de JavaScript.De même, vous maîtrisez les bases de données SQL et NoSQL et les architectures microservices. Vous êtes capable de communiquer en anglais. LesJeudis.com - il y a 17 jours - Continuer pour postuler Signaler un abus
Développeurs - h/f;Javascript;France;Paris (75);ADITUS TECHNOLOGIES;;;"Développeurs - h/f ADITUS TECHNOLOGIES - Paris (75) CDI Continuer pour postuler Description entreprise : ""ADITUS Technologies est une Entreprise de Service Numérique (ESN) opérant sur les nouvelles technologies qui accompagne ses clients dans toutes les étapes du cycle de l’innovation. Notre vocation est de permettre à nos clients de concevoir, développer et lancer de nouveaux produits et services dans des conditions optimales et d’augmenter ainsi la performance de l’entreprise à travers l’amélioration de ses systèmes d’informations.Notre rôle est ainsi de se positionner vis-à-vis de nos clients comme un véritable partenaire, accélérateur de performances, sur la globalité de leurs projets depuis les phases de conseil à l’implémentation de la technologie.Notre ambition est de s’imposer à terme comme un acteur de référence dans le monde du conseil en innovation en développant toujours notre modèle vers davantage de valeur dans la relation de confiance établie avec nos clients.Acteur de l’innovation et de la performance des directions informatiques des grandes entreprises, ADITUS Technologies exerce ses métiers en conjuguant excellence, professionnalisme et proximité.""  Description du poste : Nous cherchons pour le compte de nos clients des profils de développeuers et test logiciel :  Développeuers Java J2ee Réalisation d’analyses techniques du cahier des charges soumis par les chefs de projet Conception technique de sites, conformément aux exigences du cahier des charges Gestion de la phase de test des applications et vérification de l’intégration du développement Rédaction de notes explicatives pour détailler le code et le rendre compréhensible par les autres intervenants Participation à la mise en production et à la livraison du site ou de l’application Maintenance et mise à jour de pages et applications existantes Développeuers Fullstack Prise en charge du cahier des charges de l’entreprise sur les besoins en développent web Assurer la création de l’architecture et le développement des plateformes web front et back-end Tester et intégrer en continu les solutions web Optimisation de l’expérience utilisateur (recueil et compréhension des besoins ergonomiques) Assurer la maintenance et le suivi technique des solutions développées Back-end : Langages de programmation dédiés, bases de données, frameworks … Front-end : Langages Javascript, HTML, CSS, frameworks, navigateurs, outils de webdesign …  Développeuers Javascript : Programmer de nouvelles applications ou bien ajouter des fonctionnalités Identifier et analyser les besoins du client Contribue à la construction de l’architecture du site. Réalise des tests d’intégration afin de voir si les ajouts de fonctionnalités sont effectifs Débogage d’applications Développeuers React Angular Être familier avec différents environnements techniques comme HTML5/CSS3, React.js, JavaScript, Amazon Web Services, Android ou encore ES6 constitue. Bien évidemment, le développeur react.js doit également être familier avec les outils de développement web et doit s’adapter facilement aux nouveautés. Développeuers Test logiciel Vérifier tous les paramètres d'analyse d'un logiciel. Détecter les bugs pour valider le logiciel et fournir des recommandations, Déceler les anomalies au fil du parcours du logiciel en opérant des vérifications précises sur les fonctionnalités, qui sont au préalable listées dans un cahier des charges. Mettre sur pied un planning de diagnostic des fonctionnalités, le suivre et le rendre accessible au client. Établir une tactique opérationnelle, créer des outils de test et d'analyse des résultats trouvés, dans le but de rédiger des bilans précis des logiciels étudiés. Veiller à ce que les modifications soient bien effectuées selon le cahier des charges. Profil recherché : Java J2ee Fullstack Javascript React Angular Test logiciel  BAC+5 Expérience 3 / 4 ans Anglais opérationnel Altagile - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Développeur Wordpress Expérimenté(e);Javascript;France;Paris (75);ONPC;;;Développeur Wordpress Expérimenté(e) ONPC - Paris (75) Continuer pour postuler Vous avez une solide expérience en développement Wordpress ? Vous avez développé de nombreux thèmes et plugins ? Vous savez gérer un réseau de sites Wordpress ? Ce poste est pour vous !Rejoignez le Pôle Digital d’une entreprise à taille humaine (www.onpc.fr) spécialisée dans les secteurs de l’enseignement et du sanitaire & social. Vous intégrerez une équipe jeune en tant que Lead developer Wordpress.Vous assurerez la production de sites pour nos clients et vous serez en charger de la maintenance et l’évolution de notre plateforme Wordpress multisite (plus de 300 sites). Vous travaillerez en collaboration avec l’équipe de développement, nos chefs de projet ainsi que le responsable du Pôle Digital. Nidia, Cédric, Maëlle, Mathilde, Benjamin, Sami et Axel ont hâte de travailler avec vous (et de boire un verre pour fêter votre embauche !).Vos missions seront les suivantes : Maintenir et faire évoluer notre Wordpress Multisite (plus de 300 sites) Enrichir notre bibliothèque de thèmes parent et plugins maison Assister les développeurs juniors et suivre/contrôler leur avancement Gérer et maintenir le serveur via Plesk (LAMP) Créer de nouveaux thèmes enfants en se basant sur notre bibliothèque de thèmes parents Ecrire un code propre et suivre les bonnes pratiques Prendre en compte les contraintes SEO Optimiser et tester les sites pour un affichage optimal sur mobile (GtMetrix, PageSpeed Insights ...) Technologies utilisées Front : JavaScript/jQuery, HTML/CSS Back : WordPress, PHP POO, MySQL, API REST  Très bonne expérience sur Wordpress (développement de thèmes, de plugins) et Wordpress Multisites (3 ans d'expérience au minimum) Maîtrise de l’environnement LAMP et de Plesk (ou similaire) Rigueur, curiosité, autonomie, implication, capacité de communication, d’organisation et de pédagogie Capacité de communication Maîtrise de CSS, JS/jQuery, Bootstrap LesJeudis.com - il y a 19 jours - Continuer pour postuler Signaler un abus
