Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Research Assistant;Python;USA;Washington, DC 20431 (Brentwood area);International Monetary Fund;;;"Asset Allocation Research Analyst Voya Financial343 reviews - New York, NY 10169 (Midtown area) Apply On Company Site As part of the application process, a candidate account is required to log in and view application(s). Please be sure to check email regularly for information regarding our employment process. Voya Investment Management (Voya IM) is the asset management business of Voya Financial, a Fortune 500 company with over 6,000 employees seeking to help clients plan, invest and protect their savings. Voya IM manages approximately $220 billion in assets across Fixed Income, Senior Loans, Equities, Multi-Asset Strategies & Solutions, Private Equity, and Real Assets.1 Drawing on over 40 years of experience and the expertise of 250+ investment professionals, Voya IM’s capabilities span traditional products and solutions as well as those that cannot be easily replicated by an index. Voya IM’s award-winning culture is deeply rooted in a client-centric approach to helping investors meet their goals — from insurance companies, corporate and public pension funds, sovereign wealth funds, endowments and foundations, and consultants to intermediaries, and individual investors. Reliability is why our clients hire us and it is why they trust us to navigate the path ahead. Voya Investment Management (IM) is seeking an Asset Allocation Research Analyst for the Asset Allocation team in the Multi-Asset Strategies and Solutions Group (MASS). The group manages multi-asset and structured portfolios, including target date retirement funds, traditional long-only asset allocation funds, objective-driven portfolios, and portable alpha strategies. The Asset Allocation team provides the strategic and tactical asset allocation positioning for $30 billion in multi-asset strategy portfolios. As a Research Analyst, you will employ a proactive data focused approach to investment research, macro analysis and business cycles to help the team formulate investment themes and asset allocation positioning with the goal of adding alpha to portfolios. Responsibilities include Contribute to the development of macro investment strategy. Employ a top-down research-driven process to generate investment ideas for portfolio implementation. Actively participate in asset allocation meetings, presenting well thought out investment thesis and asset allocation ideas to portfolio managers, senior team members and Investment Committee. Enhance existing framework for business cycle analysis for the US and major non-US developed and emerging markets. Independently research global macro investment factors and trends. Knowledge and experience in analyzing trends and data that effect global equity markets a plus. Qualifications 7-10 years of financial services experience preferably in asset management Advanced degree in a quantitative discipline (Statistics, Finance, Mathematics, Engineering or the Physical Sciences or others). Knowledge and experience in analyzing the following fixed income asset classes: US Treasuries, High Yield, Leveraged Loans and Global Bonds. Ability to lead collegial investment debate with team members and portfolio managers and expressing a point of view grounded in research. Advanced knowledge of Excel, PowerPoint and Morningstar. Experience using and integrating financial data sources into processes preferred (Bloomberg and FactSet) Programing skills required expertise in R and or Python, VBA and/or statistical software. Strong interpersonal and communication skills; ability to present results into both written and verbal form. Demonstrated experience in written communication on the markets or company research reports. Collaborative and team oriented, understands the importance of working effectively with other investment professionals and investment teams. Work experience from a central bank, financial institution such as IMF, World Bank, institutional asset manager or its equivalent is preferred. A CFA (Chartered Financial Analyst) is a plus. Critical Skills At Voya, we have identified the following critical skills which are key to success in our culture: Customer Focused: Passionate drive to delight our customers and offer unique solutions that deliver on their expectations. Critical Thinking: Thoughtful process of analyzing data and problem solving data to reach a well-reasoned solution. Team Mentality: Partnering effectively to drive our culture and execute on our common goals. Business Acumen: Appreciation and understanding of the financial services industry in order to make sound business decisions. Learning Agility: Openness to new ways of thinking and acquiring new skills to retain a competitive advantage. 30+ days ago report job"
Quantitative Researcher / Quantitative Research Analyst;Python;USA;Chicago, IL;Citadel Securities;;;Quantitative Researcher / Quantitative Research Analyst Citadel Securities7 reviews - Chicago, IL Apply On Company Site Job Description Role Summary At Citadel Securities, a leading global market maker, our team of quantitative researchers models the markets and brings trading strategies to life every day. Specifically, this team develops and tests automated quant trading strategies using sophisticated statistical techniques. We’re looking for an extraordinary quantitative researcher who is committed to our core values that include winning, acting with integrity, continuously learning, and cultivating a meritocracy. Depending on your background and expertise, opportunities are available in Chicago, New York, London, Dublin, Zurich, Hong Kong or Sydney Objectives Conduct research and statistical analyses in the evaluation of securities Work with large data sets, including unconventional data sources, to predict and test statistical market patterns Conceptualize valuation strategies, develop and continuously improve mathematical models, and translate algorithms into code Back test and implement trading models and signals in a live trading environment Skills and Preferred Qualifications Advanced training in mathematics, statistics, physics, computer science, or another highly quantitative field Proficiency in probability & statistics (e.g. time-series analysis, machine learning, pattern recognition, NLP) Prior experience working in a data driven research environment Hands on programming experience in scripting (e.g. Python), analytical packages (e.g. R, Matlab) and/or compiled languages (e.g. C++) A background demonstrating strong analytical problem solving skills An ability to communicate advanced concepts in a concise and logical way Proficiency in creating and using algorithms to meticulously investigate and work through large data or error-checking problems About Citadel Securities Citadel Securities is a leading global market maker across a broad array of fixed income and equity securities. Our world-class capabilities position us to meet the liquidity demands of our diverse group of institutional clients in all market conditions. In partnering with us, our clients, including asset managers, banks, broker-dealers, hedge funds, government agencies and public pension programs are able to gain a powerful trading advantage and are better positioned to meet their investment goals. The team makes its mark every day from our offices around the world: Chicago, New York, London, Hong Kong, Toronto, Shanghai, Sydney, Dublin. 30+ days ago report job
Quantitative Research Analyst, Global Quantitative Strategie...;Python;USA;Chicago, IL;CITADEL ENTERPRISE EUROPE LIMITED;;;"Quantitative Research Analyst, Global Quantitative Strategies CITADEL ENTERPRISE EUROPE LIMITED - Chicago, IL Apply On Company Site Quantitative Researchers work closely with other members of the Global Quantitative Strategies team to develop and test highly automated quantitative trading strategies using sophisticated quantitative/statistical techniques for strategies ranging from Equity/Non-Equity Statistical Arbitrage, Systematic Fundamental Equity L/S, Systematic CTA/Managed Futures and Fundamental FICC. Key Responsibilities Assist in developing core algorithms and models leading directly to trading decisions Work closely with traders to interpret valuations and develop next generation models and analytics Evaluate financial data vendors; evaluate and work with new data sources and analytics packages in developing investment strategies Provide high level technical and investment analytics support to trading desks Support research and statistical analyses about securities and commodities Work closely with other researchers to develop and continuously improve upon mathematical models, and help translate algorithms into code Skillset Requirements Bachelor’s degree, or equivalent experience, preferably in Statistics, Computer Science, Mathematics, IEOR, Finance, Accounting, Economics, or a related field Demonstrated ability to complete high-level, investment-related research Prior experience in a quantitative role within a trading environment or experience in a position applying advanced quantitative techniques to solving highly complex data intensive problems Strong analytical skills; experience working with and analyzing large datasets Strong mathematical and statistical modeling skills (i.e. time-series and cross-sectional skills) preferred Proficiency in coding, with experience using statistical packages (e.g. R, Matlab) Exposure to scripting (e.g. Python, Perl); C/C++ a plus but not required Depending on the role, additional qualifications may include: Demonstrated interest in or knowledge of investments, derivatives, asset pricing, empirical anomalies, macroeconomic analysis and market micro-structure Prior experience with equities, convertible arbitrage, fixed income and/or commodities Understanding of the modeling of risk and dynamics of linear and non-linear financial products Strong understanding of international accounting rules and familiarity with global market structure Familiarity with portfolio construction analytics and some exposure to quantitative portfolio management Opportunities in Chicago, London, Hong Kong and New York About Citadel Citadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For a quarter of a century, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations. With an unparalleled ability to identify and execute on great ideas, Citadel’s team of more than 675 investment professionals, operating from offices including Chicago, New York, San Francisco, London, Hong Kong and Shanghai, deploy capital across all major asset classes, in all major financial markets. 30+ days ago report job"
Risk & Transaction Analyst;Python;USA;Boston, MA 02109 (Central area);REsurety;;;Risk & Transaction Analyst REsurety - Boston, MA 02109 (Central area) Apply On Company Site Company Overview: REsurety is a mission-driven and venture-backed organization focused on solving the challenge of resource intermittency for renewable energy. We work in partnership with some of the world’s leading energy and risk market players to enable renewable energy buyers and sellers to understand and manage the fuel risk of the future: the weather. Having supported over 5,000 MW of renewable energy transactions to date, we are a small team with a big impact! Our culture is open and collaborative. We expect excellence from our team members and reward it with high ownership and flexibility. If you’re a high-achiever with a passion for clean energy, then we look forward to receiving your application.  Position Overview: As an Analyst on the Risk & Transaction Analytics team, you will evaluate and structure hedging contracts using meteorological and electricity market data.  Key Responsibilities: Evaluation and structuring of hedging contracts Analyze and understand electricity market, meteorological, and wind & solar power plant data Continue the advancement of REsurety’s wind & solar resource assessment capabilities Execute quality control checks of data critical to business processes Required Qualifications: Major in atmospheric science, math/physics, engineering, or a related field Self-motivated & detail-oriented: capable of executing complex analyses with little oversight Proven analytical ability A passion for driving down the cost of energy from renewable sources Preferred Qualifications: Experience with wind & solar resource assessment techniques and power markets (1-3 years) Experience with wind and solar industry tools (Windographer, WAsP, PVsyst, etc.) (1-3 years) Proficiency with the R language (secondary preference for MATLAB/Python) Details: Location: Boston, MA Travel: Minimal Benefits: Unlimited Vacation Policy Medical Insurance Dental Insurance Health Savings Account (HSA) 401(k) Fitness Reimbursement Blue Bikes Gold Membership REsurety, Inc. is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation or any other characteristic protected by law. 8 days ago report job
Director, Quantitative Investment and Risk Researchnew;Python;USA;Radnor, PA;Lincoln Financial;;;"Director, Quantitative Investment and Risk Research Lincoln Financial942 reviews - Radnor, PA Apply On Company Site Alternate Locations: Philadelphia, PA (Pennsylvania); Radnor, PA (Pennsylvania)  Relocation assistance will be considered/provided for this opportunity within our company guidelines.  Requisition #63307  About the Company  Lincoln Financial Group, a Fortune 250 company with over 10,000 employees, provides advice and solutions that help empower Americans to take charge of their financial lives with confidence. Our core business areas — Life Insurance, Annuities, Retirement Plan Services and Group Protection — focus on supporting, preserving and enhancing over 17 million customer’s lifestyles and retirement outcomes.  Headquartered in Radnor, Pennsylvania, Lincoln Financial Group is the marketing name for Lincoln National Corporation (NYSE: LNC) and its affiliates. The company had $238 billion in assets under management as of December 31, 2018.  Ranked one of the Best Large Employers in America by Forbes magazine, Lincoln Financial Group makes a serious investment in our employees’ futures through a broad range of wealth accumulation and protection plans, health and wellness programs, and career development resources designed to help each individual reach their personal and professional goals. General Purpose of Job This Director (Sr. Analyst) or Sr. Director (AVP, if qualified) role will provide leadership and functional expertise to develop and implement complex derivative (futures, options, etc.) portfolio management quantitative investment/risk management model, tools and analytics on a suite of global multi-asset class risk managed portfolios. S/he will provide subject matter expertise and direction to ensure departmental results for his/her assigned area(s). Long Description Develops, implements and evaluates statistical and econometric based multi-asset/equity models, risk/volatility models, and/or interest rate models as needed to manage and monitor portfolio risks, returns and volatility. Develops, enhances, and implements tools, reports, and/or new solutions for analyzing portfolio positioning, investment risk, performance evaluation and attribution analysis. Works with, evaluates, oversees, and due diligence of external quantitative asset managers/funds. Serves as a subject matter expert and partners with key business stakeholders on technical design risk management issues including ensuring that all parties understand the significant capabilities, risk and/or system limitation(s). Researches alternative ways to hedge market risks, including semi-static/static hedging strategies and makes recommendations for new strategies/changes to hedge risk. Identifies and recommends hedging/risk management mechanisms that would enhance existing strategies. Oversees approved strategy decisions and contributes to strategy creation for assigned area(s) of responsibility. Provides subject matter expertise with respect to quantitative investment/risk management analytics to positively influence key internal stakeholders investment/financial system vision, architecture, and strategies. Provides support on the Lincoln proprietary portfolio management construction process and provides recommendations for enhancements. Develops a process for regularly stress testing portfolios and reporting results to management. Analyzes and makes recommendations for enhancement of the various systems utilized in analyzing market risks within his/her assigned area of responsibility. Prepares and reports on analytical findings and recommendations to LIAC Management, LIAC Board of Directors and various Lincoln investment/risk committees. Creates and communicates complex technical documents, presentations, and communications (memos, fact sheets, collateral materials) pertaining to risk/exposure and performance attribution to a wide range technical and non-technical audiences. Directs/executes approved strategy decisions and contributes to strategy creation for assigned area(s) of responsibility. Directs and enhances organizational initiatives by positively influencing and supporting change management and/or departmental/enterprise initiatives within assigned area(s) of responsibility. Identifies and executes process improvement and automation that significantly improve quality across the team, department and/or business unit for assigned area(s) of responsibility. Provides subject matter expertise to team members and applicable internal/external stakeholders on complex assignments/projects for his/her assigned area(s) of responsibility. Maintains knowledge on current and emerging developments/trends for assigned area(s) or responsibility, assess the impact, and collaborates with senior management to incorporate new trends and developments in current and future strategies. Education 4 Year/Bachelor's degree or equivalent work experience (4 years of experience in lieu of Bachelor's) - Minimum Required Experience 5-10+ years of progressive relevant quantitative research, modeling, risk management, and/or derivative pricing experience. Very proficient programming skills in MATLAB, Python or R, VBA, SQL. Experience in FactSet, Bloomberg, Tableau, or other scripting languages a plus. Financial acumen and analytical skills along with experience with risk management practices. Excellent presentation skills and with the ability to report analytics and complex concepts to a variety of audiences. Demonstrated strong relationship management skills with internal clients (e.g. senior management, peers and colleagues); proven ability to develop creative and collaborative approaches. Ability to communicate investment concepts to a variety of audiences Deep experience and knowledge of portfolio management tools and analytics. Demonstrated ability to successfully hire, retain, develop and coach staff via a culture of real-time performance feedback, with ability to build both technical and leadership skills. Ability to effectively use research/analytic tools – for analysis, selection and evaluation of investment options Investment and Insurance/Annuity industry knowledge Known and trusted by peers and investment partners in industry Microsoft Office Suite – Strong Excel and PowerPoint skills A demonstrated track record of consistently meeting and/or exceeding performance expectations Possesses a bias for action and a track record of delivering high quality work efficiently #LI-LW1 This position may be subject to Lincoln’s Political Contribution Policy. An offer of employment may be contingent upon disclosing to Lincoln the details of certain political contributions. Lincoln may decline to extend an offer or terminate employment for this role if it determines political contributions made could have an adverse impact on Lincoln’s current or future business interests, misrepresentations were made, or for failure to fully disclose applicable political contributions and or fundraising activities.  Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Lincoln Financial Group are considered property of Lincoln Financial Group and are not subject to payment of agency fees.  Lincoln Financial Group (“LFG”) is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex (including pregnancy), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information. Applicants are evaluated on the basis of job qualifications. If you are a person with a disability that impedes your ability to express your interest for a position through our online application process, or require TTY/TDD assistance, contact us by calling 260-455-2558.  #[[customString5]]   Nearest Major Market: Philadelphia Lincoln Financial Group - 3 days ago report job"
Asset Backed Quantitative Analyst;Python;USA;Newport Beach, CA 92660;Pacific Investment Management Company LLC;;;Asset Backed Quantitative Analyst Pacific Investment Management Company LLC87 reviews - Newport Beach, CA 92660 Apply On Company Site General Information Ref #: 23077 Functional Area: Portfolio Management Employee Type: Full Time Location: Newport Beach Education Required: Bachelors Degree Job Posting Shift: 1st Relocation Provided: Yes Date published: 28-May-2019 About Us: We are PIMCO, a leading global asset management firm. We manage investments and develop solutions across the full spectrum of asset classes, strategies and vehicles: fixed income, equities, commodities, asset allocation, ETFs, hedge funds and private equity. PIMCO is one of the largest investment managers, actively managing more than $1.78 trillion in assets for clients around the world. PIMCO has over 2,800 employees in 17 offices globally. PIMCO is recognized as an innovator, industry thought leader and trusted advisor to our clients.  PIMCO is one of the world’s premier fixed income investment managers with thousands of professionals around the world united in a single purpose: creating opportunities for our clients in every environment. Since 1971, we have brought innovation and expertise to our partnership with the institutions, financial advisors and millions of individual investors who entrust us with their assets. We aspire to cultivate performance and leadership through empowering our people, diversity of thought, and a commitment to an inclusive culture that engages in our global communities. Position Description: We are seeking a trading desk strategist to join the team in our Newport Beach office. The team covers asset-backed structured products and PE investments for US and Europe, and focuses on fundamental and relative valuation across capital structures and asset classes, with a focus on performing, non/re-performing loans in residential, commercial and consumer credit asset classes. The strategist’s main focus will be in valuing opportunities in the commercial real-estate debt space but role will also extend to analyzing loans, securities and credit derivatives. He/she will write code and improve valuation-pricing models while working closely with our analysts and portfolio managers.  Position Requirements: Minimum of 3-5 years of experience on the sell-side (or top buy-side firm) in a quantitative role Bachelor degree required from top school (advanced degree preferred) in technical field: science/engineering or mathematics Experience designing, coding, and implementing pricing/valuation frameworks. Programming skills in scripting language such as Python (or Slang a plus) or object oriented language such as C++/C#. Working knowledge of Linux/UNIX Shell Scripts and SQL. Strong quant/analytical skills. Familiarity with asset-backed structured products and Intex.  Benefits: PIMCO is committed to offering a comprehensive portfolio of employee benefits designed to support the health and well-being of you and your family. Benefits vary by location but may include: Medical, dental, and vision coverage Life insurance and travel coverage 401(k) (defined contribution) retirement savings, retirement plan, pension contribution from your first day of employment Work/life programs such as flexible work arrangements, parental leave and support, employee assistance plan, commuter benefits, health club discounts, and educational/CFA certification reimbursement programs Community involvement opportunities with The PIMCO Foundation in each PIMCO office 30+ days ago report job
Quantitative Risk Analyst I - Market Risk;Python;USA;Plano, TX 75024;USAA;;;Quantitative Risk Analyst I - Market Risk USAA3,233 reviews - Plano, TX 75024 Apply On Company Site Purpose of Job We are currently seeking a talented Quantitative Risk Analyst I - Market Risk for Plano or San Antonio Home Office I.  Provides risk management support for a line of business or staff agency in key risk identification, measurement and aggregation, and the understanding and management of risk through appropriate quantitative and analytical practices and processes. Conducts and develops quantitative and analytic models, assessments and/or applications in support of risk management efforts that assess the market and identify risks and gaps in existing or proposed processes. Monitors the risk and control environment to ensure that exposures are kept at acceptable levels and may consult on risk mitigation plans Job Requirements About USAA USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level. In each of the past five years, we've been a top-40 Fortune 100 Best Companies to Work For®, and we've ranked among Victory Media's Top 10 Military Friendly® Employers 13 years straight. We embrace a robust veteran workforce and encourage veterans and veteran spouses to apply. USAA Careers - Award Winning Workplace (17 seconds) USAA Careers – World Class Benefits (31 seconds) ABOUT USAA RISK Management USAA is a growing financial services company and the Risk Management function at USAA is an important part of this growth. It is an exciting time at USAA and in our Risk Management organization. We are a diversified team of Risk professionals, working across all lines of business across USAA operations (banking, insurance, investments) seeing the incredible growth first-hand. Working at USAA in Risk Management affords you the ability to be a part of USAA’s noble mission on a daily basis. We stand behind our 11 million members who rely on us every day. Utilizes advanced analytics to assess future risk, opportunities, and effectiveness and translates results into meaningful solutions to enhance decision making. Assesses and mitigates exposures through the identification of key and emerging risks in alignment with the risk strategy and appetite. Applies knowledge to produce analytical material for discussions with cross functional teams to understand complex business objectives and influence solution strategies. Produces and communicates analytical content for discussions with cross functional teams, governance committees and business process owners to influence business strategies. May create statistical reporting and financial analysis to forecast results for required stress test scenarios, including analyzing and challenging stress testing results and partnering with relevant functions to validate those results. May engage in model validations, produce model validation reports, measure and aggregate model risks, and/or report on model issues to committees, auditors, and regulators. Minimum Education & Experience: Bachelor's degree in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline required. 4 additional years of related experience beyond the minimum required may be substituted in lieu of a degree. 4 or more years related quantitative analysis experience in a discipline relevant to risk management to include statistical analysis, modeling, mathematics or other quantitative discipline or advanced degree/designation in Economics, Finance, Statistics, Mathematics, Actuarial Sciences, or other quantitative discipline and 2 or more years work experience in a quantitative discipline relevant to risk management or PhD in Economics, Finance, Statistics, Mathematics, or other quantitative discipline *Qualifications may warrant placement in a different job level* When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not able to change your responses. Preferred Skills: 4+ years of experience with Investment Risk modeling techniques (fixed income securities valuation, interest rate derivatives, VaR, Greeks, or stress scenarios) 4+ years of experience with Capital Markets or Investment Management: how the markets operate, what the products and main risk drivers are, how economic cycles work, how investment portfolios are constructed, and what are main methodologies to analyze portfolio risks Experience with at least one of the following investment risk solutions - BlackRock Aladdin, MSCI RiskManager, Bloomberg Port, Moody’s RiskFrontier, QRM or FactSet CFA and/or FRM certification or progress towards completion Strong knowledge of Python and/or R, SQL and Excel Advanced Degree in finance or other quantitative discipline Strong written and verbal communication skills The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job. At USAA our employees enjoy one of the best benefits packages in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goals. Relocation assistance is available for this position. For Internal Candidates: Must complete 12 months in current position (from date of hire or date of placement) or must have manager’s approval prior to posting. Last day for internal candidates to apply to the opening is 5/10/20 by 11:59 pm CST time. 28 days ago report job
Personal Lines - Pricing & Modeling Analyst;Python;USA;Fairfield, OH;The Cincinnati Insurance Companies;;;"Personal Lines - Pricing & Modeling Analyst The Cincinnati Insurance Companies48 reviews - Fairfield, OH Apply On Company Site Personal Lines - Pricing & Modeling Analyst - (2000196) US-OH-Fairfield DESCRIPTION  Make a difference with a career in insurance At The Cincinnati Insurance Companies, we put people first and apply the Golden Rule to our daily operations. To put this into action, we’re looking for extraordinary people to join our talented team. Our service-oriented, ethical, knowledgeable, caring associates are the heart of our vision to be the best company serving independent agents. We help protect families and businesses as they work to prevent or recover from a loss. Share your talents to help us reach for continued success as we bring value to the communities we serve and demonstrate that Actions Speak Louder in Person®.  If you’re ready to build productive relationships, collaborate within a diverse team, embrace challenges and develop your skills, then Cincinnati may be the place for you. We offer career opportunities where you can contribute and grow.  Start your journey with us The Cincinnati Insurance Companies is currently seeking a Modeling Analyst to work at our headquarters located in Fairfield, Ohio..  Be Ready To: develop and maintain multivariate pricing and underwriting models for personal and business insurance. develop and maintain retention, conversion models, price elasticity, marketing, and life-time value models. develop and maintain territorial pricing models. develop and maintain claims and operational models  QUALIFICATIONS  Be Equipped With: advanced skills in Statistics, Mathematics, Economics, Actuarial Science, or other related fields programming experience is a plus (e.g. Python, R, VBA) exemplary analytical and problem-solving skills excellent verbal and written skills for communicating with both internal and external business partners You've Earned: Bachelor’s degree in a quantitative field (e.g. Economics, Finance, Mathematics, Statistics, etc.)  Enhance your talents Providing outstanding service and developing strong relationships with our independent agents are hallmarks of our company. Whether you have experience from another carrier or you’re new to the insurance industry, we promote a lifelong learning approach. Cincinnati provides you with the tools and training to be successful and to become a trusted, respected insurance professional – all while enjoying a meaningful career. Enjoy benefits and amenities Your commitment to providing strong service, sharing best practices and creating solutions that impact lives is appreciated. To increase the well-being and satisfaction of our associates, we offer a variety of benefits and amenities. Learn more about our benefits and amenities packages.  Embrace a diverse team As a relationship-based organization, we welcome and value a diverse workforce. We grant equal employment opportunity to all qualified persons without regard to race; creed; color; sex, including sexual orientation; religion; national origin; age; disability; or any other basis prohibited by law. Learn more about the Federal Employment Notices. 30+ days ago report job"
Credit Risk Portfolio Officer;Python;USA;Los Angeles, CA;City National Bank;;;"Credit Risk Portfolio Officer City National Bank263 reviews - Los Angeles, CA Apply On Company Site Responsible for portfolio risk monitoring, identification and mitigation strategies for commercial and/or retail portfolios. Develops and recommends the 1st LOD's credit portfolio strategies to improve portfolio efficiency that will ultimately enhance shareholder value. Responsibilities Conduct ongoing reviews to monitor portfolio performance; identify areas of weakness (and strength) in performance. Develop insight into reasons for performance deviation. Promptly advise senior management of any changes in the trends (rating migration, delinquency, collateral, concentration, disruptors, KRIs, originations, etc) Responsible for the ongoing risk management, performing credit quality assessments and related reporting of their assigned credit portfolios Responsible for the development, execution and management of reporting and analytical needs for Portfolio Credit Risk Management Analyze, monitor, report and recommend changes to concentrations by industry, size and risk ratings to improve portfolio diversification Monitor, track and report on Risk Appetite metrics and concentration limits. Review and challenge business units credit risk and portfolio strategies, and provide feedback on new (or significant enhancement to) products or service that have credit risk Review credit risk and reward strategy changes of assigned portfolios and provide management recommendations to optimize risk-return characteristics Work with SVP to establish portfolio credit risk management performance guardrails and evaluate performance Utilize sensitivity analysis, stress testing, market trend, and other analytical methodologies to anticipate any credit trends or deterioration and obtain insights into portfolio performance and market opportunities Collaborate with SVP in creating and delivering presentations for senior management that include portfolio activities, analytics of risk, performance, emerging trends and opportunities Lead the development of analytics and advanced visualization to assist with portfolio credit risk surveillance. Typical functions are loss forecasting, mix management, risk appetite management, collections strategy, and reporting related to KPI's that affect portfolio surveillance such as first pay defaults, no payment, charge off and loss rates Track policy exceptions that will provide meaningful feedback to understand credit portfolio risk, future potential credit problems, and provide feedback to Credit Policy team to review and enhance underwriting guidelines Ensure the quality and data integrity of the monthly and quarterly reports sent to Senior Management, CNB Committees and Board. Coordinate activities with other departments in the bank responsible for risk management including Credit Administration and Credit Risk Review. Explore the use of new data sources within the organization decision making function Complies fully with all Bank Operational and Credit policies and procedures as well as all regulatory requirements (e.g. Bank Secrecy Act, Know Your Client, Community Reinvestment Act, Fair Lending Practices, Code of Conduct, etc.). Basic Qualifications Minimum 5 years of experience in credit risk portfolio management, credit administration, loan origination, and/or credit analysis Minimum 3 years of banking experience BS/BA degree in Finance, Economics, Mathematics, Statistics or related field Skills and Knowledge MBA preferred with emphasis in finance with strong statistical and economics background Strong experience in Banking with experience in portfolio management, credit analysis; credit administration, loan origination, credit analysis; In depth knowledge of portfolio management practices; credit administration; loan underwriting standards; Problem solving; analytical; written and oral communication; organized; ability to understand and convey concepts; ability to deal with ambiguity; computer proficiency; Ability to assess and quantify economic risks associated with lending and credit. Excellent skills working with large time-series data. Statistical background with data exploration and analysis using R, Python and Excel is required. Experience with Tableau or other visualization tools is preferred. Ability to take complex problems and data and make sense by providing robust insights and solutions. Strong background in data analysis with ability to present complex technical solutions to business teams. Represents basic qualifications for the position. To be considered for this position you must at least meet the basic qualifications.  City National Bank is an Equal Opportunity/Affirmative Action Employer, Minorities/Females/Individuals with Disabilities/Veterans  Note: This preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.  Note: Candidates should be advised that City National Bank does not pay interviewee travel expenses or relocation expenses for candidates who are hired unless previously agreed. #LI-BP1 #gd-bp #ca-bp Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled 30+ days ago"
Quantitative Researcher, Global Quantitative Strategies;Python;USA;Chicago, IL;CITADEL ENTERPRISE EUROPE LIMITED;;;
Research Analyst, Communicationsnew;Python;USA;San Francisco, CA 94103 (South of Market area);Square;;;
Investment Strategy Analyst;Python;USA;Portland, OR 97239 (Corbett-Terwilliger-Lair Hill area);BMO Financial Group;;;
Junior Quant Trader (Asian Market Hours);Python;USA;Chicago, IL 60654 (River North area);Old Mission Capital;;;
Term Research Assistant;Python;USA;Cambridge, MA 02138 (Riverside area);National Bureau of Economic Research;;$56,000 a year;
Analyst I;Python;USA;Atlanta, GA 30339;Gas South;;;
Quantitative Researcher;Python;USA;Rowayton, CT;Graham Capital Management, LP.;;;
Quantitative Researcher (Capital Markets) - Analyst / Associ...;Python;USA;New York, NY 11205 (Clinton Hill area);Sumitomo Mitsui Banking Corporation;;;
Head of Quantitative Research;Python;USA;Chicago, IL;Northern Trust Corp.;;;
SSGA Summer Intern -Investments;Python;USA;Boston, MA;State Street;;;
Quantitative Researcher, Global Quantitative Strategies;Python;USA;Chicago, IL;CITADEL ENTERPRISE EUROPE LIMITED;;;
Research Analyst, Communicationsnew;Python;USA;San Francisco, CA 94103 (South of Market area);Square;;;
Investment Strategy Analyst;Python;USA;Portland, OR 97239 (Corbett-Terwilliger-Lair Hill area);BMO Financial Group;;;
Junior Quant Trader (Asian Market Hours);Python;USA;Chicago, IL 60654 (River North area);Old Mission Capital;;;
Term Research Assistant;Python;USA;Cambridge, MA 02138 (Riverside area);National Bureau of Economic Research;;$56,000 a year;
Analyst I;Python;USA;Atlanta, GA 30339;Gas South;;;
Quantitative Researcher;Python;USA;Rowayton, CT;Graham Capital Management, LP.;;;
Quantitative Researcher (Capital Markets) - Analyst / Associ...;Python;USA;New York, NY 11205 (Clinton Hill area);Sumitomo Mitsui Banking Corporation;;;
Head of Quantitative Research;Python;USA;Chicago, IL;Northern Trust Corp.;;;
SSGA Summer Intern -Investments;Python;USA;Boston, MA;State Street;;;
Quantitative Researcher, Global Quantitative Strategies;Python;USA;Chicago, IL;CITADEL ENTERPRISE EUROPE LIMITED;;;
Research Analyst, Communicationsnew;Python;USA;San Francisco, CA 94103 (South of Market area);Square;;;
Investment Strategy Analyst;Python;USA;Portland, OR 97239 (Corbett-Terwilliger-Lair Hill area);BMO Financial Group;;;
Junior Quant Trader (Asian Market Hours);Python;USA;Chicago, IL 60654 (River North area);Old Mission Capital;;;
Term Research Assistant;Python;USA;Cambridge, MA 02138 (Riverside area);National Bureau of Economic Research;;$56,000 a year;
Analyst I;Python;USA;Atlanta, GA 30339;Gas South;;;
Quantitative Researcher;Python;USA;Rowayton, CT;Graham Capital Management, LP.;;;
