Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Ingénieur d’études et développement JAVA J2EE (F/H);Altea;France;France;None;None;Vous êtes passionné(e) par votre métier et avez une expertise dans le développement informatique, vous trouverez chez Altea de quoi combler vos attentes ! Nous recherchons plusieurs Développeurs JAVA/J2EE (F/H) sur Marseille et Aix en Provence. Votre mission, si vous l’acceptez ? Accompagner le développement de notre société :). Nous vous proposons des projets de grande envergure en programmation orientée Objet en langage JAVA JEE. Doté(e) d’une formation type ingénieur informatique (bac+5), vous justifiez d’une expérience d’au moins 3 ans en tant que développeur JAVA JEE. Vous êtes très à l’aise avec JAVA, J2EE, Spring, Hibernate, et AngularJS. Mais également les technologies d’intégration continue telle que Jenkins et Maven. Vous êtes polyvalent, innovant, curieux et technophile. Vous faites preuve d’autonomie et de prise d’initiative, vous êtes à l’aise avec les méthodes agiles (Scrum, Lean). Fort d’un esprit de synthèse, d’analyse, vous êtes rigoureux et organisé. N’hésitez pas à postuler ! We Hiring ! Altea SI est une société experte en développement de projets informatiques dans le domaine des nouvelles technologies de l’information. Cette expertise se traduit par des missions et projets, tant en Assistance Technique (développement ou production et infrastructure) qu’au Forfait (développement ou Tierce Maintenance Applicative). Nous aidons nos clients à maîtriser et à utiliser au mieux tout le potentiel de la technologie. Nous les accompagnons sur des missions de transformation ou de pérennisation de leur Système d’Informations, pour eux et avec eux. Une carrière chez Altea, c’est plusieurs trajectoires possibles, en fonction de vos aspirations et dans le respect de nos valeurs : honnêteté responsabilité entrepreneuriat humanité Notre succès dépend de la contribution des femmes et des hommes qui composent nos équipes. C’est pourquoi nous veillons en permanence à la sécurité de leur environnement de travail, au développement de leurs compétences et à l’optimisation de leurs performances.
Stagiaire Développeur fullstack JAVA J2EE ANGULAR H/F;RS2i;France;Levallois-Perret (92);Stage;None;Au sein d’une équipe de 15 personnes en charge de la gestion et de la dématérialisation des contenus médias (GED), tu seras amené à participer au développement d’un projet basé sur des technologies innovantes. Ce que nous attendons du Stagiaire Consultant fullstack @RS2i (liste non exhaustive): Participer à la phase d’instruction, conception et spécification de la solution, Développer les applications, Effectuer la recette et la mise en production, Procéder à l’exploitation et à la maintenance de la Solution. Tu auras l’occasion d’exercer tes talents sur les technologies suivantes : Java/J2EE (Servlets / JSP / EJB / CAMEL / WebServices SOAP & REST), Front-end : Angular, AJAX, EXT, Base de données : SQL Server, ORACLE, Produits ECM : ALFRESCO, OPEN, TEXT, TESSI. Profil requis Issu(e) d'une formation BAC+5 de type Ecole d'Ingénieur ou Universitaire, tu es passionné(e) par le développement et les nouvelles technologies. Tes principaux atouts pour réussir à ce poste : Ta connaissance en base de données ainsi qu’en Java / J2EE, Ta capacité à travailler en équipe, avec une réelle autonomie et un esprit méticuleux, Ta curiosité intellectuelle pour les technologies Web.
Développeur Full Stack JAVA (H/F);Groupe Créative;France;Paris (75);CDI;None;LES MISSIONS QUI TE SERONT CONFIÉES : Nous recherchons pour l’agence de Paris, un(e) Développeur(se) Full Stack qui intégrera une équipe dans le cadre de l’évolution d’applications WEB dans un environnement AGILE. Totalement intégré à une équipe pluridisciplinaire, ton rôle sera de participer activement à la conception et à la réalisation d’une application. Tu devras être force de proposition sur l’architecture de l’application dans une optique de modularité, de robustesse et d’optimisation des performances. PARLONS DE TOI ! Chez CREATIVE, on aime la diversité, y compris dans les caractères et personnalités ! Pour ce poste, tu as toutes tes chances si tu as : Un bon relationnel, organisé(e) avec l’esprit d’équipe et autonome et à l’écoute Une bonne connaissance des plateformes B to B avec une orientation plutôt technique Une solide expérience de support technique et assistance aux clients (minimum 5 ans) Que tu as déjà géré une activité du support 24/7 Que tu as déjà collaboré avec des prestataires externes et/ou avec des équipes localisées à l’étranger Tu as une bonne connaissance des environnements techniques suivants : Javascript ( Angular JS 1.5 minimum, React, Karma,/Jasmine), Java 8 (Spring, spingboot), Intégration continue (Jenkins, gitlab CI) Si en plus de tout cela tu as une bonne connaissance de : Jenkins Pipeline / Gitlab HTML5/CSS3 Git (feature branching) Pratiques de conception web (bundles de ressources, minification, ex. WebPack) Rest Container ( ex DOCKER) Alors FONCE ! POURQUOI NOUS CHOISIR Notre agence parisienne fait peau neuve et vient de s’installer dans 6ème arrondissement de Paris sous les toits du boulevard Saint Germain des Prés. Nous avons misé sur un aménagement confortable et propice à la bonne ambiance ! Ce qui nous caractérise : la proximité, l’écoute, et l’ouverture d’esprit, dans une ambiance fun et détendue ! Chez nous, on aime les moments de partage et de détente autour d’activités sportives ou ludiques, et de soirées entre collègues. notre implication dans de nombreux évènements numériques locaux, dont tu pourras être l’ambassadeur CREATIVE. notre expertise technique est notre ADN ! Tu auras l’opportunité de travailler au sein de notre filiale entièrement dédiée à la recherche et au développement : CREATIVE Innovation. … Et pour plein d’autres raisons dont nous parlerons de vive voix ! Poste en CDI Lieu du poste : Région Parisienne Salaire selon profil et expériences
Ingénieur développement java (H/F);IT link;France;Brest (29);CDI;None;Le poste  Nous recherchons un ingénieur en développement JAVA (H/F) afin d’intervenir sur les tâches suivantes:  Analyser les besoins qui vous seront confiés  Réaliser les spécifications techniques et fonctionnelles  Participer aux différentes phases du développement  Intégrer les solutions logicielles  Produire de la documentation technique  Faire évoluer l’architecture dans des domaines techniques innovants  Apporter des solutions novatrices et pragmatiques aux équipes projet  Tester la/les application(s)  Profil recherché : Pour mener à bien votre aventure, vous devez avoir acquis des connaissances qui vous seront précieuses :  Le développement d’applications en Java côté back-end  La maîtrise de nouvelles technologies pour le front-end  Si possible la maîtrise des frameworks tels que N-Tiers, GWT  À propos  Depuis plus de trois décennies, IT Link innove aux côtés des acteurs majeurs de l’industrie et des services.  Notre mission : faire évoluer les systèmes connectés pour optimiser et créer les produits et services d’aujourd’hui et de demain.  Notre savoir-faire repose sur 8 pôles d’expertise au cœur des systèmes connectés.
Software Developer Full Stack (JEE/Angular);Wolters Kluwer;France;Paris (75);None;None;Wolters Kluwer est un leader mondial de l’information, des logiciels et des services. Nos clients sont des professionnels du droit, des chiffres, de la santé et de la conformité. En France, Wolters Kluwer compte 400 collaborateurs et est particulièrement réputé dans le domaine du droit avec les marques Lamy et Liaisons Sociales . Nous fournissons à nos clients une information juridique, actualisée en permanence, en papier et online à travers notamment la base de données Lamyline , Crid’Online, des logiciels de gestion pour les cabinets d’avocats et directions juridiques (Kleos et Legisway), une offre de formations et de conférences, ainsi qu’un service d’annonces et formalités légales. Wolters Kluwer Legal Software est un éditeur international de premier plan de solutions logicielles juridiques innovantes. Au sein de Wolters Kluwer Legal Software, nous mettons en œuvre la gamme de produits LOP, solutions de gestion Web pour les cabinets d’avocats. Le produit LOP est déployé auprès de nombreux cabinets. Nous recherchons un/une : DEVELOPPEUR FULLSTACK CONFIRME H/F Au sein de l’équipe R&D, participer aux développements, aux évolutions et à la maintenance de la nouvelle plateforme supportant le produit LOP. Vous interviendrez plus particulièrement sur l’interface graphique de cette plateforme, développée en Angular (v8) et Kendo UI, ainsi que sur la réalisation des services REST utilisés par cette interface. Vos missions Participer avec l’équipe R&D à la conception et au développement du logiciel LOP en intégrant des nouveaux composants à son interface graphique (Angular 8 et Kendo UI) ainsi que des services REST sous-jacents (Java/Jersey/JPA). Participer avec l’équipe R&D aux activités de test, correction, et maintenance du logiciel. Profil Expérience de 2 à 5 ans dans un poste de développeur fullstack Très bonne maîtrise de Java, de Jersey, de JPA et d’Angular (6/7/8). La connaissance de Kendo UI est un plus Utilisation régulière de gestionnaire de source (GIT) Bonne connaissance des outils de développement (Eclipse, Visual Studio Code, …) Attentif à la qualité du code et la robustesse des développements réalisés Bonnes qualités relationnelles et esprit d’équipe et de coopération Bonne autonomie Curiosité technique, et capacité à appréhender de nombreuses technologies (back & front) Anglais technique All Locations: FRA-Paris-Rue Fructidor
INGENIEUR DEVELOPPEMENT LOGICIEL JAVA/C++ F/H;Médiane Système;France;Saint-Étienne (42);Temps plein, CDI;33 000 € - 38 000 € par an;Et si nous parlions directement de ce qui vous intéresse ? Descriptif du poste Au sein d'une jeune entreprise stéphanoise concevant et fabricant des testeurs de composants électroniques, vous intervenez avec l'équipe en place sur la conception, le développement et le support des suites logicielles (en JAVA ou C++) permettant de piloter les instruments et analyser les résultats. Dans le cadre de projets innovants, votre travail consistera à concevoir des logiciels afin d'utiliser les produits au maximum de leur potentiel : pour cela, vous êtes force de proposition et participez pleinement à l'élaboration de ces produits. Vous pourrez être amené, selon vos compétences, à développer les couches logicielles bas niveau, proche de l'électronique. Vous travaillerez en méthode agile dans un contexte international (déplacements ponctuels à l'étranger). Descriptif du profil De formation Bac+5 en informatique industrielle, vous avez une première expérience en développement logiciel en C++ ou JAVA et vous aimez travailler en équipe dans l'élaboration complète d'un produit à haute technicité. Vous avez des connaissances en électronique qui vous permettront d'échanger avec les designers Hardware du produit. Vous maîtrisez l'anglais à l'oral comme à l'écrit pour faciliter les contacts avec les différents clients. Si cette opportunité vous intéresse, postulez pour prendre contact avec notre agence de Lyon ! Type d'emploi : Temps plein, CDI Salaire : 33 000,00€ à 38 000,00€ /an Expérience: developpeur logiciel java ou C++: 1 an (Souhaité)
Tech lead Full Stack Java / JS;Delia Technologies;France;Nantes (44);Temps plein, CDI;40 000 € - 50 000 € par an;"Delia Technologies #LaDevOpsFamily Delia, c’est la jeune ESN nantaise basée à La Cantine qui souhaite casser les codes du service IT. Loin de prétendre pouvoir construire seuls cette jeune structure, nous sommes partis d'une page blanche pour construire jour après jour un modèle collaboratif et engagé. Exit le babyfoot et la borne d’arcade, c’est par nos valeurs et le sens de nos actions que nous cultivons l’esprit Delia et ce sentiment d’appartenance qui nous est cher. Nous ne recherchons pas un profil mais une personne... Vous êtes avant tout un ingénieur passionné mêlant savoir-faire et savoir-être. Vous venez du monde de la technique et avez développé de réelles compétences sur les nouvelles technologies. Votre parcours vous a amené à réaliser des missions d'ingénierie ou conseil à forte valeur ajoutée. Votre expérience en tant que leader vous permet de construire une vision et donner un cap à vos équipes. Votre expertise vous apporte bien plus qu’un job, vous aimez la partager et l’enrichir ! Vous savez construire une solution adaptée aux attentes de vos clients. Vous connaissez très bien l'écosystème tech de la métropole nantaise et souhaitez vous y investir. Vous voulez animer... En tant que leader, vous serez amenés à participer au développement de notre équipe sur les technologies autant Front que Back. Nous vous donnerons les moyens de parfaire vos connaissances tout accompagnant nos jeunes pousses dans leur montée en compétence. Encadrer la veille technologique, formaliser nos offres, participer à la vie de la communauté Tech nantaise feront partie de vos réalisations. Les missions clients qui vous seront confiées... Concentrées sur la Métropole nantaise, vous serez amenés à intervenir au sein de projets Agiles pour réaliser des missions en adéquation avec vos compétences et appétences. Travailler de concert avec les responsables Technique et Fonctionnel Concevoir des plate-formes complexes répondant aux exigences métiers Réaliser de la veille technologique pour proposer des solutions toujours plus performantes et adaptées Semer ici et là notre ADN DevOps Guider et inspirer les jeunes pousses de vos équipes pour les faire monter en compétence Le tout dans un environnement en lien avec vos appétences technologiques : JavaScript, ReactJS, VueJS, Angular, Java EE, Spring, Struts, Hibernate, API RESTful, Docker, Jenkins, Git... Vous êtes prêt ? Nous vous encouragerons à participer activement aux Meetup et événements nantais de référence (DevFest, Web2Day, Digital change, Agile tour...), que nous soyons organisateur, sponsor ou simple participant. Et par-dessus tout, vous contribuerez au développement de Delia en proposant, en organisant ou simplement en participant à des initiatives fun et engagées ! Ça vous dirait un séminaire Kitesurf ? ;) Vous n'avez pas prévu de passer votre carrière comme collaborateur Delia ? Sachez que si un jour il vous vient une folle envie de monter votre propre projet, nous saurons vous accompagner avec autant d’enthousiasme que vous aurez pu nous en apporter ! Chez Delia, nous n’acceptons pas seulement la différence, nous la cultivons et la soutenons pour l’intérêt de notre famille. Delia se veut une entreprise responsable socialement en proposant des projets et en soutenant les initiatives de l’ensemble de ses collaborateurs sans distinction, jugement ou préjugé. Soyez vous-même, vous nous plairez ! Avantages : Participation au transport RTT Titre-restaurant / Panier Épargne salariale Type d'emploi : Temps plein, CDI Salaire : 40 000,00€ à 50 000,00€ /an Expérience: tech lead full stack java / js ou similaire: 2 ans (Souhaité)"
Head Of Engineering (H/F);Universign;France;Paris 9e (75);None;None;Universign est le pure player de référence sur le marché de la confiance numérique. Pour convaincre et fidéliser nos clients sur un sujet aussi sensible que celui de la transaction en ligne, nous visons l’excellence et innovons au quotidien. Mais chez Universign, on sait aussi être exigeant et détendu. Eh oui, chez nous travailler doit rester un plaisir. Alors on innove aussi pour nous, pour créer un environnement de travail aussi stimulant qu’épanouissant pour tous. Que vous soyez un gros gamer ou branché permaculture, vous vous sentirez chez vous. Alors, on n’est pas bien, là ? Et vous savez qu’on n’arrête pas de grandir et qu’on recrute ? Eh oui, Universign renforce son équipe engineering et recrute un : Head of engineering (H/F) Votre to-do est toute prête : Définir l’architecture de la solution et les projets d’évolution. Garantir la cohérence technique de la solution et arbitrer les choix techniques. Définir les procédures et les règles de fonctionnement des équipes. Définir et mettre en place des indicateurs permettant de valider la qualité des développements. Organiser et structurer les équipes encadrées (développement et R&D) avec l’organisation de relais internes au sein des équipes. Assurer un management de proximité, le suivi et l’animation les équipes encadrées. Réaliser le reporting concernant les travaux des équipes Assurer une veille technique permanente. La touche Universign : Nous avons préparé une période de formation et d'intégration avec des rendez-vous internes, un On boarding kit, des ateliers méthodologies et outils, et même un parrain. Nous proposons également des tickets restaurant, un co financement d'activité sportive, des horaires flexibles, la possibilité de travailler en remote, un petit déjeuner hebdo avec la team, Nespresso à volonté, des blinds déjeuner avec les collègues et des fruits frais chaque semaine.  En plus d’être rigoureux, fort de conviction, un vrai fédérateur et agile dans l’âme, ce qui nous plairait chez vous, c’est : Une parfaite maîtrise des concepts avancés de développement informatique (ex : Dependency injection, Event Sourcing, DDD, Architecture microservice, Design REST...) Une très grande expérience en développement Java Une très grande expérience de développement de microservices Une bonne compréhension des exigences de sécurité applicative Une bonne compréhension des problématiques « Front » Une bonne maîtrise des bases de données relationnelles et NoSQL Vos atouts complémentaires : Une bonne connaissance du framework Spring est un vrai plus Un diplôme d’une grande école d’ingénieur en informatique et une expérience de 15 ans dont 5 ans dans l’encadrement d’équipes de développement seront des prérequis pour venir relever nos défis techniques.
LEAD DEVELOPER J2EE H/F;GROUPE AFONE;France;Angers (49);Temps plein, CDI;34 000 € - 44 000 € par an;"Avec plus de 170 collaborateurs basés à Paris, Angers, Milan et Madrid, AFONE se tourne résolument vers l’Europe et ambitionne de devenir l’un des acteurs majeurs du paiement européen. AFONE PAIEMENT, filiale du Groupe AFONE, est le 2ème opérateur français à avoir été agréé Etablissement de Paiement par l’ACPR et propose aujourd’hui de nombreuses solutions de paiement à ses clients composés principalement de professionnels. En parallèle, nous lançons, à l’échelle européenne, une activité de type néobanque destinée aux particuliers et professionnels. Pour renforcer notre équipe de dév et faire évoluer nos solutions de paiement existantes, nous sommes à la recherche d’un Lead Développeur J2EE. Suivant la méthodologie Agile Scrum et au sein de nos équipes techniques, vos principales missions seront : Assurer l’architecture, la conception et le développement de solutions de paiement, Assurer la validation des choix techniques avec le chef de projet ; Etre un référent technique pour l’équipe, Etre garant des bonnes pratiques de développement (tests, relecture de code). Contribuer aux études (nouveaux projets, profils clients) Assurer l’accompagnement de prestataires ou stagiaires De formation Ingénieur informatique ou équivalent (bac+4/5), vous justifiez d’une expérience réussie de 3 ans minimum dans l’étude et le développement de solutions logicielles (Java 8+) sur des environnements de services avec des impératifs de production (sensibilité des données, flux importants liés aux transactions bancaires…), et disposez idéalement d’une appétence pour la sécurité du développement (environnement PCIDSS). Passionné par les nouvelles technos, vous disposez de qualités relationnelles certaines qui vous permettent de mener à bien vos projets en respectant les délais dans un esprit ” service client “. Vous avez par ailleurs un bon niveau d’anglais pour interagir avec les équipes commerciales italiennes et espagnoles. Chez nous, le stack technique est le suivant : Langage : Java 8 et + Environnement JEE : Spring, Spring Boot, Tomcat, REST, Hibernate/JPA, Maven, Lombok, Swagger Logiciels : Eclipse/IntelliJ, Git, Gitlab, Sonar, Postman BDD : MySQL, Redis Avantages : Titre-restaurant / Panier Participation au transport Type d'emploi : Temps plein, CDI Salaire : 34 000,00€ à 44 000,00€ /an Expérience: developer j2ee : 3 ans (Requis) Formation: Bac +3 (Licence / Bachelor) (Requis)"
Développeur Full stack Java/Angular;SQLI France;France;Levallois-Perret (92);CDI;None;Créée en 1990, SQLI est une agence internationale avec un positionnement unique au confluent du conseil et de la technologie. Ses 2400 collaborateurs sont répartis dans 32 agences dans 13 pays : France, Suisse, Belgique, Espagne, Luxembourg, Pays-Bas, Danemark, UK, Allemagne, Suède, Maroc, Afrique du Sud. Le Groupe SQLI a réalisé en 2018 un chiffre d'affaires de 232 M€. Depuis le 21 juillet 2000, la société SQLI est cotée sur Euronext Paris (SQI). Nous vous accompagnerons dans l’expression de vos talents (certifications, formations, développement de partenariats avec les éditeurs, prise de parole lors de conférences techniques, publications dans la presse et le Blog /www.technologies-ebusiness.com/...).  Site web : http://www.sqli.com  Vous souhaitez vivre une expérience unique au sein de la BU Java de SQLI en région Parisienne ? Rejoignez plus de 60 collaborateurs et accompagnez notre croissance chez nos différents clients (notamment dans les secteurs de l’énergie, de l’assurance et de la banque) !  En tant qu’Ingénieur Concepteur Développeurs full stack, vous aurez pour missions : De participer à la mise en place d’une architecture microservices basée sur une démarche DDD et un écosystème innovant : java8, kafka, spring boot, Kubernetes, CDC,…. De développer en respectant les bonnes pratiques de production logicielle et de CraftsManship De participer et animer les sessions d’analyse des besoins des utilisateurs De recueillir et analyser les besoins métiers, apprécier le modèle standard et spécifiques pour le déploiement de solutions Front performantes De participer à la Rédaction de cahiers des charges et spécifications produits D’être acteur de la mise en œuvre du projet  Au-delà de votre projet, vous contribuerez au développement de notre communauté, en participant par exemple aux meetup et publication d’articles dans le but de partager vos expériences et d’apprendre de vos collègues. Retrouvez plus d’informations et tous nos articles SQLI ici : https://www.sqli-digital-experience.com/le-blog Vous êtes un développeur full stack avec 5 ans d'expérience minimum et souhaitez évoluer dans un environnement Java 8, JEE, Spring, Hibernate, Angular au sein d’une architecture micro-service.  Toujours en veille, vous êtes à l’affût des nouveautés technologiques et vous aimez échanger et participer à l’animation interne (Events, conférences, communauté Backend SQLI, meetup, etc…)  L’agilité, votre envie et votre capacité à grandir techniquement, votre goût pour le partage et le travail en équipe vous poussent à aller plus loin et voir autrement. Vous vous sentez libre d’oser et de vous surpassez en proposant vos idées.  Environnement technique : Idéalement, vous maîtrisez plusieurs des technologies Java >=8 et les différents frameworks : JavaScript (Angular ou Vue), les DevTools pour debug, NodeJS et son écosystème, REST Angular Les frameworks spring (boot, mvc ,data ,batch,etc.) et hibernate Vous avez des connaissances sur les principes DevOps (en Docker, Ansible, Kubernetes et les outils Github, Gitlab et Jenkins) Vous avez une expérience dans le choix des bases de données (SQL ou NoSQL) les mieux adaptées Join us ! Toutes les offres proposées par SQLI Groupe sont ouvertes aux personnes en situation de handicap.  CULTURE & VALEUR  × Des futurs collègues passionnés et expérimentés qui pourront vous faire progresser (et pas uniquement au babyfoot) ! × Une société qui vous formera (techniquement, sur le développement personnel ou encore les compétences métiers) via des organismes externes ou notre propre institut (https://www.sqli-institut.com/) × Des événements (tels que des afterworks, meetup, dîners) pour partager des moments privilégiés avec vos collègues × Un team leader RH qui suit votre évolution de carrière et qui vous met en relation avec des référents techniques (communauté inter-projet) × Vos nouvelles idées seront les bienvenues, soyez force de proposition ! × Venez travailler sur le cœur du système de nos clients × Des possibilité de mobilités inter-BU et géographiques
Analyste Développeur Éditique (H/F);ASSU2000;France;Noisy-le-Sec (93);None;None;Dans le cadre de son développement et afin de renforcer ses équipes, notre Direction des Systèmes d'Informations recherche son prochain Talent pour compléter son équipe d'Experts ! En collaboration avec le Responsable du Service Support Informatique, vous avez pour mission de créer et de maintenir l'éditique utilisée dans notre logiciel de gestion destiné aux clients et partenaires du Groupe. Vous analysez et développez les applications informatiques éditiques selon les cahiers des charges fournis par le chef de projet, vous prenez en charge les tests de qualification et accompagnez les recettes et vous effectuez les maintenances évolutives et correctives allouées. Vous assurez également le support aux utilisateurs des applications éditiques.  Titulaire d'un Bac +3/5 dans le domaine informatique, vous justifiez d'une première expérience significative sur des fonctions liées aux technologies orientées « business » (JAVA/J2EE). Votre rigueur et votre sens de l'organisation vous permettent de gérer efficacement et simultanément de nombreux sujets. Autonome et force de proposition, vous faites preuve d'initiative dans le cadre d'une démarche d'amélioration continue. Vous appréciez le travail en équipe et les environnements de travail agiles et dynamiques. Reconnu pour votre sens du service et votre pédagogie, vous avez le goût de la satisfaction client. Une connaissance ou expertise autour de plusieurs de ces domaines serait un plus : • Frameworks JAVA (hibernate, spring, EJB, SWT/RCP, maven, JUnit) • Linux, Shell, scripting, SQL (environnement Oracle RDBMS de préférence), XML, JSP, HTML • Solutions de Contente Management (ECM) d'output management • Solution complète de composition documentaire • Sharepoint, WSDL, Javascript, BPM, JRules, Spring, PL/SQL, Python, UML, RUP La connaissance du monde de l'assurance saura être appréciée. Ce poste d'Analyste / Développeur Éditique (H/F) est à pourvoir immédiatement en CDI au sein de notre siège social situé à Noisy-le-Sec (à 15 minutes de la gare Saint-Lazare par le RER E). Rejoindre le Groupe ASSU 2000, c'est intégrer une entreprise connectée, audacieuse et agile. C'est évoluer au sein d'un marché diversifié et dynamique. C'est aimer relever des challenges quotidiens. C'est accepter de se réinventer. Parce que nous misons sur la valeur et l'engagement de nos collaborateurs et souhaitons nous inscrire dans la pérennité, nous recrutons à 99% en CDI.
DEVELOPPEUR JAVA (H/F);Euro Information;France;Cergy (95);Temps plein, CDI;None;Euro Information, filiale Informatique du groupe de bancassurance Crédit Mutuel, conçoit, réalise, maintient et exploite un système d'information commun utilisé par le Groupe.  Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3200 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.  Retrouvez l'ensemble de nos films métiers sur https://www.e-i.com/fr-fr/videos  Mission principale  L'ingénierie d'Euro Information conçoit, réalise et déploie des outils destinés aux informaticiens de l'entreprise. Dans ce contexte, Euro-Information renforce l'équipe en charge de la gestion des sources et de la fabrication des logiciels des filières zOS et Windows pour participer au projet visant à améliorer et outiller le processus de développement et le système de tests automatiques en intégration continue qui sera mis à disposition des informaticiens. Pour renforcer l'équipe pour les développements RTC, nous souhaitons trouver un profil de développeur JAVA pour les développements et support RTC.  Activités et tâches spécifiques  Vos missions s'articuleront autour des tâches suivantes : Analyse et conception autour de RTC/IDz pour nos différentes filières (Cobol, C, C#, SQL, Java) Développements serveur RTC : extensions, webservices Java, interfaces Web ... Développements clients : IHMs, plug-ins Eclipse/IDz Installation et configuration des outils RTC et IDz sous Windows, Linux et z/OS (USS) Documentation technique et fonctionnelle Support utilisateurs Ouverture et suivi des incidents auprès du support IBM Technologies utilisées : Java, Eclipse, PDE, EMF, OSGi, p2, AspectJ, JUnit, SOAP, Ant, XML, XSD, JSON, SQL DB2, PowerShell, cmd, Bash, HTML, Javascript, Dojo  Connaissances et compétences  De formation supérieure en informatique (Ecoles d'Ingénieurs, Université ou équivalent), vous avez au minimum 5 ans d'expériences en développement JAVA.  Vous avez également de l'expérience sur le développement des extensions pour Eclipse, ainsi que sur les outils de gestion de sources et d'intégration. Vous savez rédiger des spécifications techniques. Vous savez identifier les points d'extensibilité des solutions du marché pour identifier les opportunités d'intégration dans un contexte d'entreprise.  La connaissance des environnements mainframe serait un plus. Savoir-être - savoir-faire  Vous savez faire preuve de créativité, êtes rigoureux et savez travailler en autonomie. Autres informations  Le poste basé à Cergy est à pourvoir en CDI dès que possible.  Vous bénéficierez d'avantages « Convention Collective Banque » comme : 13ème mois, RTT, Prime d'intéressement et de participation, Abondement, Conditions bancaires avantageuses, Régime de Frais de Santé et de Retraite très attractif, Et encore plein d'autres avantages à découvrir... Vous évoluez dans un environnement stimulant basé sur un management de proximité. Un Groupe qui s'engage pour ses salariés par la formation et l'évolution professionnelle. Vous recherchez un projet innovant Alors Rejoignez la Team EI en postulant!
Développeur Java & intégrateur – Innovation & Atlassian;ovyka;France;Paris (75);None;35 000 € - 55 000 € par an;La société Ovyka est une jeune société très dynamique, en forte croissance. Elle conseille les grandes sociétés dans l’acquisition et l’implémentation de l’innovation informatique : Architecture du SI, solutions collaboratives et événementielles (réseaux sociaux internes, solutions Atlassian), Business Intelligence… Ses grandes références : Société Générale, Ingenico, LCL, Orange Labs, Gefco, Ericsson, Pharmagest. Ovyka bâtit depuis plusieurs années une forte réputation et de très bonnes références dans le conseil et l’intégration de l’innovation dans les grandes et petites entreprises. Nos clients ont besoin d’un conseil adapté à l’innovation, pour intégrer des technologies nouvelles et de nouvelles méthodes de collaboration, qui ont le plus souvent des implications de gestion du changement assez forte. Cette spécialisation nous permet de nous distinguer radicalement des SSII et des sociétés de conseil classiques, autant pour nos clients, que dans notre relation avec nos collaborateurs. Le profil De formation BAC+5, ingénieur informatique ou généraliste, ou de formation équivalente, vous justifiez dans l’idéal d’une première expérience significative dans le développement Java, vous permettant d’être relativement autonome dans votre prise de poste. Une expérience d’intégration de solutions NoSQL (ElasticSearch, Neo4j) serait un vrai plus. Vous êtes passionné d’informatique, et de l’innovation Vous avez le goût du challenge technique Vous êtes motivé, force de proposition Vous avez de fortes capacités analytiques Vous êtes autonome, rigoureux et structuré Le poste Poste de Développeur Java – Conception & Développement, Evolutions et maintenance de solutions collaboratives Atlassian (JIRA, Confluence) & réseaux sociaux. A ce titre vos missions sont les suivantes : Conception / Développement de solutions et plugins Java Déployer et maintenir des solutions collaboratives innovantes Gérer des sous-traitants (développeurs de plugins, de solutions intégrées chez nos clients) Force de proposition sur la conception des solutions clients Rôle de conseil technique expert en innovation pour nos clients Compétences clef Niveau d’expérience : passionnés avant tout, débutants acceptés Intérêt pour l’innovation et les nouvelles technologies Bon niveau en français et en anglais (Qualités rédactionnelles) Volonté, Motivation, Autonomie, Réactivité, Esprit d’initiative Des connaissances en architecture du SI & sécurité seront appréciées : Les compétences système / infrastructure / réseau sont un plus Mots clef Développement Java Solutions collaboratives Atlassian Développement agile Seraient un plus : Neo4J ElasticSearch Rémunération  35-55 k€ bruts suivant expérience
