Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Ingénieur programmation H/F;Segula Technologies;France;Fontenay-sous-Bois (94);None;None;"Description de l'entreprise Accélérez votre carrière au sein d’un groupe d’ingénierie mondial à forte croissance. Chez SEGULA Technologies, vous travaillerez sur des projets passionnants et contribuerez à façonner l’avenir au sein d’une entreprise pour qui l’innovation est indissociable de l’ingénierie. Impression 3D, réalité augmentée, véhicule autonome, usine du futur… rythment le quotidien de nos 12 000 ingénieux collaborateurs, pourquoi pas le vôtre ? À côté de chez vous ou à l’autre bout de la planète, vous trouverez chez SEGULA Technologies l’opportunité qui donnera un sens nouveau à votre carrière !  Description du poste Dans le cadre de nos activités ferroviaires, nous recrutons un Ingénieur programmation H/F pour le compte de l'un de nos clients acteurs majeur du ferroviaire. A ce titre vos missions sont les suivantes: Réaliser la documentation de l’outil (document de spécification, de conception et manuel utilisateur et de maintenance); Assister les opérateurs lors de dysfonctionnement; Assurer les évolutions de l’outil; Participer au maintien en condition opérationnelle de l’outil. De plus, il pourra être décidé de porter les outils de la première génération vers des architectures Big Data : Vous serez alors partie prenante dans cette activité. En plus, le titulaire prendra en charge la réalisation des maquettes et l’interface avec les équipes cliente en charge de l’implémentation des outils sur le Data Lake. Concernant cette génération d’outils, le Titulaire devra : Capter les besoins opérationnels auprès des systémiers Réaliser le cahier des charges des outils et/ou des évolutions Réaliser le maquettage en agilité Maintenir la maquette, tant qu’elle est en phase opérationnelle Assister les services pour le portage des outils et/ou des évolutions sur le data Lake  Qualifications Ingénieur programmation Perl, PHP, VBA, Python (4 à 6 années d’expérience) Savoir-faire métier: Connaissances avancées des langages de programmation : PgSQL, Perl, PHP, VBA, Python Connaissance des technologies Big Data mises en oeuvre Connaissance générale: Shell Bash, C#, JavaScript Environnement GNU/Linux Capacité à analyser Capacité à synthétiser Capacité à rédiger des documents techniques. Savoir être: Capacité à prendre des initiatives, être force de proposition Curiosité technique Capacité à s'adapter au contexte et au changement Autonome, méthodique et rigoureux  Informations complémentaires SEGULA TECHNOLOGIES est une entreprise attachée à la mixité et à la diversité, nous reconnaissons et recrutons tous les talents."
Développeur Python;SAS SERAPHIN INNOVATION;France;Paris (75);None;None;Type de contrat : CDD / CDI / Missions  Mission Tu pourras intervenir sur l’ensemble des projets en cours chez Seraphin. Nous développons des plateformes web pour proposer des services juridiques en ligne. Technologies utilisées : C# Python Elasticsearch MongoDB  Compétences attendues : Bon niveau d’anglais Capacité d’adaptation Curiosité Découvrir quelques notions de droit ne te fait pas peur !
APPR - BAC+5 - Développeur (se) Machine Learning F/H;Renault;France;Guyancourt (78);Apprentissage;None;Contexte - Environnement de travail  Le véhicule connecté, premier pas vers le véhicule autonome, est à l’heure actuelle l’un des plus passionnants et des plus bouillonnants domaines de recherche. L’automobile redevient à nouveau un objet futuriste en rupture avec nos représentations conventionnelles.  Vous intégrerez le groupe RENAULT, partenaire de l'alliance RENAULT-NISSAN-MITSUBISHI, qui ambitionne de devenir l'un des leaders mondiaux en matière de mobilité autonome, connectée et non polluante.  D’ici la fin du plan stratégique Drive The Future 2017-2022, 15 modèles disposeront de capacités de conduite autonome.  Vous évoluerez au sein de la Direction de la Recherche qui assure la prospective, propose des ruptures, incube et développe de nouvelles innovations pour le court, moyen et long terme.  Vous dépenderez du responsable de l'équipe Smart Services & Connectivity localisée au Technocentre Renault de Guyancourt  Vos missions  1) Maintenance et évolution plateforme Car Data management  Vous participerez à la mise en conformité GDPR de notre plateforme Car Data Management (plateforme cloud AZURE remontant des données véhicules en temps réel) Vous implémenterez en python des scriptes permettant à nos partenaires (internes et externes) d'accéder facilement à nos données Vous implémenterez (à partir de librairies existantes) un tableau de bord permettant de superviser le bon fonctionnement de la plateforme Vous serez également amené(e) à gérer des flottes de véhicules de test pour répondre à nos différentes expérimentations.  2) Deep Learning  Dans le cadre du projet Human Like Behavior consistant à rapprocher le comportement de la voiture d’un comportement Humain, vous implémenterez des algorithmes de Machine Learning utilisant les données Car Data Management. Vous clusteriserez des types de trajets, des styles de conduites, des contextes routiers à l’aide d’algorithmes de Machine learning 3) Proof of Concept  Vous serez amené(e) à programmer des Raspberry pi et des Arduino pour tester vos Algorithmes directement dans la voiture Qui êtes-vous ?  Vous souhaitez préparer un diplôme de niveau BAC+5 spécialisé Ingénierie en Informatique, en Master Machine Learning ou IA ou dans une discipline connexe et vous recherchez un contrat d'apprentissage.  Vous connaissez bien les techniques de base du ML, y compris les réseaux de neurones, les algorithmes de clustering, l'ACP, etc  Vous connaissez la programmation Python et au moins un framework DL (Pytorch, TensorFlow, Keras, ...)  Vous êtes curieux, vous avez un grand sens de l'autonomie, vous aimez travailler en équipe et vous avez la capacité de synthétiser et de communiquer le résultat de vos travaux  Vous souhaitez participer à l'aventure de l'automobile de demain? Rejoignez-nous!
Paris - Ingenieur Software & Firmware (H/F);Kickmaker;France;Paris (75);None;None;Crée en 2016, Kickmaker est une communauté de talents aux profils pluridisciplinaires et complémentaires, animés par la même passion pour les produits high-tech et les nouveaux défis d'industrialisation. Présents en France et en Chine avec plus de 130 collaborateurs, nous accompagnons nos partenaires grands groupes, PME et startups sur le passage du prototypage à la grande série de leurs produits haute-technologie. Notre modèle communautaire fort apporte une solution efficace aux challenges industriels les plus pointus. Kickmaker évolue dans la robotique, les véhicules autonomes, les drones, les objets connectés & les dispositifs médicaux avec une vraie culture du « make ». Nos valeurs Passion, Excitation et Bienveillance sont les piliers de Kickmaker et façonnent l'ambiance de solidarité et de persévérance qui règne au sein de l'entreprise. Si tu te retrouves dans ces valeurs et que tu as envie de te dépasser dans une structure qui te laisse l'opportunité de t'épanouir, rejoins-nous !  www.kickmaker.fr  Poste :  Dans le cadre de notre développement international, tu peux avoir l’opportunité de participer à des projets en robotique aux US.   Ça fait plus d’un an que tu proposes des idées à ta boite mais ce n’est jamais le bon moment pour les tester ? Pour nous aussi c’était comme ça… mais ça, c’était avant. Tes missions si tu les acceptes : Définition des besoins du projet, en fonction du client  Design et développement de la partie firmware/software  Tests unitaires, tests fonctionnels & documentation  Intégration et déploiement continu  Cycle itératif en sprint avec prise en compte des retours clients  Profil :  Equivalent Bac+5 en Master d’informatique ou d’ingénierie  Expérience en software et/ou firmware  Langages de programmation tels que C, C++, C#, Java Python ou autres langages similaires  Développement de logiciels applicatifs ou embarqués  Attiré par les challenges, bonnes compétences relationnelles, bonne adaptabilité, esprit proactif, esprit d’équipe et entraide  La maîtrise courante du français et de l’anglais technique est un must, celle d’une autre langue (en particulier le chinois) sera évidemment un plus.
Stage recherche – Parallélisation et optimisation de parcour...;Altran;France;Rennes (35);Stage;None;Ce stage se subdivise en deux axes de recherche : Une optimisation des algorithmes utilisés pour les pré-calculs d’itinéraires. Il s’agit d’optimisations techniques d’une part, avec l’exploitation des subtilités du langage (JAVA), une mise en parallèle des étapes indépendantes de l’algorithme de calcul d’itinéraires, et d’autre part des optimisations de la méthode de calcul en elle-même. Une étude de pertinence des paramètres de la zone de recherche. La représentation initiale des données est une grille qui découpe une région géographique urbaine en zone de m². Le choix de cette valeur définit la granularité de la ville et doit permettre de minimiser le nombre de zones tout en minimisant la taille de l’approximation associée. De cette granularité dépendent également les temps de traitements, c’est donc un paramètre à explorer en détails afin d’établir le compromis entre la finesse de la granularité et la rapidité de traitement de l’algorithme. Vos responsabilités Ecole d’ingénieur ou Master informatique Compétences principales en JAVA, gestion de bases de données SQL, recherche opérationnelle, Python Bon relationnel, rigueur, autonomie, ouverture d’esprit Capacités d’analyse et de synthèse Maîtrise du français et de l’anglais Maitrise des environnements Windows et Linux Votre profil « Les nouvelles sortes de mobilité sont au cœur des problématiques de la société de demain. C’est aussi le sujet d’un des 6 programmes de Recherche & Innovation d’Altran : le programme Mobilité connectée – Comment sera conçue et organisée la mobilité de demain. C’est dans le cadre de cette réflexion sur le futur de notre mobilité que les équipes d'Altran Research ont eu l’idée de la station CONNECT : solution complète pensée pour répondre aux attentes des propriétaires de différents types de véhicules électriques(voiture mais aussi 2-roues électriques), tout en considérant la contrainte du temps d’attente lié au rechargement de ces derniers. » Dans le cadre de CONNECT, nous développons une application smartphone dédiée aux calculs d’itinéraires multicritères. A propos d’ALTRAN RESEARCH Altran Research est le département de Recherche interne d’Altran en France. Ses programmes de recherche adressent les domaines de l’e-santé, des transports terrestres et de la mobilité, de l’aéronautique et du spatial, de l’industrie et des services du futur, de l’énergie, des systèmes complexes. Les projets, développés dans une perspective de développement durable, font intervenir des expertises variées en vue de développer : de nouvelles méthodologies, de nouveaux outils, de nouvelles offres de services permettant d’apprécier la vraie valeur durable des solutions en évaluant leur impact social, environnemental et économique de nouveaux produits, démonstrateurs ou systèmes complexes. Ces solutions sont modélisées et validées, à la fois sur le plan fonctionnel, technologique et systémique. Altran Research intègre dès les premières phases de la vie d’un produit ou d’un service, l’ensemble des impacts potentiels d’une solution, et participe ainsi à la création d’innovations « responsables ».
Développeur·se full-stack Python en startup innovante (H/F);Smart Impulse;France;Paris (75);None;None;"MISSION Vous souhaitez contribuer activement au développement d'une entreprise à la pointe de l’innovation, dans un secteur porteur de sens et au sein d’une équipe experte et dynamique ? Smart Impulse recherche un(e) développeur(se) scientifique Python pour travailler en interaction proche avec son équipe R&D à l’architecture des données et à l’intégration d’algorithmes à la pointe mondiale de l’analyse des consommations électriques pour les bâtiments. Rattaché(e) au CTO, vous travaillerez au sein de notre équipe Software de haut niveau et en lien étroit avec nos experts R&D : vous serez impliqué dans la gestion de l’architecture des données, leur interaction avec les algorithmes et l’ensemble des data chez Smart Impulse en implémentant des modèles d’apprentissage ; vous serez impliqué dans l’intégration et les tests de nos nouveaux algorithmes ; vous participerez à l'exploitation de l'ensemble des données de consommations de nos clients ; vous serez à l'affût de nouvelles librairies et outils ; votre travail sera mis rapidement en production et auprès d’utilisateurs auprès de qui vous assurerez une bonne expérience utilisateur.  ENTREPRISE Smart Impulse est une entreprise innovante en croissance rapide, fondée en 2011 par trois ingénieurs de l'Ecole Centrale Paris, qui ambitionne de révolutionner le monde de la gestion de l'Énergie. Smart Impulse a développé un compteur électrique qui identifie la consommation de chaque type d'appareils dans un bâtiment. Ces informations servent ensuite aux gestionnaires de bâtiments pour identifier les leviers d'économies d'énergie. Smart Impulse est aujourd'hui une équipe jeune et dynamique de 23 personnes. Nos locaux sont situés dans le bâtiment “Cargo”, spécialisé dans l'hébergement de sociétés innovantes, dans le 19ème arrondissement. Les plus de Smart Impulse : une équipe jeune, dynamique et éco-responsable, passionnée par l'innovation et portée par les défis de l'efficacité énergétique. Régulièrement : des team-buildings, des conférences avec des personnalités de l'énergie et de l'environnement, des visites VIP, des foots, des surprises réservées par notre Comité des Fêtes. Rejoignez l'aventure ! Plus d'informations sur www.smart-impulse.com. CONDITIONS Emploi en CDI. Début dès que possible. Rémunération selon profil. PROFIL RECHERCHE Etat d'esprit Esprit d'initiative, autonomie, enthousiasme, envie d'apprendre/utiliser des technologies et outils les plus innovants, rigueur dans le développement, travail et communication en équipe, attrait pour les startups. Compétences techniques Bon niveau en algorithmique et mathématiques Au moins 1 an d'expérience en développement avec Python, bases de données Bonne maîtrise de Numpy, Pandas Familiarité avec la boîte à outils du développeur : git, tests, debugging, documentation, etc. Utilisation de Linux Anglais technique écrit Les plus Connaissances en outils de visualisation, développement web, big data. Intérêt pour le secteur de l'énergie, pour l'écologie.  CONTACT Pour répondre à cette offre, merci d'envoyer un e-mail à talents-rd@smart-impulse.com en joignant un CV et en présentant vos motivations."
Stage - Amélioration des modèles dynamiq. pour moteurs ayant...;Safran;France;Moissy-Cramayel (77);Temps plein, Stage;None;Safran est un groupe international de haute technologie opérant dans les domaines de la propulsion et des équipements aéronautiques, de l'espace et de la défense. Implanté sur tous les continents, le Groupe emploie plus de 92 000 collaborateurs pour un chiffre d'affaires de 21 milliards d'euros en 2018. Safran occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. Pour répondre à l'évolution des marchés, le Groupe s'engage dans des programmes de recherche et développement qui ont représenté en 2018 des dépenses d'environ 1,5 milliard d'euros.  Safran est classé dans le Top 100 Global Innovators de Thomson Reuters ainsi que dans le palmarès « Happy at work » des sociétés où il fait bon vivre. Le Groupe est en 4ème position du classement Universum des entreprises préférées des jeunes ingénieurs en France.  Safran Aircraft Engines conçoit, produit et commercialise, seul ou en coopération, des moteurs aéronautiques civils et militaires aux meilleurs niveaux de performance, fiabilité et respect de l'environnement. La société est notamment, à travers CFM International (société commune 50/50 entre Safran Aicraft Engines et GE), le leader mondial de la propulsion d'avions commerciaux courts et moyen-courriers.  Au sein de la direction des bureaux d'études système propulsif, le service Dynamique d'ensemble Moteurs en Service et Machines R&T pilote les charges de dimensionnement mécaniques et le comportement vibratoire pour les moteurs civils et militaires en exploitation, ainsi que pour les machines de démonstration technologique.  En participant à l'un de nos stages, vous aurez l'opportunité de comprendre les éléments dynamique des rotors et structures du dimensionnement d'un ensemble propulsif, les méthodes qui permettent de les estimer, et la manière dont ils sont utilisés par les concepteurs. Vous serez intégré à l'équipe d'ingénieurs soutenant le CFM56, moteur décollant toutes les 2 secondes dans le monde, et concevant les machines démontrant les technologies futures.  Votre mission consistera à implémenter et à tester de nouvelles méthodes de modélisation de l'interaction entre rotors dans les modèle de dynamique d'ensemble avec comme objectif d'améliorer la représentativité du modèle, et ses capacités de prédiction.  Le balourd mécanique est l'un des principaux contributeurs aux efforts dynamiques appliqués à la structure du moteur et de l'avion, pour lesquels elles doivent donc être dimensionnées. Il est essentiel de maîtriser la façon dont il excite les différents modes de la ligne d'arbre et de la structure.  L'objectif du stage sera de proposer et d'évaluer l'intégration de nouveaux modèles d'interaction de balourds entre lignes d'arbres dans le modèle d'ensemble moteur à partir des données d'essais disponibles ainsi que des pistes identifiées dans l'état de l'art :  Vous implémenterez des nouvelles modélisations dans le modèle éléments finis du moteur complet et/ou de machines d'essais Vous comparerez les résultats de ces modélisations avec les résultats d'essais et vous conclurez sur la représentativité de la méthode, ce qui vous permettra de développer votre esprit critique Vous contribuerez à l'évaluation des critères de dimensionnement des structures pour les architectures concernées. A travers ce stage, vous aurez l'occasion de prendre en main un modèle de dynamique d'ensemble, d'analyser des données d'essai, de comparer des résultats de calculs et d'essais, et d'échanger avec les concepteurs sur l'utilisation de ces modèles.  L'Open Rotor au banc d'essai à l'air libre d'Istres : https://www.youtube.com/watch?v=1Bs4ioNbrYA Etudiant(e) en dernière année d'école d'ingénieur, généraliste ou spécialisé en mécanique  Manipulation de Matlab et/ou Python, goût pour le traitement du signal, initiation au calcul par éléments-finis
Stage ingénieur en développement informatique - Suivi et ana...;Planisware;France;Paris (75);Stage;None;Société française à présence internationale, Planisware est l'éditeur du progiciel Planisware, leader mondial dans le domaine de la gestion de portefeuille projets et d’affaires. Depuis sa création en 1996, Planisware a toujours été rentable et connaît une croissance moyenne annuelle de 15 à 20 % pour atteindre désormais un chiffre d'affaires d'environ 80M€ et compte 400 collaborateurs dans le monde. Planisware a été reconnu par plusieurs analystes (Forrester, Gartner) comme la solution leader du marché du PPM (Project and Portfolio Management) et est implémenté chez plus de 250 clients, dont des grands comptes prestigieux français et internationaux (Airbus, Dupont, Sanofi, EDF, ArianeEspace, Renault, Genentech, Ford, …).  Ce que vous allez faire Stage rémunéré 1 750 € brut mensuel, au sein de l’équipe de développement avec perspective d’embauche. Planisware intègre un module de discussion à son logiciel afin de centraliser les échanges sur les projets et d’ajouter de nouvelles fonctionnalités se basant sur l’analyse du texte de ces conversations. L’objet de ce stage de 4 à 6 mois sera défini selon le profil du candidat parmi les trois axes suivants : enrichir l’interface du module, ajouter des branchements avec de nouvelles sources (APIs externes de messagerie) et développer de nouvelles fonctionnalités pour faciliter l’intégration dans l’outil des informations échangées, éventuellement basées sur de l’analyse de texte (extraction d’information, classement automatique, alertes automatiques…). Ce que nous attendons de vous De formation supérieure (ingénieur), vous possédez la culture technique nécessaire pour comprendre un produit et un domaine pointus. Vous êtes à l’aise avec un ou plusieurs langages de programmation et capable de prendre en main rapidement de nouveaux langages. La pratique du langage python sera un plus, de même que des connaissances en analyse sémantique / TALN pour le travail sur les fonctionnalités plus avancées. Environnement Une équipe jeune : Moyenne d’âge du bureau de Paris : 35 ans Une dizaine de profils juniors recrutés tous les ans Vie sociale : Activités sportives : Badminton, course à pied, basket, salle de sport à proximité, etc. Afterworks : Pots, soirées CE et autres évènements festifs organisés régulièrement Kick-off bisannuel : Tous les 2 ans, invitation à un kick-off dans une destination « paradisiaque » (Cancun, Punta Cana) tous frais payés. Évolution : Évolution en interne encouragée, au sein de l’équipe de développement ou bien vers les autres services (conseil, commercial) et / ou vers les autres bureaux (San-Francisco, Philadelphie, Denver, Munich, Tokyo, Tunis, …) Localisation : Châtillon Accessibilité : Métro ligne 13, Tram ligne 6 Nombreux commerces à proximité Gare Montparnasse à moins de 15 minutes  Remboursement 50 % du titre de transport Horaires flexibles Boissons à disposition Noël des enfants Vaccins antigrippaux Restaurant d'entreprise Cotisation mutuelle Évènements internationaux Primes
Alternant Data Scientist I4.0 F/H;Orano;France;Châtillon (92);Apprentissage, Contrat pro;None;Intitulé du poste  Alternant Data Scientist I4.0 F/H Type de contrat  Alternance Durée du contrat en mois  12 mois Vos missions  Intégré à la direction Innovation Orano, en lien avec les data scientists du groupe, vous contribuerez / piloterez des actions liées aux principales phases de projets data : collecte, préparation et structuration des jeux de données, feature engineering analyse statistique des données, modélisation des phénomènes étudiés, optimisation, recherche opérationnelle, machine Learning développement d'interfaces Homme-Machine d'applications à mettre à disposition des utilisateurs, experts et services demandeurs Vous participerez à des projets d'innovation menés en relation avec les BU du groupe, des partenaires start-up, des organismes de recherche, qui nous accompagnent dans la réalisation de certaines actions stratégiques de la roadmap data science. Vous intégrerez également la communauté 'data scientists et IA' du groupe et participerez aux actions organisées. Par vos apports techniques, vos compétences humaines, et les échanges avec les exploitants et les experts, vous contribuerez également à développer la culture de la Data au sein du groupe dans des domaines d'activité variés.  Qui êtes-vous ?  Vous êtes Bac+4 ou Bac+5 d'une école d'ingénieur ou Master 1 ou 2 en data science, Génie mathématique et statistique, Machine Learning et Intelligence Artificielle, et vous recherchez un contrat d'alternance. Vous maitrisez les outils de scraping, clustering, analyse de series temporelles, etc. Vous êtes pleinement autonome sur les codes et langages dédiés Data Science : R, Python, etc. Vous êtes curieux, rigoureux dans la gestion des projets, vous aimez les challenges techniques et êtes ouverts aux technologies I4.0.  Rythme de travail  Horaire de jour Métier  R&D, Innovation Localisation du poste à pourvoir Localisation du poste  Europe, France, Ile-de-France, Hauts-de-Seine (92) Ville  Châtillon  Sites d'Orano  Prisme Informations complémentaires Poste soumis à enquête administrative  Oui Exigences réglementaires  Non spécifié Poste autorisant le dépistage des stupéfiants dans le cadre de la prévention des addictions  Non Critères du poste demandé Niveau d'études min. requis  Grande Ecole, Master 2, DESS, DEA Déplacement  A définir Organisation  CORP - CSIR
Python Backend Developer;JOHN PAUL;France;Paris (75);None;None;ABOUT JOHN PAUL Since 2008, John Paul has helped brands and companies build customer and employee loyalty through a full suite of concierge services. Innovative and leader in its market, John Paul combines the unique know-how and expertise of its 700 Concierges with custom digital tools. John Paul has been part of the Accor group since November 2016. The Digital team at John Paul is inventing (and reinventing) a new generation of concierge services. Benefits of joining John Paul: – Being able to work on challenging and innovative products – Choosing your own hardware – Participating in activities with colleagues every week (challenges, breakfasts, happy hours, games…) – Advantages and preferential prices reserved for our members  ASSIGNMENTS We are looking for a Python backend developer who will tackle the following challenges: – Build APIs to serve our products and deliver business value to the end user – Apply norms and standards for our new API, from the architecture, security, performance and documentation standpoints – Clearly document work – Iterate fast from idea to architecture to code to tests to production – Keep making our tech stack more futuristic and entertaining – Help outline the next steps of our projects – Challenge the established ways to further improve the quality of our platform and the developer experience!  CANDIDATE PROFILE The ideal team member is someone with : – Strong Python/Django fundamentals – Good grasp of REST APIs – Experience setting up Continuous Integration / Continuous Delivery – Pragmatism, and ability to compromise between code quality and planning restrictions, while planning ahead and knowing when to iterate – Empathy and the desire to elevate those around them – First-hand knowledge that velocity and quality can go well together – The belief that, because our world is not perfect, code should be secure and fault-tolerant – An insatiable appetite for discovering new technologies, because they know that as a developer, they’ll have to learn new things continuously – Ability to write and talk in English Our current toolkit – Python 3.7, Django, Django REST Framework – Docker, Nomad/Consul/Vault – Gitlab & Gitlab CI – Salesforce Cloud – Vue.js – Kotlin, Swift Nothing is set in stone, this list will change, and you’ll provoke the discussion and take part in the decision.  APPLY This job is for immediate hire and is based in a nice and very well-placed office in Paris (le Marais). And if you’re interested but your background doesn’t match everything above, please don’t hold back and let’s talk! Your application should contain: – Your resume – Links to online profiles you use (GitHub, twitter, etc.) Reference: tech.dev.backend.junior
Data Scientist;Fideliz;France;Paris 9e (75);None;None;Le poste Spécialiste de la science des données, vous analysez les data (concernant les clients et les prospects) que l’entreprise collecte par différents canaux et la restituez sous forme de prospective, de conseils, d’améliorations du produit, du service, de formation en interne, de recommandations quant à l’efficacité de l’entreprise et de sa performance. Vous partez d’une problématique métier et identifiez les données dont l’entreprise a besoin pour la résoudre. Les missions Vous appréhendez et comprenez la problématique métier, qu’elle soit de nature marketing, marché, commerciale, fidélisation clients, etc. Vous concevez la modélisation statistique pour répondre à cette problématique. Vous déterminez les données pertinentes dont l’entreprise a besoin (déjà existantes ou à collecter via différents canaux, à consolider, modifier, transformer.) Vous analysez les données et restituez les résultats, de façon à répondre à la stratégie (marketing ou commerciale). Vous Diplômé d’une formation Bac +5 minimum, avec une spécialisation en statistique ou data science, vous justifiez d’une première expérience dans le domaine de la statistique et/ou du Big data. Vous maîtrisez les principaux logiciels statistiques (R, Python, SQL, SAS…) et vous disposez de connaissances solides en traitement de données et en modélisation statistique dans un environnement Big Data.
(ALTERNANCE) Développeur Python - Chez l’un de nos partenair...;OpenClassrooms;France;France;Temps plein, Apprentissage;None;La formation « Développeur d’Application Python » en alternance OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent ! L'objectif de la formation est de vous transmettre toutes les compétences clés pour exercer le métier de Développeur d’Application Python. Veuillez consulter notre brochure pour connaitre les conditions d’éligibilité et découvrir le contenu de la formation : https://openclassrooms.com/fr/paths/68-developpeur-dapplication-python/apprenticeshippdf Durée et rythme de cette alternance en ligne Cette formation dure 24 mois et vous mobilisera 5/7 jours. Le rythme de votre alternance est à définir avec votre entreprise, il est généralement 2 jours de formation et 3 jours en entreprise par semaine. Votre semaine sera divisée en deux parties. - Durant vos jours de formation : vous suivrez vos cours et réaliserez vos projets en ligne. Vous serez accompagné par un expert métier jusqu'à votre diplôme, avec qui vous aurez un rendez-vous chaque semaine en visioconférence. - Durant vos jours en entreprise : vous serez chez votre employeur et réaliserez les missions dont vous aurez la charge, afin de mettre en pratique tout ce que vous aurez appris. Contrat et rémunération Vous serez employé par votre entreprise dans le cadre d'un contrat d'apprentissage ou d'un contrat de professionnalisation. Nous vous invitons à vérifier votre éligibilité au contrat visé dans la brochure ci-dessus. Votre formation est gratuite pour vous, et vous bénéficiez même dès le 1er jour d’une rémunération correspondant à un pourcentage du SMIC (ou, dans certains cas, du salaire minimum conventionnel). Trouver votre entreprise d’accueil Si vous êtes sélectionnés pour intégrer cette formation après l’entretien d’admission, vous bénéficierez d’un coaching personnel gratuit de 2 mois pour vous aider à trouver votre entreprise d’accueil. Vous bénéficierez également de réseau d'entreprises et startups partenaires. Si votre profil correspond à leurs besoins, notre équipe travaillera en direct avec vous pour trouver le poste qui vous correspond, vous aider à décrocher des entretiens et vous accompagner pour la signature du contrat. Type d'emploi : Temps plein, Apprentissage Formation: Baccalauréat / Niveau bac (Souhaité) Langue: Français (Requis)
Ingénieur d’exploitation/développement de logiciel scientifi...;BUREAU INTERNATIONAL DES POIDS ET MESURES (BIPM);France;Sèvres (92);Temps plein, CDD;40 937 € - 43 418 € par an;"Le BIPM cherche à recruter un ingénieur d’exploitation et de développement de logiciel scientifique H/F ayant des connaissances dans les algorithmes mathématiques et le développement de logiciels afin de participer à la production et la publication des produits du Département du Temps. Le Département du Temps calcule et dissémine l’échelle de temps de référence internationale, le Temps universel coordonné (UTC), et établit la traçabilité au Système international d’unités (SI) des réalisations locales de l’UTC maintenues par les laboratoires nationaux. Le Département du Temps collabore ainsi avec environ 80 laboratoires du temps dans le monde ; il développe des algorithmes et des logiciels spécifiques et dispose d’un laboratoire équipé pour la caractérisation des équipements GNSS de transfert du temps. Principales fonctions et responsabilités Le/La titulaire du poste travaillera sous la supervision du directeur du Département du Temps et devra : Participer à la génération, validation et dissémination courantes de l’UTC, de l’UTC rapide et des services associés du département, en fonction d’un calendrier hebdomadaire et mensuel convenu. Soutenir de manière proactive la maintenance, l’évolution et l’amélioration des logiciels utilisés pour calculer l’UTC, dont la validation, la documentation et le contrôle de version. Contribuer à la maintenance et à l’amélioration des informations fournies sur le serveur FTP, le site internet et les bases de données du BIPM. Engager des échanges avec les laboratoires nationaux et répondre à ces derniers, notamment afin de les aider concernant les données qu’ils fournissent pour le calcul de l’UTC et de l’UTC rapide. Maintenir des listes de diffusion, échanger des emails et envoyer des documents selon les besoins. Formation Master ou équivalent dans des domaines techniques liés à la science, la technologie, l’ingénierie et les mathématiques. Expérience professionnelle Une expérience professionnelle dans les domaines spécifiques de l’analyse des données, de la métrologie et de l’application de méthodes mathématiques sera considérée comme un atout. Qualifications et compétences Compétences techniques en matière d’algorithmes de calcul et de langages informatiques tels que Fortran, Python, Matlab, Perl, MySQL et scripts Shell Unix. Bonnes capacités de communication verbale et écrite, en anglais et en français. Sens de l’engagement, de la rigueur, de la précision, de la transparence, et attitude proactive pour atteindre les objectifs. Aptitude spécifique à valider avec attention des résultats et à fournir une analyse méticuleuse. Flexibilité, fiabilité, autonomie, honnêteté, volonté de travailler en équipe et capacité de collaboration. Aptitude à travailler dans un environnement multiculturel et à maintenir de bonnes relations de travail à l'intérieur et à l'extérieur du BIPM. Conditions d’emploi Le BIPM offre pour ce poste un engagement de durée déterminée de cinq ans, à plein temps, avec une période d’essai initiale de six mois, renouvelable une fois pour une période de six mois maximum. Le BIPM propose un traitement brut annuel, en fonction des qualifications et de l’expérience du/de la candidat(e) sélectionné(e), compris entre 40 937 euros (Grade 7-1) et 43 418 euros (Grade 7-5), auquel s’ajouteront différentes allocations d’expatriation et familiales en fonction de la situation de l’intéressé(e). Les émoluments perçus au titre de ce poste sont exonérés d’impôt sur le revenu en France mais sont pris en considération pour le calcul du taux d’imposition effectif, en fonction de la situation matrimoniale de l’intéressé(e). Candidatures Un curriculum vitae (CV) complet et une lettre de motivation (en anglais et français) devront être adressés au plus tard le 31 juillet 2020 à minuit (Paris, heure locale) à recruitment at bipm.org. Les candidatures doivent comporter le nom de deux personnes référentes auxquelles il pourra être demandé des commentaires sur l’aptitude du/de la candidat(e) à occuper le poste (ces personnes ne seront contactées qu’avec l’autorisation préalable du/de la candidat(e). Seuls les candidat(e)s présélectionné(e)s seront contacté(e)s. Ils/elles pourront être invité(e)s, dans le cadre de la procédure de sélection qui devrait commencer en août 2020, à passer un test écrit et/ou à participer à un entretien à distance. Le Bureau international des poids et mesures (BIPM), situé à Sèvres (92), proche de Paris, est une organisation intergouvernementale dont la mission est d’assurer l’uniformité mondiale des mesures et leur traçabilité au Système international d’unités (SI). Son effectif est d’environ 70 membres du personnel permanents. Des informations sur le BIPM sont disponibles sur son site internet : www.bipm.org. Annone disponible sous : https://www.bipm.org/utils/en/pdf/vacancy-time-engineer-2020.pdf Type d'emploi : Temps plein, CDD Salaire : 40 937,00€ à 43 418,00€ /an Télétravail: Temporairement en raison du COVID-19"
