Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
Web Developer (Heroku);Mobilunity;France;France;None;None;"Mobilunity is a provider of dedicated development teams aiming to bring European corporate culture to the Ukrainian IT-labor market. Throughout all the years of our existence and until now, we’ve been working hand in hand with European companies as our primary partners. By our own example, we are proving that the dedicated team model works the best in all directions including employee’s interests as people have always been our main asset. Joining Mobilunity you won’t ever feel alone.  On behalf of our customer, Mobilunity is looking for a Web Developer (Heroku) .  The client itself is a leading provider of retail-specific cloud and mobile software, driving digital transformation for the world’s largest companies. It connects organizations, brands, technology and people through design-driven transformation, creating amazing customer experiences and building digital products. The company operates in America, Europe and Emerging Markets through its offices in New York, London, Paris and Tel Aviv.  Joining the development team you will get an opportunity to work on a fintech project and develop it from scratch by sharing your own professional experience with your colleagues.  Responsibilities: Design, develop, test, document and deploy high quality solutions via Heroku; Be able to analyse and review business, functional, and technical requirements; Document and develop code according to specifications and standards; Participation in daily meetings, stand ups, communication with a client. Requirements: 3+ years of commercial development experience (preferably with Node.js or Java); Proven working experience as a Full Stack developer; Experience in building solutions on Heroku Platform; Experience in building the database schema; Ability to multi-task in a dynamic environment; Good spoken and written level of English. Joining the team you will get: The friendliest community of like-minded IT-people; Open knowledge-sharing environment – exclusive access to a rich pool of colleagues willing to share their endless insights into the broadest variety of modern technologies; Mobilunity Medical Insurance program designed to attend our teams’ needs; Paid vacations and sick leaves, including 5 paid days per year that don’t require a sick note; Fair salary and 100% taxes coverage – don’t worry about possible taxes raise – we will get you covered; Perfect office location: city-center, 900m from Lukyanivska metro station, a green and spacious neighborhood with lots of cafes and supermarkets nearby; No open-spaces setup – separate rooms for every team’s comfort and multiple lounge and gaming zones on all of the 3 floors; English classes in 1-to-1 & group modes with elements of gamification; Neverending fun: sports events, tournaments, music band, multiple affinity groups. COME ON BOARD, AND LET’S GROW TOGETHER!"
Full-Stack Developers;Wonda VR;France;Paris (75);None;None;We're looking for Full-Stack Developers to join our quickly growing team and help us invent how we learn about the world in VR. Your goal is to design, architect & implement applications to support our ambition to build the largest collection of educational and documentary immersive VR content. You will work in feature team and should be comfortable with autonomy and ownership of large areas of the product. Responsibilities Participate in designing the architecture. Add new features and maintain the product. Continually improve code quality, performance, and reliability. Work on multiple parts of our product such as our backend, our players and our editor. Own one or more components of our stack depending on your experience. Requirements BS or Engineering degree in Computer Science At least 2 years of experience in a full-stack or similar position. Good understanding of modern web technologies and frameworks like ES6, React/Redux and CSS3. Proficient in building backend applications, preferably with Node.js. Experience with cloud environments such as GCP, AWS, … Experience with code versioning tools, preferably Git. Ability to write structured and maintainable code. Ability to work independently and to learn new technologies. Great to have Some React VR or WebGL experience. Some Mobile development experience. Video encoding and playback (HLS, DASH, ...). Perks Attractive salary Very pleasant offices near Bastille Health Care Plan Meal Vouchers Transport Availability: ASAP About Us At Wonda VR, we are on a mission to revolutionize how we discover and learn about the world around us. Founded by an award-winning team of creative storytellers and software engineers, we design intuitive tools and robust solutions to make the most of emerging VR, AR & MR technologies. Our flagship product: Wonda VR Studio & Publishing Suite, is an all-in-one mobile/desktop application to create and share immersive learning & discovery experiences easily and beautifully on all platforms. In 1 year, our platform has been chosen by over 5,000 creators, educators and communicators working for top brands and institutions such as Ebay, Cisco, NYU, Pearson or Harvard University.
Developpeur Back-End PHP-F/H;atecna;France;Paris (75);CDI;None;"ATECNA se compose de 8 communautés d’expertises, dont la Communauté Backend: une vingtaine d' Atecniens mutualisant leur connaissances et expériences pour grandir et anticiper les enjeux de demain. Notre objectif, continuer à faire grandir cette communauté, en phase avec nos valeurs : Humain, Proximité, Transparence, Efficacité, et la rendre incontournable sur le marché Parisien du digital. Pour cela, nous recherchons une nouvelle perle rare ! Un(e) Développeur(euse) réactif(ve), autonome, rigoureux(se) prêt (e) à relever de nouveaux challenges en PHP SYMFONY ! Tes missions Intégré(e) au sein d'une équipe spécialisée e-commerce, votre mission : Participer en support, à des projets de développement de grande envergure, tout en vous éclatant !! ? =>Techniquement parlant  Minimum 2 ans d’expérience en Développement PHP Symfony  Formation Bac+5 (Ecole d’ingénieur, Universitaire ou Autre)  L’Environnement E-commerce n’a pas de secret pour vous  Véritable adepte du PHP5 / PHP7  Les fondamentaux du Web à savoir HTML5/CSS3, JS, JQuery, …  Bonne maîtrise du Symfony 2 /3/4 …Framework qui n’a pas de secret pour vous  Véritable mordu de la technique tu es prêt à relever de nouveaux challenges et monter en compétence sur d’autres technologies  L’E-commerce est science infuse chez vous => Personnellement parlant  Vous êtes une personne autonome, dynamique, passionnée et ouverte  Être force de proposition quant aux choix techniques à prendre en fonction des projets de tes clients  Vous avez envie de sortir de votre zone de confort  Véritable passionnée de la technique, vous vous nourrissez sans cesse de veille technologique en vue de parfaire votre niveau de technicité  Anglais (Lu, écrit, parlé) Ton profil Si l’ensemble des informations attisent votre curiosité, avec l’envie de rejoindre une équipe jeune, dynamique et sans cesse en évolution ; n’hésitez pas à venir vers nous ! Le but étant de parler de vous, de vos aspirations professionnelles, de votre avenir, de nos projets communs mas surtout de ce que l’on peut s’apporter réciproquement. C’est de cette manière que nous créons nos meilleures collaborations : le SUR-MESURE !"
Développeur Data en alternance F/H;Manutan;France;Gonesse (95);Apprentissage, Contrat pro;None;Rejoignez notre aventure Manutan en intégrant l’équipe Architecture IT & Data en qualité d’Apprenti Développeur Data !  Responsabilités et missions du poste  Votre mission sera : Intégration de l’équipe architecture & data Participation aux études, projets et support, en lien avec les applications Middleware Conception de flux de données Animation des projets à l’aide des méthodes agile Pour cela, vous interviendrez en support à votre tuteur sur : Etudes d’architecture : Compréhension du besoin métier Participation aux analyses de scénario d’architecture Veille technologique sur les outils middleware (ETL, API Manager…) Projets : - Contexte européen Concevoir et développer des échanges de données et interfaces techniques Recette technique et fonctionnelle des solutions implémentées Support : - Assistance ces différents domaines métier de Manutan Gestion du support sur les applications Middleware De formation Bac+2 à Bac+4 en IT ou développeur informatique, vous êtes doté(e) de fortes appétences pour le développement informatique. Vous avez de bonne base en programmation de type Java, Javascript ou encore node.js. Vous connaissez les algorithmes. Le language SQL n'a pas de secret pour vous. Vous avez un excellent relationnel, savez vous organisez et travaillez en équipe.  Langues : Français, Anglais  Localisation : Centre européen du Groupe à Gonesse (95)  Nos sites www.manutan.com et www.manutan.fr vous parleront aussi de notre entreprise et des femmes et des hommes qui la composent.
DÉVELOPPEUR FULL STACK JS H/F;Talan;France;Paris (75);CDI;None;"Chez Talan Labs, le développeur full stack JS rejoint une squad pour créer une application multi-plateforme de qualité ou bien apporter son expertise sur un sujet précis Vos missions, si vous les acceptez : Cerner le besoin client et ses spécificités techniques ; Proposer les technologies ou Frameworks les plus adaptés ; Participer aux développements backend et frontend ; Veiller à la qualité de votre code (longue vie au code propre et aux tests !) ; Travailler en squad (agilité, qualité de code, performance, DevOps, etc.) ; Partager et développer vos connaissances (veille, pair programming, rayonnement par des conférences, partage des compétences, etc.) ; Innover et innover encore. Pour accomplir vos missions, voici les compétences clés : Vous êtes passionné par le code ; Vous connaissez le langage JavaScript sur le bout des doigts ; L’Atomic Design est un prérequis pour vous ; Les applications avec Redux / React ou Vue n’ont plus de secret pour vous ; Vous avez déjà utilisé la technologie Node.js pour créer des API Rest ou GraphQL ; Vous commencez à vous intéresser à des technos en langage fonctionnel comme ELM ou PureScript ; Vous êtes sensible au Software Craftsmanship, à l’Agilité et au DevOps. Nous recherchons avant tout quelqu’un de curieux, plein d’initiatives, qui a envie de partager sa passion. Le sens de l’humour et de l’auto-dérision sont un plus non négligeable !  Talan Labs est spécialisée en technologies numériques et approches innovantes. Notre mission : créer de la valeur chez nos clients sans sacrifier la qualité tout en recherchant l’excellence ! Que fait Talan Labs ? Talan Labs, c’est 12 Labs organisés autour de 2 piliers et un cœur : Un pilier d’expertise technologie autour de la Blockchain, IA, Big Data, IOT et les technologies web. Un pilier d’expertise méthodologique autour du Software Craftsmanship, DevOps, UX/UI Design, Legacy Remediation, et la transformation des entreprises vers des organisations agiles. Un cœur, baptisé Digital Factory, qui s’appuie sur ces 2 piliers pour développer des applications web et mobiles. Pourquoi Talan Labs ? Talan Labs met ses collaborateurs au centre de son développement : Un mentor pour accompagner chaque collaborateur ; Un parcours de progression et de formation adapté à chacun ; Des ateliers, dojos et katas pour le partage d’expérience et de compétences ; Du temps accordé pour participer à des conférences, à des projets innersourcés, faire de la veille et rédiger des articles ; Un accompagnement pour être speaker à des meet-ups ou talks ; Du temps pour tous se retrouver et partager."
Développeur full-stack JavaScript React / Node.js;Margo Conseil;France;Paris (75);CDI;None;"Safaa, Software Engineer chez Margo ""Jeune diplômée, j’ai eu la chance de rejoindre ce projet correspondant parfaitement à mes attentes. En effet, la stack technique correspond à ce que je cherchais, l’onboarding était parfaitement réussi, j’ai appris énormément de choses et je continue à en apprendre tous les jours. J’ai été très marquée par la bonne coopération et l’ambiance au sein de l’équipe.""   Engagée en faveur de l'égalité des chances, Margo vous informe que ce poste est ouvert aux candidatures de personnes en situation de handicap."
Développeur Back-end;Wilout;France;Cagnes-sur-Mer (06);None;None;Vos qualités principales sont les suivantes : concevoir et développer des solutions, sens de l’organisation, analyser les problèmes et les résoudre, autonomie, aptitudes à s’adapter et à relever des défis, rigueur et sens de l’anticipation pour mettre en œuvre des solutions innovantes. Compétences requises : Node JS HTML5 / CSS3 Java Script PHP (Notions) E-commerce Vos missions : Assurer un suivi et une maintenance au quotidien Concevoir et développer des outils numériques Optimiser les process
INTÉGRATEUR HTML/CSS/JS (F/H);SQLI;France;Lyon (69);CDI;None;A propos de SQLI Créée en 1990, SQLI est une agence internationale dédiée à l’expérience digitale et spécialisée dans la conception, la mise en œuvre et le déploiement mondial de plateformes de Commerce Omnicanal. Un positionnement unique au confluent du conseil, du marketing et de la technologie, permet à ses équipes d’experts d’accompagner durablement les grandes entreprises et marques européennes dans le développement de leurs ventes et de leur notoriété ainsi que leur efficacité, en réinventant l’expérience client, partenaire et collaborateur. Ses 2400 collaborateurs sont répartis dans 32 agences dans 13 pays : France, Suisse, Luxembourg, Belgique, Royaume Uni, Irlande, Allemagne, Suède, Pays Bas, Danemark, Espagne, Afrique du Sud et Maroc. Le Groupe SQLI a réalisé en 2018 un chiffre d'affaires de 232 M€. Depuis le 21 juillet 2000, la société SQLI est cotée sur Euronext Paris.  Site web : http://www.sqli.com Position Au sein de l’agence de Lyon, nous recherchons des Intégrateurs HTML/CSS/JS (F/H).  Vous travaillerez au quotidien en étroite relation étroite avec les graphistes, les développeurs et les chefs de projets. Profil Ce que l’on attend de vous ? Une maitrise du code HTML / CSS (SASS) / JavaScript et du Responsive Design Une forte sensibilité à la performance et à la qualité du code produit Un respect des normes d’accessibilité Être capable d’assurer une compatibilité avec les navigateurs moins récents (IE11) De bonnes connaissances de la stack technique Git / Docker / Jira etc. Les plus, vous : Maitrisez les CMS (Drupal et/ou eZ, et/ou Wordpress etc.) Avez de bonnes connaissances de Gulp.js / Webpack Avez déjà travaillé dans les environnements Angular / React / Vue etc. Connaissez l’Atomic Design / la méthodologie BEM / le Design System Savez travailler en mode agile Avez un bon niveau d’anglais Quels seront vos challenges ? Assurer la montée en compétences des profils plus juniors Contribuer aux dossiers d’avant-vente : chiffrage, définition de l’architecture technique etc. Être un membre actif de notre tribu Front (veille, animation d’ateliers, REX, partages inter Business Unit etc.)  De formation Bac+3/5, vous avez au minimum 2 ans d’expérience dans ce domaine. Si vous êtes passionné(e) par votre métier et savez le partager, ce job est fait pour vous !  SQLI Lyon, c’est : 250 SQLIens 120 clients Des missions de cadrage, d’expertise et des projets au forfait Un environnement propice au travail collaboratif : https://www.youtube.com/watch?v=kAbbOQ0FL5k Tickets resto, mutuelle +, CE, vestiaires/douches etc. Flexible work possible 1 jour/semaine ou 6j/trimestre tout au long de l’année  Votre futur écosystème : Une équipe dynamique d’une 30aine de passionnés Des projets digitaux pour des clients grands comptes à vocation internationale Des interactions avec nos communautés techniques Java, PHP, Mobile, .Net ainsi qu’avec nos équipes UX/UI  A compétences égales, toutes les offres proposées par SQLI Groupe sont ouvertes aux personnes en situation de handicap.
Développeur Full Stack ASP.NET, jQuery, Angular H/F;Esquisse Conseil;France;Lyon (69);Temps plein, CDI;36 000 € - 50 000 € par an;Poste en CDI chez le client Final Au sein d'un groupe de grande distribution spécialisée et sous la responsabilité du responsable d’études Digital, vous réalisez les développements des différents projets digitaux Front et Back-end (sites et application internet, tablettes, bornes, etc.) pour offrir les services attendus ainsi que la maintenance associée. Technologies utilisées : Développement Front et back : 100% custom en ASP.Net MVC, .Net Framework + Jquery + Angular 1 (projet de migration à l'étude) Développement Api : .Net Core Infrastructure : 100% intégrée sur Microsoft Azure Méthodologie : Evolution d'un cycle en V vers Agile Phase de conception technique / spécification A partir d’une expression de besoin et/ou d’un cahier des charges exprimé par le chef de projets, identifier les différents composants techniques à réaliser pour atteindre ce but. Étudier les différentes options techniques de réalisation et opter, avec l’aide du chef de projet, pour celle garantissant le meilleur compromis : simplicité, performances et évolutivité. Réaliser si nécessaire un prototype pour valider ces choix sur des critères objectifs. Rédiger les spécifications techniques. Phase de réalisation Prendre en charge le développement des composants identifiés. Réaliser des tests unitaires. Valider l’adéquation des développements aux spécifications détaillées. Les tests unitaires sont réalisés sur l’environnement de développement. Assurer une cohérence dans la réalisation de traitements similaires Tenir à jour l’outil de gestion des tickets de l’état d’avancement des travaux. Commenter au maximum les développements. Phase de tests Gérer l’intégration des différents développements dont vous avez la charge et assurer leur mise à disposition dans l’environnement de test et recette. Préparer l’environnement de recette pour les utilisateurs. Accompagner le Chef de projets dans la réalisation des tests fonctionnels. Réceptionner les anomalies et écarts constatés et formalisés par les utilisateurs. Les centraliser auprès du Chef de projets Phase de maintenance corrective et évolutive Assister le Chef de projets dans la reproduction des anomalies et la qualification des demandes d’évolution. Après test unitaires, intégrer les corrections et évolutions livrées dans le cycle de gestion de projet (phases de test, recette et mise en production). Votre but et de contribuer à l’attractivité du site internet du groupe et à l’atteinte des objectifs de performance (fonctionnalités, conversion, satisfaction, trafic, …). Apporter la meilleure expérience utilisateur possible sur les supports digitaux en développant les différents modules PROFIL : Formation développeur d’application Bac+2 minimum Connaissance des langages : .Net / HTML / CSS / JS Jquery / Angular) / SQL Expérience d’1 an minimum dans le développement d’un site e-commerce. Connaissance des pratiques, des usages, des technologies du digital (Internet, mobile, tablette, etc) et du e-commerce avec prise en compte parfaite des besoins/comportements client Serait un plus : Maîtrise de la méthode Agile avec sprint planning et Connaissance de Microsoft Azure Type d'emploi : Temps plein, CDI Salaire : 36 000,00€ à 50 000,00€ /an Avantages : Épargne Salariale Horaires Flexibles Participation au Transport Réductions Tarifaires RTT Titre-restaurant Travail à Distance Expérience: développeur ASP.NET: 1 an (Souhaité)
Lead Fullstack Developer Python/React.js 3-7 ans d'XP;Bankstore;France;La Défense (92);Temps plein, CDI;50 000 € - 65 000 € par an;Qu'est ce qui te ferait braver les transports tous les matins (sauf quand tu télétravailles) ? Et si tu prenais part en tant que pionnier(e) au développement de la solution qui va simplifier la vie des français dans l'accès au crédit (et bien plus par la suite) et qui leur permettra de vivre dans l'appart/la maison de leur rêve ? Tu es attiré(e) par : Des technologies à la pointe, et explores de nouvelles méthodes et approches innovantes L’autonomie, l'écoute et le bon accueil de tes propositions Transmettre tes connaissances et faire grandir ton équipe De réelles responsabilités opérationnelles et la participation aux choix tech Un environnement de travail startup Un poste ouvert et évolutif dans lequel t'investir Rejoins la team « Bankstore », Startup qui entreprend dans le secteur de la Fintech en apportant une solution inédite et novatrice, et révolutionne avec nous le monde de l’accès au crédit immobilier. De niveau bac + 5, tu cumules déjà quelques années d'expériences, 3 à 7 ans, dans un poste de développeur fullstack et de lead dev. Stack technique : Python (Django), en backend pour les API, les algorithmes de crédit scoring et la data science React.js (Javascript), en frontend sur sa dernière version exploitant les hooks et couplé avec Redux et Redux Saga Des compétences en Full Devops (GCP, Docker, Kubernetes, Terraform) seraient un plus. Ton rôle : Étant épaulés pour le lancement du MVP par une agence web spécialisée en Fintech, tu co-construiras avec eux la plateforme et pourras ainsi accroître tes compétences et acquérir la complète maîtrise de la solution. Tu participeras également aux recrutements et à la formation de ton équipe technique (cible: 1 à 2 recrutements supplémentaires d’ici fin 2020) En complément du développement du MVP à proprement parler, nous attendons donc de toi la capacité à : Construire la stratégie qualité, maintenabilité, sécurité (DevSec) et performance Orienter les choix de technos et d'architecture (stack, API management, Cloud DevSecOps) Mettre en œuvre une stratégie ominicanal : web, responsive, application mobile Challenger la roadmap et les fonctionnalités du produit, accélérer la fréquence de mise en production en rendant la software factory robuste (Participation aux spécifications techniques et d’architecture du produit) Trouver les approches les plus performantes qui feront la différence Et bien plus encore, car dans une startup, il n'y a que peu de cloisonnement... et c'est ce qui rend le projet fun et la progression exponentielle ! Le Package : Salaire : 50-65K€ selon expérience Type de contrat : CDI Bureaux dans l’ouest parisien Choix de ton matériel... Nos valeurs : Transparence (no bullshit) Confiance Accessibilité Sécurité Et pour ta sécurité et ta confiance dans l’aventure, nous n'avons pas fait de levée de fonds, car nous avons réussi une première expérience entrepreneuriale dans le même domaine. Notre modèle vise également à être rentable dès le 1er exercice. Alors, prêt pour un projet technologique innovant au service d’un monde plus simple et juste ? Type d'emploi : Temps plein, CDI Salaire : 50 000,00€ à 65 000,00€ /an Expérience: Dev. Javascript: 2 ans (Requis) Lead developer: 1 an (Requis) Dev. Python: 2 ans (Requis) Formation: Bac +5 (Master / MBA) (Souhaité) Télétravail: Oui
Développeur Mobiles Android;ILTR;France;Angers (49);Temps plein, CDI;None;Si les challenges vous plaisent, venez renforcer une équipe technique DEVOPS de 28 personnes chez un éditeur en forte croissance En France et en Europe pour un poste de Développeur Mobile Android Votre rôle Participer à l’analyse détaillée en fonction de l’étude des besoins des utilisateurs et de l’analyse fonctionnelle Réaliser les développements et les tests Réaliser la documentation associée Intégrer les projets R&D de l’entreprise Votre profil Vous êtes titulaire d’une formation supérieure en informatique (BAC +3 minimum) et vous avez acquis au moins 2 ans d’expérience dans le développement d'application mobile Android Vous maîtrisez l’environnement technique suivant : Android natif (Java), GIT, Retrofit, RxJava Connaissance AGILE / SCRUM appréciée Des compétences d'un Framework JS (ReactJs, VueJs, Angular...) serait un plus. Rémunération Selon profil Type d'emploi : Temps plein, CDI Expérience: développeur mobiles android ou similaire: 1 an (Requis)
Développeur web confirmé (F/H);Vigicorp;France;Nantes (44);Temps plein, CDI;None;Description du poste Vigicorp accélère son développement et renforce son équipe de développeurs pour soutenir sa croissance. Contexte Vous souhaitez travailler sur des projets à la pointe de l’innovation et rejoindre une équipe jeune et dynamique ? Vous avez frappé à la bonne porte et cette annonce risque fortement de vous intéresser ! Ce qu’il faut retenir de Vigicorp : c’est plus de 10 ans d’expertise dans le développement web & mobile. C’est aussi, la collaboration avec des grands comptes régionaux (Paridis, Manitou, Agence API, Lamotte) et nationaux (E.Leclerc, Total, Caisse d’Épargne). Et surtout, c’est une équipe de passionnés qui partage l’envie de créer des produits de qualité dans une ambiance conviviale où tout le monde progresse. Missions Assurer le développement technique des projets Manager et former une équipe de développeurs Garantir le respect des délais imposés S'assurer de la qualité du code Améliorer les process de développement Réaliser des revues de codes Participer à des études de chiffrage des projets Faire de la veille technologique Compétences techniques PHP, HTML, CSS, JavaScript Symfony, Drupal, Magento, WordPress, PrestaShop Node.js, Webpack GIT Base de données MySQL Qualités recherchées Bon esprit d’initiative Gestion de projet Responsable Autonome Rigoureux(se) Force de proposition Ce que Vigicorp peut vous apporter Intégrer une équipe dynamique qui cultive la bonne ambiance Rejoindre des passionnés du digital Profiter d’un cadre de travail agréable, sur les bords de Loire Une rémunération attractive en fonction de vos expériences et vos compétences Des avantages sociaux : mutuelle d’entreprise, carte Ticket Restaurant® Si vous vous reconnaissez dans cette offre d'emploi, envoyez-nous vite votre candidature. Lieu : Nantes (44) Poste à pourvoir dès que possible Avantages : Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Télétravail: Temporairement en raison du COVID-19
Développeur .NET FullStack (H/F);RIVALIS;France;Logelheim (68);CDI;None;L’Alsace tech étoffe ses équipes. Si pour vous .Net n’est pas juste une extension de domaine et que Vue.js n’est pas un produit pour nettoyer ses lunettes alors définitivement vous êtes au bon endroit! Comment se passera l’aventure ? Coder, coder et encore coder pour développer nos plateformes Saas qui comptent de très nombreux utilisateurs : API, code back et front Vue.Js au menu. Parmi les plats à déguster : entity framework, less, webkit, big query, redis, ... Que ce soit en télétravail ou en Alsace, vous serez entourés et accompagnés par nos 15 passionnés de l’équipe IT. Ils sont uniques mais ont tous en tête notre maxime essentielle : travailler sérieusement sans se prendre au sérieux. Votre profil est atypique ? Vous avez bourlingué et aimez mettre les mains dans le cambouis ? En plus vous souhaitez travailler avec des gens sympas ? Ça tombe bien...on est super sympas ! Alors postulez maintenant, vous n’êtes qu’à un clic de trouver votre bonheur : ) Type d'emploi : CDI Expérience: Développement Web: 4 ans (Requis)
Lead Fullstack Developer Python/React.js 3-7 ans d'XP;Bankstore;France;La Défense (92);Temps plein, CDI;50 000 € - 65 000 € par an;Qu'est ce qui te ferait braver les transports tous les matins (sauf quand tu télétravailles) ? Et si tu prenais part en tant que pionnier(e) au développement de la solution qui va simplifier la vie des français dans l'accès au crédit (et bien plus par la suite) et qui leur permettra de vivre dans l'appart/la maison de leur rêve ? Tu es attiré(e) par : Des technologies à la pointe, et explores de nouvelles méthodes et approches innovantes L’autonomie, l'écoute et le bon accueil de tes propositions Transmettre tes connaissances et faire grandir ton équipe De réelles responsabilités opérationnelles et la participation aux choix tech Un environnement de travail startup Un poste ouvert et évolutif dans lequel t'investir Rejoins la team « Bankstore », Startup qui entreprend dans le secteur de la Fintech en apportant une solution inédite et novatrice, et révolutionne avec nous le monde de l’accès au crédit immobilier. De niveau bac + 5, tu cumules déjà quelques années d'expériences, 3 à 7 ans, dans un poste de développeur fullstack et de lead dev. Stack technique : Python (Django), en backend pour les API, les algorithmes de crédit scoring et la data science React.js (Javascript), en frontend sur sa dernière version exploitant les hooks et couplé avec Redux et Redux Saga Des compétences en Full Devops (GCP, Docker, Kubernetes, Terraform) seraient un plus. Ton rôle : Étant épaulés pour le lancement du MVP par une agence web spécialisée en Fintech, tu co-construiras avec eux la plateforme et pourras ainsi accroître tes compétences et acquérir la complète maîtrise de la solution. Tu participeras également aux recrutements et à la formation de ton équipe technique (cible: 1 à 2 recrutements supplémentaires d’ici fin 2020) En complément du développement du MVP à proprement parler, nous attendons donc de toi la capacité à : Construire la stratégie qualité, maintenabilité, sécurité (DevSec) et performance Orienter les choix de technos et d'architecture (stack, API management, Cloud DevSecOps) Mettre en œuvre une stratégie ominicanal : web, responsive, application mobile Challenger la roadmap et les fonctionnalités du produit, accélérer la fréquence de mise en production en rendant la software factory robuste (Participation aux spécifications techniques et d’architecture du produit) Trouver les approches les plus performantes qui feront la différence Et bien plus encore, car dans une startup, il n'y a que peu de cloisonnement... et c'est ce qui rend le projet fun et la progression exponentielle ! Le Package : Salaire : 50-65K€ selon expérience Type de contrat : CDI Bureaux dans l’ouest parisien Choix de ton matériel... Nos valeurs : Transparence (no bullshit) Confiance Accessibilité Sécurité Et pour ta sécurité et ta confiance dans l’aventure, nous n'avons pas fait de levée de fonds, car nous avons réussi une première expérience entrepreneuriale dans le même domaine. Notre modèle vise également à être rentable dès le 1er exercice. Alors, prêt pour un projet technologique innovant au service d’un monde plus simple et juste ? Type d'emploi : Temps plein, CDI Salaire : 50 000,00€ à 65 000,00€ /an Expérience: Dev. Javascript: 2 ans (Requis) Lead developer: 1 an (Requis) Dev. Python: 2 ans (Requis) Formation: Bac +5 (Master / MBA) (Souhaité) Télétravail: Oui
Stagiaire Développeur front end H/F;L3M;France;Rosny-sous-Bois (93);Temps plein, Temps partiel, Stage;None;"Pour faire face à nos besoins en interne et à ceux des commerçants partenaires, L3M cherche son nouveau stagiaire développeur front-end ! Nous avons actuellement une boutique existante à maintenir et devons créer de nouveaux sites de e-commerce de A à Z (design, développement, vente). Nous souhaitons également développer des applications Shopify (plugin pour les boutiques). Vos missions seront les suivantes : Développer des thèmes from scratch Shopify à destination de nos clients Ajouter de nouvelles features aux thèmes pré-existants chez nos clients Maintien de nos sites existants et développement de nouveaux Conseiller les clients à l'utilisation de Shopify (choix d'apps, connaissance du backoffice...) Les technologies sont celles des thèmes Shopify, soit HTML / SCSS / Liquid / JS. La structure des thèmes Shopify étant très spécifique, nous mettrons à votre disposition des cours online pour vous former aux bonnes pratiques du développeur Shopify ;) Ne vous inquiétez pas cependant, avec le développement de thèmes from scratch, vous aurez de réels challenges techniques et une certaine liberté. Vous travaillerez avec un chef de projet qui sera le point de contact avec les clients. Le profil recherché : Solide connaissance et expérience front-end Intérêt et curiosité pour le HTML/CSS Intérêt pour le e-commerce, idéalement connaître un CMS Localisation : en remote pour le moment Compétences souhaitées html css javascript ajax jquery accessibilité référencement cms shopify liquid Début du stage : ASAP Type d'emploi: Stage de 6 mois minimum (temps plein ou partiel) possibilité de contrat à l'issue du stage sous condition Lieu d'exécution: Rosny sous bois, La Courneuve, télétravail. Type d'emploi : Temps plein, Temps partiel, Stage Type d'emploi : Temps plein, Temps partiel, Stage Expérience: développeur: 1 an (Requis) Langue: Anglais (Souhaité)"
