Poste;Métier;Pays;Ville;Entreprise;Contrat;Salaire;Description
Développeur Web F/H;Javascript;France;Nanterre (92);Orange Cyberdefense;CDI;;Nanterre (92) CDI about the role Au sein de l'équipe « Recherche, Développement et Produit » et sous la responsabilité de votre manager, vous aurez la charge de la conception et la réalisation de l'identité visuelle de plusieurs applications Web autour de projet interne en Cyberdéfense. Vous serez notamment amené(e) à contribuer à l'élaboration de l'identité visuelle et la cohérence (technique et ergonomique) des interfaces graphiques des applications développées par l'équipe RD&P. Vous serez également amené(e) à collaborer avec les équipes de communication pour la création des éléments graphiques des applications (illustrations, bannières, animations…), dans le respect de la charte graphique du groupe. Vous participerez à toutes les étapes de réalisation des applications (analyses, conceptions, développements, tests et recettes, documentations) sur les environnements techniques mis en oeuvre. about you De formation bac+5 minimum, ingénieur ou équivalent, vous justifiez d'une première expérience en développement web. Vous avez déjà implémenté des sites et applications web nécessitant l'intégration à des API tierces et avez connaissances des bonnes pratiques du Responsive Design. Environnement Technique : VueJs, Angular.js, React, Bootstrap.js, HTML5, CSS3, SCSS, JavaScript, TypeScript department Orange Cyberdefense Orange Cyberdefense est l'entité stratégique du Groupe Orange dédiée à la sécurité numérique. Nous accompagnons les entreprises de toutes tailles, organismes critiques, administrations et collectivités locales dans la conception de leurs stratégies de cybersécurité, leur mise en œuvre et leur gestion opérationnelle. Nous leur apportons notre expertise afin d'assurer le meilleur niveau de protection de leurs données, de leurs équipements et des services qu'ils offrent à leurs clients ou leurs administrés. Avec un CA de plus de 700M€ en 2019, plus de 3700 clients, et plus de 2100 experts dédiés à la cybersécurité, nous nous positionnons aujourd'hui comme le Leader européen sur le marché de la cyberdéfense. Notre vocation est de construire une société numérique plus sûre. contract CDI Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
FRONTEND DEVELOPER (REACT/JS) [CDI];Javascript;France;Paris (75);Hospitalink;Temps plein, CDI;;Paris (75) Temps plein, CDI DESCRIPTIF DU POSTE Ton impact au quotidien, c’est de changer celui des patients et des soignants à l'hôpital. Notre mission à du sens, et c'est ce qui nous motive en continu ️(surtout pendant cette période de crise liée au Covid-19) Aujourd’hui, Hospitalink c’est une entreprise en forte croissance. C’est pourquoi nous cherchons des personnes ambitieuses, compétentes et dynamiques pour nous accompagner dans l’aventure. Nous sommes une équipe de 6 personnes avec une dizaine de recrutements supplémentaires prévus d’ici la fin de l’année. Pour être honnête : la crise du Coronavirus a accélérée la machine et il y a vraiment du boulot. Dans ce cadre, nous recherchons un Frontend Developer. Les missions En équipe directe avec Dorian (CTO) et un Lead Developer, tu seras en charge de concevoir, développer et faire évoluer Hospitalink ainsi que ses différentes API et déployer ton code en production, dans une logique d’intégration continue. Ton rôle au quotidien sera défini en fonction de ton expérience et de tes attentes. Concevoir, développer, maintenir et améliorer notre produit, en mettant l'accent sur l'expérience utilisateur en collaboration avec les autres membres de ton équipe Participer à la conception et à l’implémentation de nouveaux produits et nouvelles fonctionnalités en itération constante Surveiller attentivement les performances et les erreurs afin de garantir une expérience unique Stack Front : Typescript, React, React Native Back : J2EE, Microprofile / Quarkus BDD : PostgreSQL, MySQL, MariaDB Cloud : AWS, Docker, K8S, ELK Les compétences requises Obligatoires: React Native (Expo) ReactJS TypeScript JavaScript Git Appréciées: Figma / Photoshop Docker Practices: Agile UI/UX PROFIL RECHERCHÉ Expériences et Diplômes Expérience en développeur Front End ou Fullstack en SaaS B2B (minimum 1-2 ans) Formation ingénieur (Bac+5) ou ayant fait une école des technologies du numérique (42, Epitech, Epita, …) Comment tu peux faire la différence Une solide première expérience chez un éditeur SaaS en e-santé Tu sais organiser et faire évoluer un projet technique Tu es pédagogue et tu as envie de faire grandir une équipe prometteuse Tes idées, propositions, critiques, commentaires, coups de gueule, cris de joie seront tous les bienvenus afin de faire avancer à très grande vitesse Hospitalink. Ce que nous t'offrons Une vraie expérience entrepreneuriale au sein du plus grand campus de startup au monde ! Un accès à des conférences, cours de sport, et pleins d'autres perks fournis par Station F Une équipe bienveillante et investie qui te coachera et t’aidera à toujours progresser La chance de participer à l’évolution de la e-santé, secteur en pleine ébullition! Être là au bon moment, au bon endroit. PROCESS DE RECRUTEMENT 1er entretien téléphonique 2e entretien physique et test technique avec Dorian, CTO 3e entretien physique avec Florent, CEO et d'autres membres de l'équipe INFORMATIONS COMPLÉMENTAIRES Type de contrat : CDI Lieu : Paris, France (75013) Niveau d'études : Bac +5 / Master Expérience : > 1 an Station F - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur web frontend;Javascript;France;France;Pertimm;;;France Développeur web frontend Qui est PERTIMM ? PERTIMM est un des leader de la recherche multilingue intelligente. Notre solution ecommerce permet de créer des expériences utilisateur uniques, de forcer dynamiquement de nouveaux comportements et de driver instantanément l’impact business. La société connaît une forte croissance en France avec une clientèle constituée de grands groupes. Notre objectif est d’assurer à nos clients le meilleur de leurs données en temps réel. Pertimm est une entreprise qui innove et se réinvente en permanence ! Le projet viky.ai en est un exemple, PERTIMM a décidé de mettre à disposition de tous et gratuitement des années de recherche R&D en matière de NLP. « Mettre le NLP à la disposition de tous » C’est aussi ça la philosophie de PERTIMM. Pourquoi PERTIMM ? Parce que tu veux faire partie d’une équipe collaborative et dynamique, qui a pour but de mettre l’innovation au service du client. Nous recrutons les imaginatifs, les audacieux et ceux qui ne prennent rien pour acquis ! Si tu te reconnais, n’hésite pas à nous rejoindre. La mission : Dans le cadre de son développement, Pertimm recherche un Développeur web frontend. Vous serez amenés à contribuer à des projets ambitieux, à montrer vos talents et votre expertise au quotidien. Descriptif du poste : Recueil du besoin, conception, prototypage, développement, tests et optimisation des interfaces web jusqu’à leur mise en production. Mise en place de style guides, développement de composants d’interface. Amélioration et mise à niveau de projets existants. Comparaison et choix des technologies frontend, contribution aux décisions techniques et architecturales de nos produits. Revue de code en équipe et mise en place de tests automatisés.  Profil recherché : Diplômé(e) idéalement d’une licence, master ou école d’ingénieur, vous avez une bonne culture des standards du web et une appétence pour les experiences utilisateur soignées. Vous êtes en mesure de concevoir des applications web répondant aux exigences de qualité, d’accessibilité, de performance et d’ergonomie favorisant son utilisation optimale. Vous avez 4 à 5 ans d’expérience professionnelle en développement et intégration web. Vous avez une culture des tests automatisés et des méthodologies agiles. Vous maîtrisez le développement HTML, CSS, JavaScript, la mise en œuvre de design responsive et avez une bonne connaissance du protocole HTTP. Vous souhaitez travailler avec des technologies web modernes telles que ES7, Vue.js, Sass, websocket, webpack, yarn. Vous êtes capable de travailler sur des applications web basées sur des frameworks récents, le tout versionné sous Git. Les conditions de poste : Poste basé à Valence ou Caen (télétravail possible) Formation de Bac +3 à Bac +5 Rémunération entre 24K-45K selon profil Type d’emploi : CDI Contact : PERTIMM Développement 1240 Rue Léon Foucault – 14200 Hérouville Saint Clair @ : sebastien.blaisot@pertimm.com il y a 6 jours Signaler un abus
FRONTEND DEVELOPER;Javascript;France;Paris (75);QantEv;;;Paris (75) JOB DESCRIPTION Mission The technical team will design, engineer, and support a solution that needs to be intuitive, scalable, reliable, secure, and performant while conveying the broader vision of the company. The mission for our Frontend Developer, working as a team with our developers & data scientists, is to create the most reliable and performant SaaS ever. Improving our product with the latest technologies. And build the most user-friendly software for health insurance operations! PREFERRED EXPERIENCE Our stack We are a startup, our stack is evolving and is impacted by you! Our current stack looks like this: Front-end: JavaScript (ReactJS/Redux) Back-end: Flask, Elasticsearch Data/ML: Tensorflow, Scikit learn, Pandas Other: Git, Tensorflow, CircleCI (CI/CD) What we expect from you We are looking for a passionate Frontend developer, with a strong technical background and expertise. We progress in a fast-paced environment, facing great challenges in a growing team. Lead frontend projects from concept to completion. Write elegant and expressive JavaScript using the latest language features. Build beautiful and exciting UIs with great UX. Work with our team to negotiate APIs and collaborate on product requirements. Contribute to design and product UX daily by working directly with our Product team. Act as the end technical decision-maker for the front-end stack Ensure smooth deployment, continual operation Help in the scaling of the product Contribute to building our engineering team: participate in technical reviews, architecture, design systems… Requirements 1-3+ years of experience as a Software engineer Open-source contribution and Cloud experience are a bonus The ambition of delivering beautifuly crafted UIs & UXs User experience obsession. Our customer is our partner, our mission is deliver a simple and efficient software. Willingness to join a startup adventure and to build something big together ! Benefits Pass Navigo Lunchr Card Health Package Alan Startup spirit: flexibility, friendliness, proximity, flat hierarchy Responsibilities from day one! Attractive salary + Equity RECRUITMENT PROCESS Call - 30min Onsite - 1h30min + 30min ADDITIONAL INFORMATION Contract Type: Full-Time Start Date: 01 April 2020 Location: Paris, France (75013) Experience: > 1 year Station F - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur Javascript / Freelance;Javascript;France;Lille (59);Coriom Conseil;Temps plein, Freelance / Indépendant;;Lille (59) Temps plein, Freelance / Indépendant Coriom Conseil, réseau collaboratif d’indépendants spécialisés dans les missions de conseil et d’expertise auprès des organisations métiers, recherche pour un de ses clients de la métropole lilloise un Développeur Javascript.  Développeur JavaScript avec une forte affinité pour l’UX, vous aurez la charge du développement des tests AB et de certaines personnalisations, permettant d’améliorer les performances commerciales et expérientielles des sites internets du client . Vous serez positionné(e)s sur plusieurs projets en parallèle. Une expérience sur des outils d’AB testing (AB Tasty, Kameleoon, ) est en plus.  La mission couvre les aspects suivants : Participer à la priorisation et à la réflexion des AB tests  Définir la complexité et le moyen le plus efficient de développer les campagnes de tests  Développer des tests AB et les personnalisations via l’outil AB Tasty Collaborer avec les développeurs des autres features team web Compétences / Domaine d’expertise : Compétences mixtes entre le technique et le fonctionnel  HTML  CSS  JavaScript  Travail en feature team (Agile)  Anglais technique Qualités requises : Autonomie  Capacité d’écoute et d’adaptation  Aimer sortir des sentiers battus pour trouver la solution la plus efficiente pour un développement fonctionnel temporaire Moteur dans l’amélioration continue de l’équipe Esprit d’équipe et bonne humeur Freelance-info - il y a 8 jours - Continuer pour postuler Signaler un abus
Développeur Javascript/PHP Intermédiaire H/F;Javascript;France;Paris (75);Adimeo;;33 000 € - 35 000 € par an;"Paris (75) 33 000 € - 35 000 € par an Poste ouvert à Paris et à Metz Développeur Javscript et PHP H/F Intégré au sein de notre équipe technique et en collaboration avec les chefs de projet et l’équipe artistique, vos missions seront les suivantes : Concevoir une architecture et en développer les composants front et ou back. Produire un code de qualité et conforme aux bonnes pratiques. Tests, recettes et mise en production : Définir les protocoles de tests et les réaliser ; Intégrer ses développements dans le système de suivi de version du code des applicatifs. Suivi technique : Maintenance et résolution des problèmes Rédaction de documentation technique Votre profil Très bonne connaissance de PHP (langage et frameworks) et de JavaScript (langage et frameworks). Connaissance d’au moins un SGBD (Mysql, PostgresSQL,). La connaissance d’un CMS Php est un plus. Poste basé à Paris ou à Metz Rémunération : 33000 à 35000 euros annuel Disponibilté : ASAP Pourquoi ADIMEO Participez à des projets de développement web à forte valeur ajoutée et contribuez à notre ambiance de travail. Notre devise ? « Work hard, play hard » ! Rejoindre Adimeo, c'est prendre part à une aventure unique, s'embarquer dans le projet d'une entreprise porteuse de valeurs d'épanouissement pour tous ses collaborateurs et d'autonomie dans l'ensemble des projets menés. Adimeo est un groupe en forte croissance, à la recherche de talents et de caractères pour faire grandir un projet commun. Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Developpeur Front-End F/H;Javascript;France;Paris (75);Kent FR;CDI;40 000 € - 50 000 € par an;Paris (75) CDI 40 000 € - 50 000 € par an KENT, marque de GroupAgora dédiée aux recrutements de profils IT, recherche 1 Developpeur Front-End F/H. Rôles & Missions Je recherche pour mon client spécialisé dans l'analyse et la gestion de donnée au sein de l'E-commerce (alimentaire). Il font plus de 1 milliard de collectes de données et d'informations par jour, afin de donner en temps réel à ses client et aux consommateurs une véritable visibilité sur le marché. Profil Attendu Il recherche un développeur Front afin d'accompagner l'équipe déjà consitué de 25 personnes.  Missions : Contribuer aux développement des UI et du UX sur leurs outils, Optimiser et stabilisé les UI existant, Création de nouveaux UI, Renforcer la qualité du code, la fiabilité du système et participé aux choix et aux développement techniques.  Leurs Stack : Javascript, Node Js, ReactJs, TypeScript, MongoDb, API, REST, GrPC. Date de début souhaitée 31/01/2020 Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Ingénieur Informatique - Devops En Devenir - H/F;Javascript;France;Paris (75);FED IT;CDI;40 000 € par an;"Paris (75) CDI 40 000 € par an Javaee / Javascript / Php / Python / Nodejs DevOps Developer / CDI / Environ 40k€ / 0 - 2 ans / Paris  Le poste Au sein de la DSI, vous rejoignez le pôle DevOps. L'équipe est en développement et recherche plusieurs collaborateurs afin d’accompagner sa montée en puissance dans le Groupe. Vous serez accompagné(e) et formé(e) dans un premier temps afin de participer au mieux à cette aventure. Vous êtes issue d'une formation BAC+5 et totalisez à minima 1 an d’expérience en développement informatique (stages et alternances compris). Vous avez des notions en infrastructure et souhaitez développer vos compétences en amélioration de la culture DevOps. Nous recherchons une personne curieuse et motivée qui pourra se baser sur ses compétences en développement et sur des connaissances en infrastructures (cloud, serveurs, sécurité, stockage…) acquises lors de votre formation ou de vos stages/alternances/premières expériences. Connaissance de Git, Maven, Jenkins… est un gros plus. Plusieurs recrutements prévus et client ouvert sur différents langages (Java/J2EE ; JavaScript, PHP, Python, C#, NodeJS…etc Les responsabilités Vous participer au développement d’automatisation et de fiabilisation des applications traditionnelles Vous testez et documentez l’installation des services applicatifs Vous réalisez l’automatisation du déploiement des composants et le codage de scripts (batch, patching, …) Vous concevez et mettez en œuvre le système de sauvegarde, la supervision ainsi les mécanismes d’auto-remédiation ; Vous êtes garant de la « culture DEVOPS » dans les équipes Pourquoi venir chez nous? Organisme financier européen de premier plan Projet internationaux d'envergure ChooseYourBoss - il y a 19 jours - Continuer pour postuler Signaler un abus"
Développeur Logiciel C#/.NET - H/F;Javascript;France;Bois-Colombes (92);KONEKT;CDI;43 000 € par an;"Bois-Colombes (92) CDI 43 000 € par an Asp-net / Dot-net / C-sharp / Agile Lead Developer, Lead Developer Backend, Backend Developer / CDI / Environ 43k€ / 0 - 2 ans / Bois-Colombes  Le poste Notre client est le premier éditeur mondial de solutions logicielles pour la performance développement durable, le pilotage HSE et la maîtrise des risques. Avec plus d'une centaine d'applications disponible, il offre aujourd'hui la plateforme la plus complète du marché. Au sein de la R&D, l'équipe CORE forme le socle de toute l'application de notre client, le code socle est important : 1Mio de lignes. L'équipe est responsable de la moitié de ce code dont 70% restent à ce jour écrit en legacy. L'équipe travaille activement sur l'amélioration du code socle et de la transformation de ce code afin d'instaurer une haute qualité tant dans le code que la méthodologie. Notre client propose aujourd'hui la possibilité pour un ingénieur junior H/F d'intégrer cette équipe au coeur de l'ingénierie de l'entreprise. Vous travaillerez main dans la main avec le lead architecte et participerez aux discussions de recherche de solution, contribuerez au partage du savoir et évoluerez au sein de la R&D Les responsabilités Concevoir, développer, tester, délivrer et maintenir les modules technologiques en utilisant les technologies Microsoft .NET (C# et VB.Net) ainsi que les standards du web (HTML5, Javascript, CSS…) ; Structurer et factoriser le code afin de faciliter sa maintenabilité ; Optimiser le code pour offrir les meilleurs niveaux de performance possibles ; Documenter et assurer le support technique des fonctionnalités nouvellement créées ; Améliorer la qualité des développements avec une forte culture du test unitaire ; Pourquoi venir chez nous? Vous avez une forte appétence pour le développement logiciel et l’optimisation de systèmes d’information en environnement Microsoft (.Net, C#), et disposez également de connaissances en langages web (JavaScript, HTML) et bases de données SQL Server. Vous avez envie de continuer à travailler sur ASP.NET, MVC, ASP.Net Core et/ou Owin. Des principes SOLID / Design Patterns vous parlent. Vous avez idéalement déjà travaillé avec des méthodologies Agiles telles que Scrum et SURTOUT vous n’envisagez pas de coder sans tester. Notre client est assez ouverts à des personnes ayant un parcours ""atypique"" tant que vous avez un esprit logique, adorez des puzzles, et disposez de très bonnes bases théoriques / mathématique supérieure. Vous vous épanouissez dans un environnement technique exigeant et saurez piloter des projets à long haleine ! Ça vous donne envie ? ChooseYourBoss - il y a 21 jours - Continuer pour postuler Signaler un abus"
Dev fullstack Java/Angular;Javascript;France;Boulogne-Billancourt (92);DEGETEL;;;Boulogne-Billancourt (92) Degetel ? Degetel et le digital ont en commun bien plus que des consonnes : ils partagent le même ADN.En plus de 20 ans d’histoire, Degetel n’a eu de cesse d’accompagner ses clients dans leur transformation digitale. Nous leur faisons bénéficier de notre parti pris d’innovation, fruit de notre R&D et de notre expérience multisectorielle. Nous anticipons à leur profit les évolutions des technologies, des usages et des tendances.Plus que du texte et des longues phrases, Degetel c’est ça : https://www.youtube.com/watch?v=4-bzgNnvzPA Dans cette logique et afin de renforcer notre communauté du Digital Factory, nous cherchons une nouvelle pépite en qualité de Dév fullstack Java/Angular Pour : Accompagner le développement d'un serveur en Java qui s’interface avec un front office Expérience en développement avec un ou plusieurs frameworks Javascript Rédiger les spécifications techniques Développer en Fullstack Java back (spring, hibernate, etc) et Angular Réaliser les tests et les corrections des anomalies éventuelles Mettre en place des environnements de développement Effectuer une veille technologique permanente Nos missions longues (de 1 à 3 ans) sont situées à Paris petite couronne et en proche banlieue. En qualité de consultant Degetel, vous êtes amené à intervenir en régie, intégré aux équipes de nos clients, et dans différents secteurs d’activités (industrie, banque, assurance, média, e-commerce…)  Ayant : Une expérience d'un an minimum sur du développement Java et frameworks JS (Angular, react, vuejs…) Travaillé en méthodologie Agile (Kanban, Scrum) Bonne connaissance des outils de versioning (Git, SVN..) Pour vous accompagner : Le collaborateur est au centre du dispositif « partner centric » qui lui permettra au travers des suivis RH, Managers ou Commerce un accompagnement de proximité et HUMAIN lui permettant une pérennité d’activité et un développement de sa carrière Rencontres nous et juges par toi-même pour embarquer vers ta prochaine destination degetelienne !Degetel, ESN spécialisée dans le digital est une ESN (Entreprise de Services du Numériques) de 450 personnes et a réalisé un chiffre d’affaires de 46 millions d’euros en 2019 et fait partie du groupe Technology&Strategy (T&S). Crée en 2008, T&S est un groupe de conseil européen dont le siège est basé à Strasbourg. Ce nouvel ensemble regroupe plus de 1800 collaborateurs LesJeudis.com - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Développeur .NET FullStack x2;Javascript;France;Neuilly-sur-Seine (92);Nigel Frank International;;60 000 € par an;"Neuilly-sur-Seine (92) 60 000 € par an Client Final (Mutuelle), société historique dans son secteur, recherche dans le cadre du développement de leur DSI deux nouveaux Développeurs .NET FullStack : un pour participer au développement d’un Extranet pour les adhérents de la société, l'autre pour participer au développement de l’application cœur de métier.Missions : - Participer au développement et à la maintenance des applications .NET de la société ;- Maintenir les applications : corriger les anomalies, développer de nouvelles fonctionnalités, mettre à jour les nouvelles versions... ;- Assurer la veille technologique des progiciels et produits gérés par l’équipe ;- Etre force de proposition sur l’utilisation des « best practices » dans ses domaines d’expertise.Environnement technique : .NET C# - Controller, Web API, ASP.NET MVCAngular 8, TypeScript, JavaScript, JQuery, HTML/CSSAzure, Visual Studio, SQL ServerTeam Foundation server, Entity Framework (ORM)Resharper, NHibernate (ORM), Test unitaire applicatif MSUnit, Test fonctionnel SpecflowTDD, BDD, DDD Méthodologie Agile ScrumSalaire selon profil + Avantages (Outils de travail + Mutuelle + 22 jours de RTT + Tickets restaurant + Complémentaire retraite + 1 formation/an + Télétravail + Compte épargne temps + Intéressement + Abondement...)ProfilIssu d'une formation supérieure en informatique, vous avez une expérience significative en environnement et développement Microsoft .NET C#  Développeur .NET FullStack x2 - Client Final (Mutuelle) - Neuilly-sur-Seine (92) LesJeudis.com - il y a 8 jours - Continuer pour postuler Signaler un abus"
Lead dev / CTO Greentech - H/F;Javascript;France;Paris (75);EASY PARTNER;CDI;60 000 € par an;Paris (75) CDI 60 000 € par an Javascript / Angular / Node / Agile CTO, Lead Developer, Full Stack Developer / CDI / Environ 60k€ / 3 - 6 ans / Paris  Le poste Notre client édite une solution de consigne digitale afin de supprimer l'utilisation des emballages à usage unique. Elle boucle actuellement sa première levée de fonds après un peu moins de deux ans d'existence. Elle entre dans une phase de très forte croissance et doit donc entamer son processus de recrutement et notamment son CTO. La plateforme est pour l'instant développée par un freelance expérimenté qui vous appuiera à votre arrivée dans la société. Les responsabilités Recruter puis coordonner l'ensemble des équipes intervenantes sur les sujets techniques Concevoir, implémenter et maintenir un back-office interne facilitant le déploiement de la solution proposée par le client Assurer les développements Front et Back de l'application mobile (projet de migration sur React Native) Être force de proposition sur les améliorations potentielles de la solutions (nouvelles fonctionnalités, décisions techniques.. Pourquoi venir chez nous? Une première levée de fonds bouclée Déjà plusieurs gros contrats signés Un projet plein de bon sens, où vous œuvrez pour le bien de notre planète, couplé à une stack technique moderne et des possibilités d'évolution ChooseYourBoss - il y a 27 jours - Continuer pour postuler Signaler un abus
Technicien support H/F- Paris- CDI;Javascript;France;Paris (75);Robert Half France;CDI;;"Paris (75) CDI A propos de notre client Notre client est le leader sur le marché de la communication critique et de la sécurité. Editeur de logiciels historiquement spécialistes en solutions Telecom opérant actuellement un virage technologique. Notre client entre dans une phase de forte croissance portée par nos nouvelles solutions : Team On The Run (TOTR) : application mobile 'tout-en-un' grand public de communication instantanée (multimedia, voix et vidéo) complétée par une plateforme de numérisation des process métier Team On Mission : version de TOTR dédiée à la communication pour la sécurité publique et la gestion de crise (destiné aux services d'urgence type opérateurs d'importance vitale, pompiers, force de l'ordre …). Missions Responsabilité du support au Client sur les produits de l'entreprise Maintient fonctionnel de l'infrastructure du réseau interne Maintient fonctionnel de la sécurité informatique de l'entreprise Assurer une astreinte Téléphonique Client 24/7 Profil du candidat Formation et compétences Bac +2 / 4 avec une expérience d'au moins 3 ans dans l'administration et le support Réseau Logiciels : Linux, TCP/IP Protocol SIP Anglais courant Programmation : C/C++ WebRTC et son API javascript, Android, java & JNI, iOS & Objective C ; Diameter Bon niveau de Ping Pong Est un atout : Scripting PHP - Routing (BGP - Access lists) Windows Client / Serveur Switching (Câblage/VLAN) Virtualisation (VMWare) Il y a plus de 30 jours - Continuer pour postuler Signaler un abus"
Ingénieur développement Java J2EE;Javascript;France;Lyon (69);Adsearch SAS;;45 000 € par an;Lyon (69) 45 000 € par an Adsearch, cabinet de conseil en recrutement, recherche un Ingénieur développement Java J2EE pour son client dans le domaine bancaire. Vous intégrez une DSI de 50 personnes dont 30 sont dédiées aux études et développement. Au sein d’une équipe de 20 développeurs passionnés vous apporterez vos compétences pour développer des applications internes et externes.  En tant qu’INGENIEUR DEVELOPPEMENT JAVA J2EE vos principales missions seront de : Définir les coûts etproposer des devis Analyser les besoins pour définir une solution Programmer et effectuer les tests unitaires Rédiger les documentations internes et externes Effectuer la maintenance corrective et évolutive Participer au support N3… Les applications sont toutes développées en Java J2EE avec Spring et Hibernate, base de données Oracle. Pour le frontend vous serez amené(e) à utiliser Javascript, Angular, html, css, Liferay. Les équipes évoluent en environnement Agile qui est d’ailleurs amené à se développer davantage. La DSI prend à cœur de toujours faire évoluer son environnement technique, vous pourrez monter en compétences sur différentes technologies (RPA, IA, ESB, traitements asynchrones, devops, Angular et Node.JS…). Ils ne sont pas limités qu’à une seule technologie. Poste en CDI, statut cadre. Avantages classiques + RTT + chèques déjeuners + primes participation et intéressement.  Profil : De formation bac+5 en informatique vous avez une première expérience réussie en développement Java J2EE. Les profils bac+2 avec plusieurs années d’expérience sont également les bienvenus. Vous avez impérativement développé des applications en environnement Java J2EE et idéalement sur Javascript en front. Une connaissance des frameworks Spring et Hibernate est un plus considérable, telle que la connaissance de l’environnement Oracle. Une connaissance des MVC est importante. La connaissance fonctionnelle du domaine bancaire peut vous être utile.  Si vous souhaitez continuer à monter en compétences en développement Java J2EE au sein d’un pôle études et développement de 30 personnes chez un client final alors nous vous attendons ! il y a 5 jours - Continuer pour postuler Signaler un abus
Développeur Java confirmé – Editeur de logiciel;Javascript;France;Paris (75);WAKE IT UP;;55 000 € par an;Paris (75) 55 000 € par an La société Société à taille humaine, innovante et qualitative. Elle existe depuis plus de 15 ans maintenant et adresse ses solutions à tout type de sociétés prestigieuses figurant en grande majorité dans le CAC40. La solution 100% web est facile d’utilisation et user friendly. Le but est de couvrir toute la chaîne de gestion au quotidien des achats dans une entreprise, et de faciliter sa transition digitale.Le poste Vous rejoignez une équipe R&D d’une dizaine de personnes ayant une forte exigence technique, et qui apportent chacune leur savoir-faire et créativité au service de l’amélioration du logiciel existant Vous avez une réelle capacité d’abstraction et vous êtes force de proposition sur les choix à adopter, vous cherchez toujours les solutions simples aux problèmes compliqués Vous prenez assez de recul pour savoir quelle est la meilleure solution, que faire, défaire et refaire au niveau des solutions existantes Vous êtes en contact avec les clients, vous analysez leurs besoins et les guidez dans leurs choix techniques/fonctionnalités personnalisables Vous participez à l’amélioration de l’architecture technique et vous assurez les développements les plus complexes Vous assurez également les tests unitaires  La StackVotre stack : Java 8, Spring MVC, Hibernate, JPA, Webservices, Javascript, HTML, CSS, Jquery, concepts orientés objet, modélisation UML, design patterns, Agile (SCRUM), PostGreSQL, Oracle.Ce que Wake IT UP aime (https://www.wakeitup.tech) La possibilité d’apprendre à développer du code de qualité, maintenable sur la durée, d’apporter des améliorations techniques Le directeur technique pédagogue qui a une large culture informatique et auprès de qui on aime travailler et apprendre Un vrai éditeur de logiciel qui investit continuellement dans sa R&D et en ses collaborateursCe poste de Développeur Java confirmé a été minutieusement choisi par Wake IT UP, cabinet d’Experts en Recrutement Tech (CDI et clients finaux uniquement) – www.wakeitup.tech LesJeudis.com - Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Developpeur FE web .net H/F;Javascript;France;Toulouse (31);Adsearch SAS;;38 000 € par an;Toulouse (31) 38 000 € par an Notre client est reconnu pour son innovation dans le secteur du recyclage automobile. Le développement d’un logiciel unique permet à la société de conquérir son marché avec de belles ambitions notamment à l’international. Nous recherchons pour eux un développeur web Front(ou fullstack) pour un poste basé à Toulouse. Vous êtes en charge des missions suivantes : Développement FE des sites de ecommerce (refonte, nouvelles fonctionnalités …) Intégration de maquettes et réalisation des tests d’intégration Travail en collaboration avec un spécialiste UX / UI et la responsable ecommerce Participation à la vie de l’équipe au sein du pôle développement.  Vous avez un diplôme bac+2 minimum en informatique et une expérience de 2 ans minimum sur un poste de développeur. Force de proposition, vous aimez partager vos connaissances et vos compétences avec vos collaborateurs. Autonome dans votre travail, vous aimez interagir avec une équipe pluridisciplinaire ayant une organisation Agile. Vous maîtrisez les technologies suivantes : Excellente maîtrise de HTML5, CSS, et Javascript Excellente maîtrise de Bootstrap De bonnes connaissances sur Angular / React seraient un plus Bonne connaissance en ASP.NET MVC Bonne maîtrise de Visual Studio Il y a plus de 30 jours - Continuer pour postuler Signaler un abus
Consultant AMOA Débutant en intégration logiciel H/F;Javascript;France;Courbevoie (92);ECP - Euro Contrôle Projet;;;Courbevoie (92) Les premières semaines de ta prise de poste seront consacrées à ta formation. Tu intégreras notre programme e-P6 University orienté autour de modules de formation « gestion de projet » et de modules spécifiques de découverte et pratique des outils PPM ( Planisware, PRIMAVERA, MS Project, CA PPM). A la suite de cette période de formation tu interviendras auprès de nos clients sur des missions de gestion de projet et intégration. Ton rôle sera de: Spécifier et définir les besoins clients Installer les solutions PPM Réaliser le paramétrage de la solution souhaitée par le client et en adéquation avec ses attentes Participer à la qualification de la solution Formaliser et rédiger les différents documents techniques et fonctionnels Former et accompagner les utilisateurs dans cette démarche de changement Participer aux opérations de TMA de la solution Basé en région parisienne, tu pourras ponctuellement être affecté à des missions en province.    Profil recherché  Tu es récemment ou prochainement diplômé d’une formation supérieure Bac +4/+5 (école d’ingénieur, université…). Pendant ton parcours, tu as pu développer des compétences dans le domaine IT (JAVA, JavaScript, html, Oracle…). Tu projettes davantage ta carrière sur des fonctions d’AMOA plutôt que « technique pure ». Tu t’intéresses à la gestion de projet ( méthodes : PMI, Agile, Cycle en V). Tu es curieux, à l’écoute et reconnu pour ton aisance relationnelle. Ton sens du service client te sera indispensable. Un bon niveau d’Anglais est attendu. il y a 14 jours - Continuer pour postuler Signaler un abus
